Geographic Area Name,id,Estimate  Total,Margin of Error  Total,Estimate  Total  White alone,Margin of Error  Total  White alone,Estimate  Total  Black or African American alone,Margin of Error  Total  Black or African American alone,Estimate  Total  American Indian and Alaska Native alone,Margin of Error  Total  American Indian and Alaska Native alone,Estimate  Total  Asian alone,Margin of Error  Total  Asian alone,Estimate  Total  Native Hawaiian and Other Pacific Islander alone,Margin of Error  Total  Native Hawaiian and Other Pacific Islander alone,Estimate  Total  Some other race alone,Margin of Error  Total  Some other race alone,Estimate  Total  Two or more races,Margin of Error  Total  Two or more races,Estimate  Total  Two or more races  Two races including Some other race,Margin of Error  Total  Two or more races  Two races including Some other race,"Estimate  Total  Two or more races  Two races excluding Some other race, and three or more races","Margin of Error  Total  Two or more races  Two races excluding Some other race, and three or more races"
"Census Tract 260.02, San Francisco County, California",1400000US06075026002,3527,310,1282,288,190,105,6,10,1453,273,0,12,413,185,183,96,26,23,157,91
"Census Tract 264.02, San Francisco County, California",1400000US06075026402,5164,590,655,162,422,105,18,18,2420,452,0,17,1293,709,356,195,70,64,286,158
"Census Tract 303.01, San Francisco County, California",1400000US06075030301,5663,485,2489,331,119,107,0,17,2418,484,0,17,279,151,358,173,7,11,351,173
"Census Tract 308, San Francisco County, California",1400000US06075030800,6584,481,3670,366,314,201,14,18,2262,385,58,63,183,230,83,66,0,17,83,66
"Census Tract 254.02, San Francisco County, California",1400000US06075025402,3284,237,1642,260,93,77,76,104,1026,148,0,12,323,144,124,74,8,15,116,75
"Census Tract 479.01, San Francisco County, California",1400000US06075047901,7597,736,3216,507,87,62,0,17,3881,629,0,17,90,84,323,194,24,38,299,193
"Census Tract 262, San Francisco County, California",1400000US06075026200,7583,513,758,216,126,87,14,23,5509,663,0,17,1019,380,157,87,47,49,110,72
"Census Tract 216, San Francisco County, California",1400000US06075021600,4345,341,2658,345,199,115,40,66,747,147,0,12,226,187,475,316,50,76,425,300
"Census Tract 309, San Francisco County, California",1400000US06075030900,7314,558,3276,386,159,106,15,24,3221,374,0,17,182,115,461,246,127,111,334,213
"Census Tract 477.01, San Francisco County, California",1400000US06075047701,4469,292,1806,225,0,12,0,12,2097,278,0,12,201,125,365,156,0,12,365,156
"Census Tract 477.02, San Francisco County, California",1400000US06075047702,3877,262,1753,183,29,23,0,12,1880,208,0,12,44,34,171,88,0,12,171,88
"Census Tract 605.02, San Francisco County, California",1400000US06075060502,3488,371,286,137,880,210,0,12,1278,226,133,110,805,240,106,91,11,13,95,88
"Census Tract 607, San Francisco County, California",1400000US06075060700,12180,1010,5024,791,612,378,92,154,5348,863,0,19,707,512,397,207,92,114,305,179
"Census Tract 479.02, San Francisco County, California",1400000US06075047902,3771,274,1751,205,22,34,0,12,1503,192,0,12,39,47,456,225,9,14,447,224
"Census Tract 604, San Francisco County, California",1400000US06075060400,1557,170,907,126,66,52,8,12,462,171,0,12,58,55,56,34,0,12,56,34
"Census Tract 109, San Francisco County, California",1400000US06075010900,4510,397,3217,330,94,69,0,12,1046,219,0,12,23,36,130,109,0,12,130,109
"Census Tract 118, San Francisco County, California",1400000US06075011800,1477,153,146,53,1,5,10,12,1301,155,0,12,0,12,19,17,0,12,19,17
"Census Tract 121, San Francisco County, California",1400000US06075012100,4002,395,2237,336,198,127,0,12,1120,229,0,12,162,71,285,130,109,63,176,113
"Census Tract 128, San Francisco County, California",1400000US06075012800,4436,356,4057,390,1,3,1,2,267,89,0,12,27,43,83,87,0,12,83,87
"Census Tract 155, San Francisco County, California",1400000US06075015500,3532,393,1963,447,67,82,0,12,1279,292,41,54,2,4,180,128,0,12,180,128
"Census Tract 161, San Francisco County, California",1400000US06075016100,5140,535,1301,243,1660,380,2,4,1571,405,0,17,176,119,430,297,0,17,430,297
"Census Tract 163, San Francisco County, California",1400000US06075016300,4745,424,3112,373,376,144,0,12,625,220,0,12,223,235,409,198,87,94,322,183
"Census Tract 176.01, San Francisco County, California",1400000US06075017601,9244,892,2817,552,1189,380,44,74,3970,701,36,60,562,386,626,330,118,135,508,303
"Census Tract 201, San Francisco County, California",1400000US06075020100,6039,525,2887,431,345,183,67,72,1050,308,52,79,1202,503,436,224,122,121,314,182
"Census Tract 206, San Francisco County, California",1400000US06075020600,5203,371,3999,371,147,102,0,17,617,182,40,65,73,66,327,167,0,17,327,167
"Census Tract 209, San Francisco County, California",1400000US06075020900,4746,352,2808,337,128,74,10,16,611,181,0,12,938,320,251,118,148,97,103,72
"Census Tract 218, San Francisco County, California",1400000US06075021800,4332,255,3215,272,166,97,0,12,447,109,0,12,181,131,323,168,50,51,273,170
"Census Tract 226, San Francisco County, California",1400000US06075022600,2648,195,1600,196,118,90,0,12,609,106,0,12,125,118,196,76,8,13,188,75
"Census Tract 231.02, San Francisco County, California",1400000US06075023102,4526,477,241,133,2455,458,0,12,731,248,444,443,510,337,145,96,35,54,110,77
"Census Tract 251, San Francisco County, California",1400000US06075025100,3573,307,2220,287,302,144,28,35,625,177,13,25,126,113,259,132,36,47,223,128
"Census Tract 170, San Francisco County, California",1400000US06075017000,4268,246,3200,312,69,61,0,12,667,218,19,30,0,12,313,162,0,12,313,162
"Census Tract 180, San Francisco County, California",1400000US06075018000,3091,425,1558,288,382,166,27,33,753,166,19,31,131,93,221,105,24,36,197,108
"Census Tract 215, San Francisco County, California",1400000US06075021500,5435,430,4078,441,194,102,14,23,520,177,0,17,389,260,240,153,0,17,240,153
"Census Tract 228.03, San Francisco County, California",1400000US06075022803,5117,407,2857,456,157,83,0,17,690,174,0,17,1099,455,314,144,57,41,257,141
"Census Tract 264.04, San Francisco County, California",1400000US06075026404,2843,281,383,206,339,116,0,12,1450,186,115,185,389,186,167,140,37,35,130,128
"Census Tract 306, San Francisco County, California",1400000US06075030600,2516,170,1411,136,26,25,0,12,645,90,0,12,195,170,239,90,28,39,211,84
"Census Tract 310, San Francisco County, California",1400000US06075031000,3520,232,1793,310,80,46,7,13,1228,314,0,12,91,78,321,192,167,194,154,87
"Census Tract 332.01, San Francisco County, California",1400000US06075033201,4483,319,1715,240,370,109,14,25,1067,255,22,41,891,201,404,125,92,54,312,117
"Census Tract 111, San Francisco County, California",1400000US06075011100,4778,392,2783,325,295,167,0,12,1385,264,0,12,97,79,218,136,24,38,194,131
"Census Tract 117, San Francisco County, California",1400000US06075011700,1768,213,643,121,55,54,0,12,847,183,0,12,149,80,74,43,34,30,40,31
"Census Tract 154, San Francisco County, California",1400000US06075015400,5970,488,3859,417,72,55,1,4,1590,328,83,95,41,50,324,185,3,5,321,184
"Census Tract 104, San Francisco County, California",1400000US06075010400,4430,513,2896,420,2,5,7,12,1153,272,28,47,0,12,344,158,38,59,306,140
"Census Tract 255, San Francisco County, California",1400000US06075025500,9754,813,3286,545,106,110,0,17,4090,672,0,17,1580,555,692,436,335,422,357,153
"Census Tract 256, San Francisco County, California",1400000US06075025600,5403,484,1023,303,103,77,94,119,3082,422,0,17,817,324,284,177,53,57,231,162
"Census Tract 258, San Francisco County, California",1400000US06075025800,2020,236,436,129,143,74,42,66,1169,221,0,12,146,102,84,54,20,17,64,52
"Census Tract 260.01, San Francisco County, California",1400000US06075026001,6018,425,1503,476,134,102,18,21,2430,354,0,17,1599,455,334,199,95,108,239,163
"Census Tract 451, San Francisco County, California",1400000US06075045100,5330,518,2890,515,115,150,5,8,1957,260,0,17,244,258,119,85,0,17,119,85
"Census Tract 452, San Francisco County, California",1400000US06075045200,6913,554,3383,476,221,202,0,17,2608,367,0,17,77,60,624,322,27,31,597,318
"Census Tract 261, San Francisco County, California",1400000US06075026100,7516,781,1298,433,85,99,11,18,4173,606,87,141,1600,850,262,165,11,17,251,165
"Census Tract 233, San Francisco County, California",1400000US06075023300,3456,320,416,125,396,128,0,12,2106,268,0,12,523,309,15,22,0,12,15,22
"Census Tract 253, San Francisco County, California",1400000US06075025300,4819,268,2908,249,73,56,26,39,603,138,0,12,801,233,408,153,53,60,355,144
"Census Tract 254.01, San Francisco County, California",1400000US06075025401,3725,365,2273,274,142,118,2,4,429,122,0,12,660,288,219,94,42,46,177,83
"Census Tract 305, San Francisco County, California",1400000US06075030500,3344,249,1525,214,346,126,0,12,1024,240,44,49,150,98,255,124,24,25,231,119
"Census Tract 263.01, San Francisco County, California",1400000US06075026301,5246,469,1174,324,37,23,6,11,3125,455,0,17,773,439,131,122,11,16,120,123
"Census Tract 263.02, San Francisco County, California",1400000US06075026302,5269,439,1106,232,185,94,0,17,3020,444,0,17,548,283,410,232,195,169,215,157
"Census Tract 263.03, San Francisco County, California",1400000US06075026303,5216,542,883,210,26,24,3,7,2977,399,0,17,1267,419,60,53,27,33,33,37
"Census Tract 311, San Francisco County, California",1400000US06075031100,6899,460,3743,441,90,86,0,17,2167,349,14,21,491,299,394,180,12,28,382,184
"Census Tract 217, San Francisco County, California",1400000US06075021700,4309,282,2498,258,339,168,0,12,977,144,0,12,237,144,258,164,63,67,195,148
"Census Tract 228.02, San Francisco County, California",1400000US06075022802,2329,251,1090,183,133,66,6,11,376,96,0,12,608,188,116,49,25,28,91,41
"Census Tract 229.01, San Francisco County, California",1400000US06075022901,5174,455,2335,348,90,82,38,57,290,212,0,17,2190,531,231,132,138,108,93,58
"Census Tract 229.02, San Francisco County, California",1400000US06075022902,2605,291,1257,216,123,80,11,27,297,91,19,32,659,273,239,171,60,47,179,167
"Census Tract 229.03, San Francisco County, California",1400000US06075022903,3561,414,1567,249,90,95,69,67,418,97,12,18,1186,349,219,183,135,174,84,54
"Census Tract 230.03, San Francisco County, California",1400000US06075023003,3830,445,648,175,812,180,13,19,1911,482,0,12,394,276,52,35,11,17,41,37
"Census Tract 264.03, San Francisco County, California",1400000US06075026403,3962,404,757,271,126,107,0,12,2595,326,25,42,401,240,58,42,19,24,39,34
"Census Tract 302.01, San Francisco County, California",1400000US06075030201,4542,271,2402,207,135,156,0,12,1472,223,10,16,132,92,391,130,64,50,327,144
"Census Tract 303.02, San Francisco County, California",1400000US06075030302,4315,360,1674,203,184,135,0,12,2244,307,0,12,19,15,194,79,8,12,186,78
"Census Tract 304, San Francisco County, California",1400000US06075030400,5641,401,2902,268,179,178,4,7,1987,288,31,42,211,164,327,145,23,30,304,142
"Census Tract 103, San Francisco County, California",1400000US06075010300,4229,394,2826,303,0,12,23,39,1233,224,0,12,83,130,64,60,0,12,64,60
"Census Tract 110, San Francisco County, California",1400000US06075011000,4792,387,2712,373,86,69,0,12,1884,296,0,12,97,86,13,21,13,21,0,12
"Census Tract 260.04, San Francisco County, California",1400000US06075026004,5011,520,1168,368,85,86,80,106,2351,542,12,21,1077,553,238,164,58,85,180,137
"Census Tract 301.01, San Francisco County, California",1400000US06075030101,5045,423,3183,400,55,57,51,80,1214,254,22,36,287,222,233,126,31,52,202,113
"Census Tract 330, San Francisco County, California",1400000US06075033000,8425,714,3362,548,10,25,0,17,4333,556,0,17,267,237,453,205,0,17,453,205
"Census Tract 254.03, San Francisco County, California",1400000US06075025403,5050,533,1857,305,570,164,0,17,1420,394,0,17,916,406,287,150,95,87,192,124
"Census Tract 264.01, San Francisco County, California",1400000US06075026401,3548,379,192,97,335,203,1,3,2560,302,29,51,367,140,64,51,32,47,32,33
"Census Tract 302.02, San Francisco County, California",1400000US06075030202,4487,369,2498,317,117,86,0,12,1386,274,0,12,194,152,292,192,18,23,274,192
"Census Tract 353, San Francisco County, California",1400000US06075035300,7309,694,2471,389,25,41,17,23,4307,695,17,26,180,176,292,286,0,17,292,286
"Census Tract 476, San Francisco County, California",1400000US06075047600,5605,458,2412,374,76,63,1,3,2586,399,45,65,53,66,432,267,0,17,432,267
"Census Tract 106, San Francisco County, California",1400000US06075010600,3356,273,1344,214,62,70,0,12,1886,230,0,12,9,14,55,43,10,17,45,39
"Census Tract 208, San Francisco County, California",1400000US06075020800,6399,584,3345,518,97,87,81,88,1099,270,7,15,1487,620,283,137,22,28,261,133
"Census Tract 610, San Francisco County, California",1400000US06075061000,4851,351,707,164,762,294,0,12,2827,384,0,12,216,208,339,157,116,126,223,111
"Census Tract 203, San Francisco County, California",1400000US06075020300,3413,267,2347,261,155,109,21,34,495,141,0,12,136,82,259,105,43,37,216,102
"Census Tract 207, San Francisco County, California",1400000US06075020700,5075,468,3383,384,55,60,3,7,735,199,0,17,386,234,513,237,137,169,376,170
"Census Tract 211, San Francisco County, California",1400000US06075021100,4199,317,3300,286,25,29,26,28,502,129,0,12,52,53,294,165,0,12,294,165
"Census Tract 212, San Francisco County, California",1400000US06075021200,3095,193,2439,216,69,52,1,2,301,101,0,12,36,35,249,130,10,16,239,129
"Census Tract 213, San Francisco County, California",1400000US06075021300,2650,171,1954,147,16,24,0,12,412,105,0,12,92,84,176,80,17,27,159,79
"Census Tract 107, San Francisco County, California",1400000US06075010700,5522,572,885,268,0,17,18,22,4332,521,0,17,249,268,38,43,17,27,21,34
"Census Tract 162, San Francisco County, California",1400000US06075016200,3358,219,2224,257,137,85,0,12,767,180,9,21,75,70,146,79,65,62,81,67
"Census Tract 169, San Francisco County, California",1400000US06075016900,3191,219,2252,248,194,131,0,12,478,89,17,19,64,37,186,69,34,38,152,63
"Census Tract 252, San Francisco County, California",1400000US06075025200,5407,436,4073,477,55,50,33,39,523,210,17,27,477,300,229,158,41,51,188,151
"Census Tract 101, San Francisco County, California",1400000US06075010100,3850,354,1945,311,154,167,0,12,1163,351,0,12,491,279,97,97,0,12,97,97
"Census Tract 112, San Francisco County, California",1400000US06075011200,3459,295,2107,240,140,74,6,11,1053,160,0,12,33,41,120,60,0,12,120,60
"Census Tract 134, San Francisco County, California",1400000US06075013400,3880,364,2813,330,61,47,0,12,761,335,0,12,110,93,135,92,0,12,135,92
"Census Tract 151, San Francisco County, California",1400000US06075015100,2600,239,1501,219,29,40,0,12,826,132,0,12,42,31,202,37,0,12,202,37
"Census Tract 157, San Francisco County, California",1400000US06075015700,8912,622,4943,571,521,326,0,17,2067,308,12,22,631,458,738,218,215,129,523,167
"Census Tract 164, San Francisco County, California",1400000US06075016400,4187,350,2835,308,350,128,25,32,466,133,0,12,103,102,408,179,164,178,244,144
"Census Tract 166, San Francisco County, California",1400000US06075016600,5583,853,4343,755,252,232,26,42,719,274,20,32,12,29,211,94,13,29,198,92
"Census Tract 179.02, San Francisco County, California",1400000US06075017902,3064,468,1191,262,621,197,41,57,365,187,81,76,430,175,335,142,27,26,308,144
"Census Tract 214, San Francisco County, California",1400000US06075021400,3783,196,2987,222,10,15,33,34,557,126,31,29,35,30,130,67,32,34,98,58
"Census Tract 120, San Francisco County, California",1400000US06075012000,3993,456,1793,336,268,172,59,78,1344,424,0,12,240,203,289,180,33,42,256,168
"Census Tract 127, San Francisco County, California",1400000US06075012700,4027,310,3303,286,25,41,0,12,365,94,19,31,116,177,199,144,0,12,199,144
"Census Tract 132, San Francisco County, California",1400000US06075013200,4274,265,3389,390,131,174,0,12,604,211,0,12,114,133,36,38,0,12,36,38
"Census Tract 133, San Francisco County, California",1400000US06075013300,4729,298,3453,245,103,101,0,12,694,158,14,34,166,157,299,108,0,12,299,108
"Census Tract 135, San Francisco County, California",1400000US06075013500,2673,222,1809,223,58,50,27,34,610,191,0,12,39,29,130,70,37,38,93,59
"Census Tract 153, San Francisco County, California",1400000US06075015300,2236,274,1450,183,290,164,0,12,318,115,20,31,71,50,87,44,0,12,87,44
"Census Tract 167, San Francisco County, California",1400000US06075016700,5225,388,4330,381,216,135,0,17,403,172,0,17,40,43,236,115,12,27,224,114
"Census Tract 202, San Francisco County, California",1400000US06075020200,6181,502,3451,435,195,186,8,13,1022,291,49,70,1016,392,440,175,73,59,367,173
"Census Tract 205, San Francisco County, California",1400000US06075020500,2949,188,2325,222,96,61,0,12,394,131,0,12,56,46,78,38,6,11,72,36
"Census Tract 210, San Francisco County, California",1400000US06075021000,4692,408,3110,399,113,103,17,40,600,219,0,12,421,252,431,250,53,56,378,242
"Census Tract 230.01, San Francisco County, California",1400000US06075023001,5095,564,387,190,563,199,14,20,3779,471,0,17,143,150,209,138,31,49,178,129
"Census Tract 352.02, San Francisco County, California",1400000US06075035202,4960,330,2065,281,211,200,33,49,1800,295,162,193,356,324,333,136,8,18,325,135
"Census Tract 427, San Francisco County, California",1400000US06075042700,5422,451,2093,274,233,210,0,17,2705,410,24,36,110,107,257,154,34,40,223,145
"Census Tract 601, San Francisco County, California",1400000US06075060100,4119,264,3111,328,42,45,0,12,322,150,0,12,313,264,331,186,127,166,204,107
"Census Tract 314, San Francisco County, California",1400000US06075031400,6743,613,1188,293,1080,228,41,46,3341,599,15,24,872,225,206,120,11,17,195,122
"Census Tract 327, San Francisco County, California",1400000US06075032700,6681,527,2708,411,14,20,0,17,3236,455,76,79,203,117,444,241,18,32,426,240
"Census Tract 401, San Francisco County, California",1400000US06075040100,4436,292,2546,230,67,49,0,12,1608,222,0,12,51,44,164,89,48,60,116,69
"Census Tract 232, San Francisco County, California",1400000US06075023200,4179,541,613,327,1197,259,7,10,650,246,0,12,1513,560,199,135,47,50,152,112
"Census Tract 301.02, San Francisco County, California",1400000US06075030102,5255,337,3850,369,115,67,0,17,1054,255,0,17,97,68,139,68,20,20,119,70
"Census Tract 352.01, San Francisco County, California",1400000US06075035201,5987,435,2284,321,20,23,23,29,3213,408,0,17,154,95,293,183,40,52,253,171
"Census Tract 354, San Francisco County, California",1400000US06075035400,7112,577,2502,288,202,188,0,17,3471,500,0,17,361,240,576,209,13,21,563,208
"Census Tract 159, San Francisco County, California",1400000US06075015900,4563,462,1676,226,400,121,336,325,1873,448,12,20,52,46,214,160,0,12,214,160
"Census Tract 160, San Francisco County, California",1400000US06075016000,2850,254,1634,267,272,113,0,12,692,191,0,12,68,54,184,89,59,50,125,75
"Census Tract 105, San Francisco County, California",1400000US06075010500,2932,279,1523,208,233,212,0,12,729,227,0,12,79,78,368,167,81,81,287,147
"Census Tract 113, San Francisco County, California",1400000US06075011300,3046,377,496,139,85,128,36,56,2336,353,0,12,8,15,85,60,0,12,85,60
"Census Tract 152, San Francisco County, California",1400000US06075015200,4301,344,2685,344,226,208,0,12,1073,275,0,12,149,126,168,118,0,12,168,118
"Census Tract 177, San Francisco County, California",1400000US06075017700,1956,151,797,163,91,66,7,11,395,98,0,12,491,153,175,98,0,12,175,98
"Census Tract 227.02, San Francisco County, California",1400000US06075022702,2287,163,1694,140,64,50,0,12,310,116,0,12,89,66,130,62,0,12,130,62
"Census Tract 228.01, San Francisco County, California",1400000US06075022801,5765,527,2729,366,150,157,0,17,894,153,0,17,1711,591,281,139,23,38,258,134
"Census Tract 231.03, San Francisco County, California",1400000US06075023103,2654,406,238,144,1404,356,0,12,296,189,167,207,195,159,354,219,88,104,266,192
"Census Tract 259, San Francisco County, California",1400000US06075025900,4809,447,1441,305,460,234,16,27,2307,475,0,12,370,330,215,134,46,72,169,115
"Census Tract 260.03, San Francisco County, California",1400000US06075026003,5011,500,1133,274,71,58,24,31,2102,344,0,17,1537,450,144,93,10,16,134,94
"Census Tract 615, San Francisco County, California",1400000US06075061500,14758,1708,7293,1061,343,224,22,30,6469,1347,45,65,68,61,518,327,184,167,334,216
"Census Tract 119.01, San Francisco County, California",1400000US06075011901,2674,195,1656,164,47,49,0,12,730,165,0,12,126,56,115,63,22,29,93,56
"Census Tract 119.02, San Francisco County, California",1400000US06075011902,2813,215,1633,156,46,36,0,12,810,154,26,37,147,110,151,77,23,26,128,74
"Census Tract 122.01, San Francisco County, California",1400000US06075012201,4638,480,1955,300,312,158,0,12,950,344,0,12,1082,606,339,179,82,96,257,127
"Census Tract 122.02, San Francisco County, California",1400000US06075012202,3525,655,1485,545,481,184,21,33,977,296,12,27,307,318,242,165,18,22,224,165
"Census Tract 123.01, San Francisco County, California",1400000US06075012301,2116,359,975,366,223,129,7,11,679,148,0,12,180,109,52,49,0,12,52,49
"Census Tract 123.02, San Francisco County, California",1400000US06075012302,2621,232,1199,172,148,73,0,12,781,184,7,12,354,171,132,63,30,33,102,51
"Census Tract 124.01, San Francisco County, California",1400000US06075012401,4782,465,2136,483,433,165,45,46,1346,427,57,50,580,327,185,131,36,55,149,117
"Census Tract 124.02, San Francisco County, California",1400000US06075012402,4320,379,1903,365,374,148,4,8,1495,294,42,70,352,274,150,67,26,27,124,64
"Census Tract 125.01, San Francisco County, California",1400000US06075012501,4002,517,1505,332,425,221,12,23,1286,431,0,12,557,475,217,245,25,38,192,240
"Census Tract 125.02, San Francisco County, California",1400000US06075012502,3584,480,1032,332,428,193,10,17,1515,336,0,12,487,316,112,83,10,14,102,84
"Census Tract 126.01, San Francisco County, California",1400000US06075012601,2630,177,2276,175,71,65,0,12,224,92,0,12,0,12,59,48,9,14,50,47
"Census Tract 126.02, San Francisco County, California",1400000US06075012602,2688,281,2258,230,14,21,0,12,375,184,0,12,13,20,28,26,0,12,28,26
"Census Tract 129.01, San Francisco County, California",1400000US06075012901,2661,205,2210,203,1,2,25,28,242,99,23,36,51,38,109,71,0,12,109,71
"Census Tract 129.02, San Francisco County, California",1400000US06075012902,4026,325,3303,341,80,102,10,16,388,120,0,12,27,32,218,118,0,12,218,118
"Census Tract 131.01, San Francisco County, California",1400000US06075013101,4139,413,3295,412,82,103,16,27,594,243,0,12,46,36,106,67,17,28,89,61
"Census Tract 131.02, San Francisco County, California",1400000US06075013102,2959,271,2063,212,23,25,0,12,616,228,11,17,78,72,168,103,0,12,168,103
"Census Tract 158.01, San Francisco County, California",1400000US06075015801,4164,315,1818,238,1287,388,0,12,708,137,0,12,58,64,293,243,0,12,293,243
"Census Tract 158.02, San Francisco County, California",1400000US06075015802,3321,239,2233,234,225,120,0,12,247,117,12,18,204,133,400,145,91,72,309,141
"Census Tract 168.01, San Francisco County, California",1400000US06075016801,3746,324,2797,329,145,71,0,12,401,162,0,12,179,265,224,143,0,12,224,143
"Census Tract 168.02, San Francisco County, California",1400000US06075016802,3642,269,2122,298,299,85,41,46,784,161,0,12,304,227,92,81,7,14,85,80
"Census Tract 171.01, San Francisco County, California",1400000US06075017101,3888,312,3023,287,177,97,55,80,311,97,0,12,36,56,286,143,5,8,281,143
"Census Tract 171.02, San Francisco County, California",1400000US06075017102,3828,344,2887,267,120,99,1,2,417,144,0,12,168,190,235,89,0,12,235,89
"Census Tract 178.01, San Francisco County, California",1400000US06075017801,3654,305,1283,244,135,87,0,12,2129,258,0,12,30,24,77,88,0,12,77,88
"Census Tract 178.02, San Francisco County, California",1400000US06075017802,5782,493,2232,382,620,288,6,14,1808,389,60,68,763,439,293,132,84,80,209,108
"Census Tract 204.01, San Francisco County, California",1400000US06075020401,3260,207,2391,188,71,54,36,41,518,132,0,12,60,57,184,108,0,12,184,108
"Census Tract 204.02, San Francisco County, California",1400000US06075020402,4675,436,3293,409,64,54,0,12,715,270,0,12,386,405,217,134,0,12,217,134
"Census Tract 227.04, San Francisco County, California",1400000US06075022704,3297,264,2470,215,29,27,9,14,545,155,0,12,26,42,218,120,6,10,212,122
"Census Tract 257.01, San Francisco County, California",1400000US06075025701,5307,446,1034,291,136,85,15,23,3305,501,9,13,749,210,59,49,0,17,59,49
"Census Tract 313.01, San Francisco County, California",1400000US06075031301,4510,328,1066,175,861,276,34,48,2120,323,0,12,29,29,400,215,139,159,261,107
"Census Tract 257.02, San Francisco County, California",1400000US06075025702,4427,502,510,162,116,144,12,13,2658,503,39,55,977,363,115,84,31,37,84,72
"Census Tract 312.01, San Francisco County, California",1400000US06075031201,7251,594,1600,339,231,172,58,65,4291,621,0,17,745,317,326,136,77,74,249,140
"Census Tract 312.02, San Francisco County, California",1400000US06075031202,3515,384,419,169,455,233,6,10,2073,332,38,34,224,91,300,150,0,12,300,150
"Census Tract 313.02, San Francisco County, California",1400000US06075031302,6198,645,1192,338,753,215,0,17,3568,459,0,17,390,254,295,150,65,83,230,117
"Census Tract 326.01, San Francisco County, California",1400000US06075032601,5404,427,1689,207,196,141,23,34,2755,322,29,50,117,87,595,297,13,28,582,299
"Census Tract 326.02, San Francisco County, California",1400000US06075032602,4891,348,1575,222,9,11,0,12,2809,340,0,12,313,226,185,95,13,21,172,93
"Census Tract 328.01, San Francisco County, California",1400000US06075032801,4396,398,1275,254,132,137,0,12,2783,349,0,12,44,38,162,109,26,42,136,103
"Census Tract 328.02, San Francisco County, California",1400000US06075032802,4355,315,1152,251,102,119,14,22,2717,301,0,12,89,54,281,167,53,67,228,131
"Census Tract 332.04, San Francisco County, California",1400000US06075033204,4806,397,1750,310,462,214,35,58,1482,345,0,12,873,347,204,90,0,12,204,90
"Census Tract 329.01, San Francisco County, California",1400000US06075032901,5765,434,1424,274,10,17,0,17,3645,399,36,36,278,205,372,168,30,27,342,166
"Census Tract 329.02, San Francisco County, California",1400000US06075032902,4211,292,1069,155,0,12,0,12,2977,256,0,12,10,15,155,110,0,12,155,110
"Census Tract 332.03, San Francisco County, California",1400000US06075033203,3797,377,1871,289,320,231,0,12,1172,343,0,12,293,205,141,68,14,16,127,65
"Census Tract 426.01, San Francisco County, California",1400000US06075042601,3824,311,1998,200,235,176,9,15,1277,240,0,12,52,42,253,137,48,73,205,124
"Census Tract 426.02, San Francisco County, California",1400000US06075042602,3022,234,1676,194,22,36,0,12,1037,141,0,12,32,37,255,115,10,16,245,113
"Census Tract 478.01, San Francisco County, California",1400000US06075047801,4521,364,1697,225,88,61,7,10,2298,398,0,12,34,40,397,183,1,2,396,183
"Census Tract 478.02, San Francisco County, California",1400000US06075047802,3783,260,1645,211,28,23,5,12,1827,229,14,21,156,116,108,58,0,12,108,58
