Geographic Area Name,id,Estimate  Total,Margin of Error  Total,Estimate  Total  White alone,Margin of Error  Total  White alone,Estimate  Total  Black or African American alone,Margin of Error  Total  Black or African American alone,Estimate  Total  American Indian and Alaska Native alone,Margin of Error  Total  American Indian and Alaska Native alone,Estimate  Total  Asian alone,Margin of Error  Total  Asian alone,Estimate  Total  Native Hawaiian and Other Pacific Islander alone,Margin of Error  Total  Native Hawaiian and Other Pacific Islander alone,Estimate  Total  Some other race alone,Margin of Error  Total  Some other race alone,Estimate  Total  Two or more races,Margin of Error  Total  Two or more races,Estimate  Total  Two or more races  Two races including Some other race,Margin of Error  Total  Two or more races  Two races including Some other race,"Estimate  Total  Two or more races  Two races excluding Some other race, and three or more races","Margin of Error  Total  Two or more races  Two races excluding Some other race, and three or more races"
"Census Tract 124.01, San Francisco County, California",1400000US06075012401,4787,573,2307,643,269,146,17,26,1168,317,37,43,787,329,202,142,115,140,87,60
"Census Tract 124.02, San Francisco County, California",1400000US06075012402,3600,398,1596,328,261,118,0,12,1245,322,0,12,408,323,90,65,11,14,79,64
"Census Tract 125.01, San Francisco County, California",1400000US06075012501,3728,339,1303,327,537,196,66,80,1551,299,0,12,215,169,56,67,18,29,38,40
"Census Tract 125.02, San Francisco County, California",1400000US06075012502,4101,659,1118,409,440,227,90,98,1678,431,0,12,570,503,205,130,0,12,205,130
"Census Tract 126.01, San Francisco County, California",1400000US06075012601,2334,207,2006,209,14,21,0,12,242,95,0,12,0,12,72,76,12,18,60,74
"Census Tract 126.02, San Francisco County, California",1400000US06075012602,2943,285,2530,322,0,12,0,12,295,118,0,12,33,51,85,53,0,12,85,53
"Census Tract 127, San Francisco County, California",1400000US06075012700,3760,266,3034,327,142,176,0,12,282,160,15,26,19,32,268,219,0,12,268,219
"Census Tract 128, San Francisco County, California",1400000US06075012800,5128,434,4255,440,59,90,1,2,506,171,0,17,103,72,204,118,20,32,184,113
"Census Tract 129.01, San Francisco County, California",1400000US06075012901,2587,256,2102,262,0,12,8,13,320,127,0,12,0,12,157,96,0,12,157,96
"Census Tract 129.02, San Francisco County, California",1400000US06075012902,3537,302,2753,352,38,47,0,12,558,196,0,12,77,83,111,73,0,12,111,73
"Census Tract 130, San Francisco County, California",1400000US06075013000,4626,319,3902,370,0,12,11,19,512,177,0,12,41,63,160,124,14,22,146,118
"Census Tract 131.01, San Francisco County, California",1400000US06075013101,4071,357,2912,299,118,113,0,12,798,303,0,12,69,46,174,111,29,34,145,105
"Census Tract 131.02, San Francisco County, California",1400000US06075013102,2823,215,2386,223,9,15,0,12,339,151,11,18,40,37,38,36,0,12,38,36
"Census Tract 132, San Francisco County, California",1400000US06075013200,4796,721,3972,739,94,140,0,12,640,307,0,12,57,89,33,38,0,12,33,38
"Census Tract 133, San Francisco County, California",1400000US06075013300,4497,308,3436,260,86,96,0,12,617,148,13,30,70,58,275,128,11,17,264,134
"Census Tract 134, San Francisco County, California",1400000US06075013400,4026,282,3366,291,53,42,0,12,377,98,26,38,58,64,146,98,0,12,146,98
"Census Tract 135, San Francisco County, California",1400000US06075013500,2580,207,1909,241,66,51,2,5,485,162,5,8,33,29,80,50,10,13,70,46
"Census Tract 151, San Francisco County, California",1400000US06075015100,2175,204,1305,162,0,12,0,12,707,138,0,12,71,54,92,47,11,16,81,45
"Census Tract 152, San Francisco County, California",1400000US06075015200,4300,352,2896,394,286,216,0,12,1002,174,0,12,5,10,111,57,0,12,111,57
"Census Tract 153, San Francisco County, California",1400000US06075015300,2141,196,1507,178,175,120,0,12,315,102,21,32,54,47,69,41,0,12,69,41
"Census Tract 154, San Francisco County, California",1400000US06075015400,6080,403,3882,401,180,88,1,3,1633,372,60,81,57,85,267,150,0,17,267,150
"Census Tract 155, San Francisco County, California",1400000US06075015500,3633,381,2117,362,205,133,0,12,1166,247,0,12,54,81,91,71,0,12,91,71
"Census Tract 156, San Francisco County, California",1400000US06075015600,3323,287,1853,310,48,36,0,12,1156,252,0,12,29,32,237,120,28,31,209,114
"Census Tract 157, San Francisco County, California",1400000US06075015700,8403,683,4755,485,490,189,0,17,2232,363,124,126,306,137,496,185,156,123,340,142
"Census Tract 158.01, San Francisco County, California",1400000US06075015801,3997,481,1627,352,1517,522,0,12,678,197,0,12,81,119,94,64,0,12,94,64
"Census Tract 158.02, San Francisco County, California",1400000US06075015802,3081,302,2067,217,278,153,21,30,352,167,0,12,199,99,164,83,6,11,158,82
"Census Tract 159, San Francisco County, California",1400000US06075015900,4077,313,1652,275,545,163,147,283,1440,277,29,44,201,207,63,69,12,19,51,66
"Census Tract 160, San Francisco County, California",1400000US06075016000,2554,275,1336,203,187,85,0,12,806,233,0,12,60,37,165,97,24,29,141,83
"Census Tract 161, San Francisco County, California",1400000US06075016100,5482,401,1337,292,1819,341,54,108,1752,356,0,17,110,99,410,217,3,6,407,216
"Census Tract 162, San Francisco County, California",1400000US06075016200,2733,232,1899,223,117,65,0,12,445,125,6,12,192,108,74,61,39,59,35,30
"Census Tract 163, San Francisco County, California",1400000US06075016300,4623,930,2574,465,1169,573,0,12,589,181,0,12,65,70,226,111,8,17,218,109
"Census Tract 164, San Francisco County, California",1400000US06075016400,4118,356,2989,360,463,163,9,11,365,122,0,12,61,59,231,97,11,15,220,99
"Census Tract 165, San Francisco County, California",1400000US06075016500,5708,512,3977,414,658,441,11,18,549,240,0,17,301,152,212,112,0,17,212,112
"Census Tract 166, San Francisco County, California",1400000US06075016600,5468,414,4182,406,90,77,17,30,722,286,27,43,72,78,358,181,36,41,322,167
"Census Tract 167, San Francisco County, California",1400000US06075016700,4793,373,4026,354,196,125,9,21,342,111,0,12,62,76,158,106,36,38,122,84
"Census Tract 168.01, San Francisco County, California",1400000US06075016801,3558,426,2411,306,460,293,20,25,407,195,78,105,0,12,182,111,46,43,136,98
"Census Tract 168.02, San Francisco County, California",1400000US06075016802,3011,441,1897,293,216,130,51,39,370,133,11,21,388,265,78,56,0,12,78,56
"Census Tract 169, San Francisco County, California",1400000US06075016900,2987,204,2342,256,141,95,0,12,308,100,0,12,96,101,100,55,0,12,100,55
"Census Tract 170, San Francisco County, California",1400000US06075017000,3825,289,3092,358,87,88,0,12,513,268,21,34,33,46,79,72,0,12,79,72
"Census Tract 171.01, San Francisco County, California",1400000US06075017101,3733,264,3128,250,152,108,27,41,149,75,0,12,68,57,209,143,24,35,185,139
"Census Tract 171.02, San Francisco County, California",1400000US06075017102,3764,247,2997,240,113,94,0,12,261,88,0,12,31,39,362,167,47,54,315,162
"Census Tract 176.01, San Francisco County, California",1400000US06075017601,7208,763,2372,338,977,297,43,53,3259,586,36,42,125,121,396,183,8,18,388,181
"Census Tract 177, San Francisco County, California",1400000US06075017700,1763,191,919,148,48,32,64,88,212,83,0,12,363,177,157,90,0,12,157,90
"Census Tract 178.01, San Francisco County, California",1400000US06075017801,3115,295,875,167,140,85,0,12,2015,256,0,12,60,46,25,57,25,57,0,12
"Census Tract 178.02, San Francisco County, California",1400000US06075017802,4539,513,2017,377,622,240,0,12,1210,260,17,27,493,355,180,107,55,51,125,94
"Census Tract 179.02, San Francisco County, California",1400000US06075017902,3187,485,1191,261,593,233,53,67,545,227,62,59,411,151,332,141,46,44,286,150
"Census Tract 180, San Francisco County, California",1400000US06075018000,3231,405,1527,217,483,163,23,30,658,149,26,41,252,223,262,118,4,7,258,118
"Census Tract 201, San Francisco County, California",1400000US06075020100,5548,603,2574,462,230,108,65,78,1070,281,80,91,1116,498,413,184,128,121,285,149
"Census Tract 202, San Francisco County, California",1400000US06075020200,5925,496,3763,510,351,213,0,17,1092,330,0,17,509,347,210,118,55,56,155,110
"Census Tract 203, San Francisco County, California",1400000US06075020300,3030,219,2197,230,81,70,41,38,368,117,0,12,184,122,159,80,24,36,135,68
"Census Tract 204.01, San Francisco County, California",1400000US06075020401,3139,251,2433,232,118,87,35,40,343,136,0,12,34,55,176,121,7,13,169,116
"Census Tract 204.02, San Francisco County, California",1400000US06075020402,4490,376,3374,342,114,107,0,12,565,156,0,12,282,292,155,132,50,58,105,115
"Census Tract 205, San Francisco County, California",1400000US06075020500,2738,176,2292,184,65,47,14,22,214,91,0,12,78,56,75,48,9,14,66,45
"Census Tract 206, San Francisco County, California",1400000US06075020600,4661,304,3805,299,103,77,12,21,446,150,27,39,98,112,170,103,54,70,116,70
"Census Tract 207, San Francisco County, California",1400000US06075020700,5553,549,3900,544,67,57,29,40,803,219,0,17,375,205,379,320,27,97,352,283
"Census Tract 208, San Francisco County, California",1400000US06075020800,6302,539,3460,523,155,99,64,67,804,244,11,27,1481,560,327,166,51,58,276,155
"Census Tract 209, San Francisco County, California",1400000US06075020900,4774,388,2900,426,68,53,121,135,461,172,0,12,980,275,244,114,105,83,139,82
"Census Tract 210, San Francisco County, California",1400000US06075021000,4564,411,3289,388,23,51,22,51,560,300,0,12,421,248,249,152,0,12,249,152
"Census Tract 211, San Francisco County, California",1400000US06075021100,3984,263,3152,265,62,66,19,21,486,129,0,12,93,99,172,121,0,12,172,121
"Census Tract 212, San Francisco County, California",1400000US06075021200,2851,229,2321,235,30,39,0,12,319,85,0,12,40,42,141,72,38,34,103,58
"Census Tract 213, San Francisco County, California",1400000US06075021300,2661,219,2056,208,0,12,0,12,344,154,0,12,51,53,210,88,7,13,203,86
"Census Tract 214, San Francisco County, California",1400000US06075021400,3697,242,2944,218,14,21,16,24,489,151,42,46,80,61,112,61,20,33,92,52
"Census Tract 215, San Francisco County, California",1400000US06075021500,5181,341,4272,460,156,110,0,17,550,221,22,34,45,52,136,129,0,17,136,129
"Census Tract 216, San Francisco County, California",1400000US06075021600,4395,482,2582,325,388,165,58,63,904,169,0,12,321,423,142,116,0,12,142,116
"Census Tract 217, San Francisco County, California",1400000US06075021700,3975,294,2343,220,398,156,9,13,787,168,0,12,266,134,172,100,12,19,160,99
"Census Tract 218, San Francisco County, California",1400000US06075021800,4144,241,3282,253,122,65,11,18,336,95,0,12,169,116,224,99,0,12,224,99
"Census Tract 226, San Francisco County, California",1400000US06075022600,1889,176,1260,195,185,100,0,12,352,107,0,12,6,8,86,37,7,10,79,35
"Census Tract 227.02, San Francisco County, California",1400000US06075022702,2342,148,1748,182,72,63,0,12,332,114,0,12,37,27,153,69,0,12,153,69
"Census Tract 227.04, San Francisco County, California",1400000US06075022704,3250,230,2360,227,36,39,8,13,615,145,0,12,70,51,161,74,0,12,161,74
"Census Tract 228.01, San Francisco County, California",1400000US06075022801,5252,456,2954,482,190,147,0,17,839,196,27,39,1044,331,198,124,0,17,198,124
"Census Tract 228.02, San Francisco County, California",1400000US06075022802,2355,324,1423,336,94,67,8,12,310,117,0,12,415,162,105,65,3,8,102,63
"Census Tract 228.03, San Francisco County, California",1400000US06075022803,4832,404,2896,421,144,107,25,38,541,120,0,12,1089,346,137,89,21,23,116,87
"Census Tract 229.01, San Francisco County, California",1400000US06075022901,5347,544,2808,625,158,163,26,27,414,157,0,17,1730,611,211,97,86,77,125,55
"Census Tract 229.02, San Francisco County, California",1400000US06075022902,2547,206,1715,224,141,84,0,12,159,93,21,30,346,149,165,97,66,85,99,53
"Census Tract 229.03, San Francisco County, California",1400000US06075022903,3111,352,1529,258,104,98,6,12,322,136,0,12,846,299,304,174,145,157,159,107
"Census Tract 230.01, San Francisco County, California",1400000US06075023001,5080,563,612,174,613,144,11,18,3672,553,0,17,55,65,117,62,0,17,117,62
"Census Tract 230.03, San Francisco County, California",1400000US06075023003,4387,451,843,184,1347,435,11,21,1857,282,0,12,139,129,190,126,107,100,83,72
"Census Tract 231.02, San Francisco County, California",1400000US06075023102,4667,449,542,212,2611,528,0,12,742,280,272,213,255,237,245,152,45,70,200,138
"Census Tract 231.03, San Francisco County, California",1400000US06075023103,2922,372,259,193,1410,251,0,12,134,129,414,177,338,331,367,185,108,120,259,134
"Census Tract 232, San Francisco County, California",1400000US06075023200,4355,524,1146,378,1907,335,0,12,449,143,39,49,560,436,254,194,9,19,245,194
"Census Tract 233, San Francisco County, California",1400000US06075023300,3218,329,483,115,235,94,0,12,2217,325,0,12,252,192,31,35,0,12,31,35
"Census Tract 234, San Francisco County, California",1400000US06075023400,2976,449,423,217,625,181,53,55,747,189,180,118,665,374,283,215,90,101,193,190
"Census Tract 251, San Francisco County, California",1400000US06075025100,3422,242,2245,233,287,176,7,11,548,205,0,12,171,76,164,96,53,65,111,70
"Census Tract 252, San Francisco County, California",1400000US06075025200,5948,646,4059,603,85,62,4,9,732,222,20,32,587,742,461,221,146,124,315,155
"Census Tract 253, San Francisco County, California",1400000US06075025300,4574,267,2832,262,111,71,46,52,558,111,0,12,756,267,271,95,8,14,263,91
"Census Tract 254.01, San Francisco County, California",1400000US06075025401,3309,384,1838,352,224,161,10,16,317,88,0,12,786,384,134,72,49,39,85,62
"Census Tract 254.02, San Francisco County, California",1400000US06075025402,3080,271,1975,255,75,65,0,12,721,248,0,12,26,30,283,154,0,12,283,154
"Census Tract 254.03, San Francisco County, California",1400000US06075025403,5154,444,2196,491,461,139,31,41,1195,217,0,17,1027,408,244,123,38,59,206,105
"Census Tract 255, San Francisco County, California",1400000US06075025500,9303,768,3265,760,91,83,0,17,3667,848,0,17,2033,760,247,118,44,50,203,108
"Census Tract 256, San Francisco County, California",1400000US06075025600,5648,439,1466,284,169,89,74,102,3247,377,0,17,507,258,185,102,36,36,149,89
"Census Tract 257.01, San Francisco County, California",1400000US06075025701,5074,515,1060,374,228,121,17,30,2886,399,7,11,797,314,79,62,28,41,51,42
"Census Tract 257.02, San Francisco County, California",1400000US06075025702,4911,703,688,341,114,145,9,15,3145,549,0,12,953,498,2,6,0,12,2,6
"Census Tract 258, San Francisco County, California",1400000US06075025800,2035,196,393,166,120,63,28,43,1137,180,0,12,266,115,91,64,9,11,82,64
"Census Tract 259, San Francisco County, California",1400000US06075025900,4249,313,1399,321,275,118,9,14,2061,248,0,12,313,232,192,159,118,135,74,85
"Census Tract 260.01, San Francisco County, California",1400000US06075026001,5751,585,1643,452,196,130,17,31,2135,368,72,116,1294,496,394,177,19,29,375,175
"Census Tract 260.02, San Francisco County, California",1400000US06075026002,3497,290,1255,271,168,89,12,16,1199,187,0,12,787,242,76,62,0,12,76,62
"Census Tract 260.03, San Francisco County, California",1400000US06075026003,4976,582,1606,410,64,56,79,85,2165,536,2,5,936,356,124,90,43,55,81,70
"Census Tract 260.04, San Francisco County, California",1400000US06075026004,5015,515,1847,517,78,54,56,87,2442,336,0,17,281,186,311,167,132,102,179,134
"Census Tract 261, San Francisco County, California",1400000US06075026100,6934,568,1288,458,128,71,30,34,3974,416,40,48,1034,358,440,244,35,35,405,241
"Census Tract 262, San Francisco County, California",1400000US06075026200,7746,464,1441,329,90,61,69,52,4914,481,0,17,1050,356,182,185,29,37,153,187
"Census Tract 263.01, San Francisco County, California",1400000US06075026301,4750,404,1256,290,53,42,42,49,2700,422,23,32,536,335,140,120,18,26,122,118
"Census Tract 263.02, San Francisco County, California",1400000US06075026302,4785,337,1156,314,113,62,0,12,2727,331,0,12,697,194,92,71,0,12,92,71
"Census Tract 263.03, San Francisco County, California",1400000US06075026303,5218,506,993,260,102,109,4,9,2974,497,0,17,1020,332,125,137,19,31,106,130
"Census Tract 264.01, San Francisco County, California",1400000US06075026401,3937,336,298,137,425,228,0,12,2765,370,28,36,235,144,186,127,107,111,79,73
"Census Tract 264.02, San Francisco County, California",1400000US06075026402,4407,424,505,189,671,279,0,12,2510,418,0,12,528,308,193,96,39,42,154,91
"Census Tract 264.03, San Francisco County, California",1400000US06075026403,3655,340,348,214,77,54,7,14,2609,354,0,12,431,208,183,140,76,67,107,123
"Census Tract 264.04, San Francisco County, California",1400000US06075026404,2377,275,339,214,498,174,2,5,1219,236,99,149,176,84,44,39,6,10,38,37
"Census Tract 301.01, San Francisco County, California",1400000US06075030101,4895,342,3235,307,135,88,47,74,1004,239,0,12,265,152,209,110,0,12,209,110
"Census Tract 301.02, San Francisco County, California",1400000US06075030102,5095,334,3567,328,110,66,22,33,1026,226,0,17,253,190,117,62,8,9,109,60
"Census Tract 302.01, San Francisco County, California",1400000US06075030201,4233,270,2576,260,23,29,0,12,1230,167,0,12,96,70,308,123,17,27,291,122
"Census Tract 302.02, San Francisco County, California",1400000US06075030202,4467,415,2850,449,97,76,0,12,1003,313,0,12,132,140,385,242,14,22,371,241
"Census Tract 303.01, San Francisco County, California",1400000US06075030301,6101,557,2840,307,175,125,0,17,2634,551,0,17,140,117,312,147,92,74,220,131
"Census Tract 303.02, San Francisco County, California",1400000US06075030302,4171,342,1886,222,23,30,0,12,2009,292,0,12,98,68,155,88,0,12,155,88
"Census Tract 304, San Francisco County, California",1400000US06075030400,5373,295,2668,344,128,115,4,7,2175,312,0,17,140,101,258,133,0,17,258,133
"Census Tract 305, San Francisco County, California",1400000US06075030500,2820,272,1658,158,200,106,16,19,577,138,17,19,98,69,254,122,32,34,222,115
"Census Tract 306, San Francisco County, California",1400000US06075030600,2243,168,1338,128,31,24,0,12,639,136,0,12,53,44,182,90,0,12,182,90
"Census Tract 307, San Francisco County, California",1400000US06075030700,6952,433,4169,394,109,94,20,32,1956,311,0,17,258,246,440,215,18,30,422,210
"Census Tract 308, San Francisco County, California",1400000US06075030800,5681,449,3369,368,182,138,0,17,1713,406,39,45,85,129,293,151,0,17,293,151
"Census Tract 309, San Francisco County, California",1400000US06075030900,6788,491,3264,293,149,105,0,17,2969,387,42,59,166,121,198,104,0,17,198,104
"Census Tract 310, San Francisco County, California",1400000US06075031000,3674,245,1916,246,105,68,4,7,1214,134,0,12,226,157,209,121,82,109,127,66
"Census Tract 311, San Francisco County, California",1400000US06075031100,6616,654,3569,486,518,505,0,17,1908,305,0,17,252,142,369,187,63,73,306,178
"Census Tract 312.01, San Francisco County, California",1400000US06075031201,7110,634,1421,349,468,146,36,44,4406,653,0,17,462,252,317,123,63,62,254,119
"Census Tract 312.02, San Francisco County, California",1400000US06075031202,3213,287,536,175,572,244,31,26,1597,265,85,74,270,110,122,95,0,12,122,95
"Census Tract 313.01, San Francisco County, California",1400000US06075031301,4594,454,951,189,1032,342,114,129,2101,330,0,12,34,30,362,184,50,56,312,170
"Census Tract 313.02, San Francisco County, California",1400000US06075031302,6376,603,1485,375,786,296,0,17,3220,500,0,17,608,418,277,163,69,104,208,131
"Census Tract 314, San Francisco County, California",1400000US06075031400,6968,785,1600,831,965,181,10,16,3463,393,12,18,787,211,131,97,18,24,113,92
"Census Tract 326.01, San Francisco County, California",1400000US06075032601,4638,333,1836,203,26,25,0,12,2381,324,0,12,46,37,349,140,0,12,349,140
"Census Tract 326.02, San Francisco County, California",1400000US06075032602,4523,344,1631,297,22,23,3,6,2471,330,0,12,123,120,273,145,9,15,264,145
"Census Tract 327, San Francisco County, California",1400000US06075032700,6950,634,2461,407,2,5,0,17,4006,578,0,17,186,123,295,146,38,44,257,147
"Census Tract 328.01, San Francisco County, California",1400000US06075032801,4171,396,1209,315,34,34,6,13,2679,402,0,12,141,169,102,72,0,12,102,72
"Census Tract 328.02, San Francisco County, California",1400000US06075032802,4060,497,837,198,0,12,9,15,2984,384,8,15,98,76,124,87,9,14,115,81
"Census Tract 329.01, San Francisco County, California",1400000US06075032901,5608,371,1741,243,48,51,0,17,3341,342,15,24,86,80,377,162,0,17,377,162
"Census Tract 329.02, San Francisco County, California",1400000US06075032902,4264,439,999,303,55,58,0,12,2972,344,0,12,10,17,228,141,0,12,228,141
"Census Tract 330, San Francisco County, California",1400000US06075033000,8227,839,3343,564,56,76,37,55,4530,699,0,17,101,67,160,106,21,37,139,105
"Census Tract 331, San Francisco County, California",1400000US06075033100,4630,381,1572,377,35,52,0,12,2979,509,0,12,1,2,43,29,10,16,33,30
"Census Tract 332.01, San Francisco County, California",1400000US06075033201,3967,382,2070,293,298,123,0,12,786,153,24,45,437,124,352,139,12,22,340,138
"Census Tract 332.03, San Francisco County, California",1400000US06075033203,3935,549,1922,479,223,147,0,12,1352,328,0,12,211,135,227,116,63,66,164,93
"Census Tract 332.04, San Francisco County, California",1400000US06075033204,3933,346,1649,298,325,146,35,60,1349,335,0,12,374,194,201,115,0,12,201,115
"Census Tract 351, San Francisco County, California",1400000US06075035100,8691,576,3142,371,102,76,17,24,4895,501,2,4,56,70,477,264,139,185,338,229
"Census Tract 352.01, San Francisco County, California",1400000US06075035201,5775,464,2221,342,1,2,2,4,3171,411,8,15,84,61,288,118,34,31,254,118
"Census Tract 352.02, San Francisco County, California",1400000US06075035202,4571,252,2041,237,26,27,0,12,1925,293,59,49,284,162,236,125,23,35,213,120
"Census Tract 353, San Francisco County, California",1400000US06075035300,7395,497,1882,298,75,114,14,26,4864,656,14,22,208,157,338,268,101,84,237,229
"Census Tract 354, San Francisco County, California",1400000US06075035400,7022,599,2507,420,187,150,0,17,3758,558,0,17,172,143,398,239,196,150,202,149
"Census Tract 401, San Francisco County, California",1400000US06075040100,4491,374,2753,329,51,47,0,12,1509,235,13,21,39,29,126,65,0,12,126,65
"Census Tract 402, San Francisco County, California",1400000US06075040200,5711,413,2885,350,145,112,0,17,2133,356,0,17,190,94,358,187,68,70,290,176
"Census Tract 426.01, San Francisco County, California",1400000US06075042601,4027,523,1995,310,122,128,0,12,1532,271,0,12,273,371,105,70,41,46,64,52
"Census Tract 426.02, San Francisco County, California",1400000US06075042602,3375,297,1675,240,64,65,28,46,999,216,253,279,162,161,194,86,15,22,179,81
"Census Tract 427, San Francisco County, California",1400000US06075042700,5049,423,2366,368,180,134,0,17,2109,293,24,38,177,152,193,133,52,55,141,113
"Census Tract 428, San Francisco County, California",1400000US06075042800,2491,174,1757,213,13,18,0,12,580,181,0,12,15,20,126,65,0,12,126,65
"Census Tract 451, San Francisco County, California",1400000US06075045100,4964,495,2598,533,240,186,11,17,1902,351,29,42,46,56,138,104,35,57,103,90
"Census Tract 452, San Francisco County, California",1400000US06075045200,7259,580,4054,630,17,25,7,12,2639,586,21,34,74,69,447,202,14,23,433,209
"Census Tract 476, San Francisco County, California",1400000US06075047600,5451,484,2397,298,39,43,1,2,2613,329,38,60,83,134,280,212,0,17,280,212
"Census Tract 477.01, San Francisco County, California",1400000US06075047701,4259,362,1688,173,30,28,0,12,2240,320,54,84,40,54,207,109,0,12,207,109
"Census Tract 477.02, San Francisco County, California",1400000US06075047702,4121,318,1670,190,68,81,4,7,2191,239,0,12,61,43,127,80,0,12,127,80
"Census Tract 478.01, San Francisco County, California",1400000US06075047801,4186,348,1780,258,71,54,7,11,1962,306,0,12,53,58,313,149,0,12,313,149
"Census Tract 478.02, San Francisco County, California",1400000US06075047802,4065,414,1330,250,0,12,34,54,2329,450,0,12,105,80,267,128,0,12,267,128
"Census Tract 479.01, San Francisco County, California",1400000US06075047901,6865,578,3303,380,190,135,0,17,2868,466,0,17,0,17,504,307,0,17,504,307
"Census Tract 479.02, San Francisco County, California",1400000US06075047902,3722,329,1784,217,44,50,0,12,1487,185,0,12,75,59,332,141,28,37,304,132
"Census Tract 601, San Francisco County, California",1400000US06075060100,3681,291,3222,344,0,12,0,12,310,183,0,12,13,20,136,84,0,12,136,84
"Census Tract 604, San Francisco County, California",1400000US06075060400,1634,182,1004,176,66,43,0,12,349,164,0,12,98,71,117,68,0,12,117,68
"Census Tract 605.02, San Francisco County, California",1400000US06075060502,3417,356,440,211,653,176,56,75,1011,232,476,204,618,240,163,96,21,23,142,92
"Census Tract 607, San Francisco County, California",1400000US06075060700,9979,772,4230,687,509,331,0,17,4382,558,0,17,619,367,239,185,7,10,232,183
"Census Tract 610, San Francisco County, California",1400000US06075061000,4587,497,859,250,419,166,19,31,2226,340,34,49,383,287,647,362,196,150,451,329
"Census Tract 611, San Francisco County, California",1400000US06075061100,4527,432,168,89,29,34,15,24,4134,425,0,12,154,238,27,27,14,17,13,15
