Geographic Area Name,id,Estimate  Total,Margin of Error  Total,Estimate  Total  White alone,Margin of Error  Total  White alone,Estimate  Total  Black or African American alone,Margin of Error  Total  Black or African American alone,Estimate  Total  American Indian and Alaska Native alone,Margin of Error  Total  American Indian and Alaska Native alone,Estimate  Total  Asian alone,Margin of Error  Total  Asian alone,Estimate  Total  Native Hawaiian and Other Pacific Islander alone,Margin of Error  Total  Native Hawaiian and Other Pacific Islander alone,Estimate  Total  Some other race alone,Margin of Error  Total  Some other race alone,Estimate  Total  Two or more races,Margin of Error  Total  Two or more races,Estimate  Total  Two or more races  Two races including Some other race,Margin of Error  Total  Two or more races  Two races including Some other race,"Estimate  Total  Two or more races  Two races excluding Some other race, and three or more races","Margin of Error  Total  Two or more races  Two races excluding Some other race, and three or more races"
"Census Tract 354, San Francisco County, California",1400000US06075035400,6473,614,2124,327,183,142,0,17,3724,609,0,17,301,271,141,127,9,15,132,125
"Census Tract 401, San Francisco County, California",1400000US06075040100,4525,359,2663,290,40,34,0,12,1602,231,24,36,55,40,141,81,0,12,141,81
"Census Tract 402, San Francisco County, California",1400000US06075040200,5563,417,2947,426,98,80,0,17,1987,339,0,17,208,105,323,141,69,71,254,111
"Census Tract 426.01, San Francisco County, California",1400000US06075042601,4175,460,2098,225,111,104,6,11,1493,215,0,12,299,379,168,91,48,57,120,71
"Census Tract 426.02, San Francisco County, California",1400000US06075042602,3090,237,1816,195,28,32,0,12,1013,146,0,12,54,46,179,73,12,19,167,71
"Census Tract 427, San Francisco County, California",1400000US06075042700,4897,405,2204,333,139,111,0,12,2200,314,26,39,97,85,231,126,82,59,149,106
"Census Tract 428, San Francisco County, California",1400000US06075042800,2456,173,1870,185,14,19,0,12,423,101,0,12,5,9,144,61,0,12,144,61
"Census Tract 451, San Francisco County, California",1400000US06075045100,5093,486,2603,513,151,162,8,14,1871,329,37,54,293,309,130,93,45,71,85,61
"Census Tract 452, San Francisco County, California",1400000US06075045200,7322,590,3902,573,55,69,12,20,2643,684,29,45,80,71,601,273,16,25,585,279
"Census Tract 476, San Francisco County, California",1400000US06075047600,5647,337,2480,261,73,68,1,2,2862,304,45,71,0,17,186,101,0,17,186,101
"Census Tract 477.01, San Francisco County, California",1400000US06075047701,4322,369,1793,176,10,15,0,12,2206,301,56,90,41,43,216,100,0,12,216,100
"Census Tract 477.02, San Francisco County, California",1400000US06075047702,4218,269,1748,152,76,88,0,12,2168,234,0,12,66,44,160,92,0,12,160,92
"Census Tract 478.01, San Francisco County, California",1400000US06075047801,4023,362,1329,240,55,44,10,16,2213,395,0,12,52,56,364,129,0,12,364,129
"Census Tract 478.02, San Francisco County, California",1400000US06075047802,3937,345,1437,269,0,12,28,44,2137,371,10,17,112,79,213,119,0,12,213,119
"Census Tract 479.01, San Francisco County, California",1400000US06075047901,6860,654,3282,373,184,130,0,17,2961,534,0,17,0,17,433,280,0,17,433,280
"Census Tract 479.02, San Francisco County, California",1400000US06075047902,3701,335,1772,219,39,41,0,12,1414,195,0,12,77,62,399,196,9,16,390,197
"Census Tract 601, San Francisco County, California",1400000US06075060100,3828,321,3351,361,10,17,0,12,223,114,0,12,117,161,127,100,0,12,127,100
"Census Tract 604, San Francisco County, California",1400000US06075060400,1662,185,1045,198,63,46,0,12,369,166,0,12,81,67,104,57,0,12,104,57
"Census Tract 605.02, San Francisco County, California",1400000US06075060502,3430,292,431,201,681,179,44,67,1184,266,109,80,875,266,106,76,15,13,91,73
"Census Tract 607, San Francisco County, California",1400000US06075060700,10529,834,4393,766,728,359,71,113,4282,588,0,19,645,392,410,226,70,97,340,215
"Census Tract 610, San Francisco County, California",1400000US06075061000,4730,371,843,192,711,219,12,19,2444,323,0,12,260,257,460,239,170,161,290,148
"Census Tract 611, San Francisco County, California",1400000US06075061100,4686,379,178,86,27,32,18,32,4271,426,0,12,160,244,32,31,16,17,16,18
"Census Tract 612, San Francisco County, California",1400000US06075061200,4249,486,840,265,790,231,78,113,1141,211,8,20,1289,418,103,88,1,3,102,87
"Census Tract 614, San Francisco County, California",1400000US06075061400,6035,547,3263,431,566,412,15,25,932,256,65,103,661,657,533,257,0,17,533,257
"Census Tract 615, San Francisco County, California",1400000US06075061500,13057,1177,7187,999,162,136,33,46,4797,690,4,11,282,248,592,327,266,204,326,214
"Census Tract 9802, San Francisco County, California",1400000US06075980200,320,112,179,85,32,41,0,12,87,41,0,12,16,24,6,12,0,12,6,12
"Census Tract 101, San Francisco County, California",1400000US06075010100,4000,305,2064,334,151,153,0,12,1416,232,0,12,226,169,143,112,80,93,63,73
"Census Tract 102, San Francisco County, California",1400000US06075010200,4300,442,3551,378,0,12,0,12,479,152,10,18,78,95,182,114,0,12,182,114
"Census Tract 103, San Francisco County, California",1400000US06075010300,4341,426,2673,395,0,12,0,12,1454,367,0,12,117,130,97,70,0,12,97,70
"Census Tract 104, San Francisco County, California",1400000US06075010400,5028,577,3111,437,0,17,5,9,1413,341,0,17,69,104,430,198,166,145,264,137
"Census Tract 105, San Francisco County, California",1400000US06075010500,2684,263,1473,223,145,178,0,12,732,270,25,39,46,55,263,173,29,39,234,164
"Census Tract 106, San Francisco County, California",1400000US06075010600,3567,312,1260,194,58,63,0,12,2150,302,0,12,60,58,39,25,0,12,39,25
"Census Tract 107, San Francisco County, California",1400000US06075010700,5509,474,1127,328,0,17,21,31,4141,402,0,17,181,205,39,65,39,65,0,17
"Census Tract 108, San Francisco County, California",1400000US06075010800,4514,368,2210,303,0,12,0,12,2004,272,0,12,133,137,167,88,18,31,149,88
"Census Tract 109, San Francisco County, California",1400000US06075010900,4447,328,3198,269,75,67,0,12,1050,245,0,12,79,79,45,51,0,12,45,51
"Census Tract 110, San Francisco County, California",1400000US06075011000,4742,540,2492,304,73,55,0,12,1924,351,0,12,116,141,137,141,15,25,122,137
"Census Tract 111, San Francisco County, California",1400000US06075011100,5081,397,3129,488,235,155,0,17,1403,368,0,17,130,98,184,110,33,38,151,108
"Census Tract 112, San Francisco County, California",1400000US06075011200,3335,232,1992,227,110,76,5,8,1084,155,1,2,10,15,133,75,8,14,125,76
"Census Tract 113, San Francisco County, California",1400000US06075011300,3061,235,654,162,66,73,15,25,2228,264,0,12,0,12,98,68,9,15,89,66
"Census Tract 117, San Francisco County, California",1400000US06075011700,1716,208,701,142,73,41,0,12,721,170,0,12,169,112,52,35,21,26,31,26
"Census Tract 118, San Francisco County, California",1400000US06075011800,1562,178,188,86,1,5,8,11,1301,153,0,12,47,74,17,14,0,12,17,14
"Census Tract 119.01, San Francisco County, California",1400000US06075011901,2570,171,1562,143,33,37,27,40,759,126,0,12,94,65,95,49,20,26,75,42
"Census Tract 119.02, San Francisco County, California",1400000US06075011902,2839,281,1559,193,51,43,0,12,937,167,0,12,196,143,96,50,22,19,74,49
"Census Tract 120, San Francisco County, California",1400000US06075012000,3962,382,1896,322,216,124,0,12,1332,378,0,12,197,166,321,166,38,42,283,158
"Census Tract 121, San Francisco County, California",1400000US06075012100,3908,298,2264,295,117,74,27,31,1098,240,0,12,171,88,231,132,43,38,188,126
"Census Tract 122.01, San Francisco County, California",1400000US06075012201,4728,391,2139,368,474,193,0,12,1065,348,0,12,743,430,307,202,127,156,180,111
"Census Tract 122.02, San Francisco County, California",1400000US06075012202,3271,597,1570,520,355,151,42,41,734,234,12,26,417,400,141,141,14,20,127,139
"Census Tract 123.01, San Francisco County, California",1400000US06075012301,2189,326,1064,330,242,152,36,38,597,150,0,12,176,131,74,71,0,12,74,71
"Census Tract 123.02, San Francisco County, California",1400000US06075012302,2529,213,1241,166,130,77,0,12,888,189,0,12,150,114,120,63,19,24,101,57
"Census Tract 124.01, San Francisco County, California",1400000US06075012401,4593,482,1981,402,430,209,23,31,1271,352,44,50,642,294,202,115,88,101,114,70
"Census Tract 124.02, San Francisco County, California",1400000US06075012402,3668,368,1806,385,260,103,4,11,1058,280,64,85,395,332,81,52,14,18,67,49
"Census Tract 125.01, San Francisco County, California",1400000US06075012501,3660,332,1349,282,495,188,11,16,1456,257,0,12,296,178,53,64,16,28,37,37
"Census Tract 125.02, San Francisco County, California",1400000US06075012502,3585,451,1089,328,406,198,50,52,1627,365,0,12,266,212,147,116,0,12,147,116
"Census Tract 126.01, San Francisco County, California",1400000US06075012601,2408,215,2091,233,41,47,0,12,197,98,0,12,0,12,79,81,13,20,66,79
"Census Tract 126.02, San Francisco County, California",1400000US06075012602,2900,250,2405,273,14,22,0,12,376,120,0,12,22,36,83,55,0,12,83,55
"Census Tract 127, San Francisco County, California",1400000US06075012700,3860,346,3242,341,39,70,0,12,297,109,21,34,0,12,261,206,0,12,261,206
"Census Tract 128, San Francisco County, California",1400000US06075012800,4783,413,4092,351,56,85,1,2,360,127,0,12,43,41,231,146,21,37,210,133
"Census Tract 129.01, San Francisco County, California",1400000US06075012901,2731,230,2300,226,0,12,24,28,261,106,0,12,0,12,146,82,0,12,146,82
"Census Tract 129.02, San Francisco County, California",1400000US06075012902,3638,341,2832,375,89,80,0,12,530,144,0,12,70,74,117,81,0,12,117,81
"Census Tract 130, San Francisco County, California",1400000US06075013000,4788,351,3956,359,0,12,28,33,555,158,0,12,95,80,154,118,15,24,139,115
"Census Tract 131.01, San Francisco County, California",1400000US06075013101,4072,309,3098,301,121,111,0,12,563,226,0,12,69,54,221,123,31,35,190,122
"Census Tract 131.02, San Francisco County, California",1400000US06075013102,2913,199,2345,206,21,22,0,12,425,162,13,21,37,32,72,45,0,12,72,45
"Census Tract 132, San Francisco County, California",1400000US06075013200,3877,251,2917,307,18,28,0,12,772,242,0,12,112,120,58,53,0,12,58,53
"Census Tract 133, San Francisco County, California",1400000US06075013300,4561,305,3408,226,114,114,0,12,665,139,13,31,76,70,285,164,11,16,274,164
"Census Tract 134, San Francisco County, California",1400000US06075013400,4000,301,3091,279,48,40,0,12,643,309,22,35,62,64,134,84,0,12,134,84
"Census Tract 135, San Francisco County, California",1400000US06075013500,2704,203,1963,265,91,60,13,18,510,200,0,12,38,27,89,62,12,16,77,60
"Census Tract 151, San Francisco County, California",1400000US06075015100,2178,206,1358,152,2,5,0,12,697,141,0,12,72,57,49,34,3,9,46,32
"Census Tract 152, San Francisco County, California",1400000US06075015200,4267,340,2795,366,286,176,0,12,1078,230,0,12,21,23,87,51,0,12,87,51
"Census Tract 153, San Francisco County, California",1400000US06075015300,2234,206,1554,186,170,104,0,12,371,118,21,31,47,37,71,38,0,12,71,38
"Census Tract 154, San Francisco County, California",1400000US06075015400,6161,360,3989,379,129,82,1,3,1605,421,89,119,52,80,296,164,0,17,296,164
"Census Tract 155, San Francisco County, California",1400000US06075015500,3651,357,2078,375,111,104,0,12,1283,252,0,12,61,94,118,77,0,12,118,77
"Census Tract 156, San Francisco County, California",1400000US06075015600,3274,245,1844,235,28,26,0,12,1183,201,0,12,22,27,197,96,14,24,183,94
"Census Tract 157, San Francisco County, California",1400000US06075015700,8910,640,5246,430,351,181,0,17,2336,393,104,127,345,120,528,187,147,115,381,136
"Census Tract 158.01, San Francisco County, California",1400000US06075015801,4121,390,1592,257,1518,412,0,12,630,189,0,12,79,110,302,271,0,12,302,271
"Census Tract 158.02, San Francisco County, California",1400000US06075015802,3321,329,2234,257,233,111,17,25,476,244,10,17,196,117,155,121,6,10,149,123
"Census Tract 159, San Francisco County, California",1400000US06075015900,4332,513,1641,228,505,195,148,257,1826,429,25,37,142,205,45,63,0,12,45,63
"Census Tract 160, San Francisco County, California",1400000US06075016000,2769,245,1333,201,206,92,0,12,1007,240,0,12,72,48,151,91,25,23,126,87
"Census Tract 161, San Francisco County, California",1400000US06075016100,5498,463,1367,344,2165,446,0,17,1435,424,0,17,153,123,378,231,2,5,376,231
"Census Tract 162, San Francisco County, California",1400000US06075016200,2937,238,2027,238,147,81,0,12,512,151,6,13,158,115,87,74,52,66,35,28
"Census Tract 163, San Francisco County, California",1400000US06075016300,4469,542,2668,323,655,157,0,12,675,190,0,12,141,143,330,145,48,66,282,135
"Census Tract 164, San Francisco County, California",1400000US06075016400,4320,435,3045,335,460,188,10,11,460,166,0,12,65,80,280,128,17,20,263,126
"Census Tract 165, San Francisco County, California",1400000US06075016500,5890,497,4146,428,657,440,11,18,540,239,0,17,370,294,166,102,0,17,166,102
"Census Tract 166, San Francisco County, California",1400000US06075016600,5613,506,4207,521,107,82,14,22,805,338,21,32,89,94,370,183,18,29,352,183
"Census Tract 167, San Francisco County, California",1400000US06075016700,4863,324,3962,334,255,120,0,12,335,126,0,12,86,90,225,122,45,44,180,96
"Census Tract 168.01, San Francisco County, California",1400000US06075016801,3232,257,2565,233,213,103,0,12,268,126,0,12,10,16,176,89,26,28,150,86
"Census Tract 168.02, San Francisco County, California",1400000US06075016802,3293,330,1937,256,172,98,75,61,656,161,10,16,402,242,41,35,0,12,41,35
"Census Tract 169, San Francisco County, California",1400000US06075016900,2907,251,2244,238,157,96,0,12,339,80,12,18,25,26,130,57,0,12,130,57
"Census Tract 170, San Francisco County, California",1400000US06075017000,3959,236,3265,258,41,61,0,12,494,175,21,33,0,12,138,87,0,12,138,87
"Census Tract 171.01, San Francisco County, California",1400000US06075017101,3814,284,3169,238,167,96,35,52,166,67,0,12,54,54,223,125,20,28,203,123
"Census Tract 171.02, San Francisco County, California",1400000US06075017102,3760,284,3073,245,64,51,0,12,309,76,0,12,62,47,252,113,49,61,203,93
"Census Tract 176.01, San Francisco County, California",1400000US06075017601,7834,768,2698,496,806,268,0,17,3410,575,0,17,434,247,486,286,8,17,478,286
"Census Tract 177, San Francisco County, California",1400000US06075017700,1791,234,779,116,41,28,98,114,260,96,0,12,447,266,166,113,0,12,166,113
"Census Tract 178.01, San Francisco County, California",1400000US06075017801,3209,263,1015,199,136,66,0,12,2003,293,0,12,55,53,0,12,0,12,0,12
"Census Tract 178.02, San Francisco County, California",1400000US06075017802,4856,458,2089,340,684,272,0,12,1284,185,16,26,538,369,245,116,78,69,167,91
"Census Tract 179.02, San Francisco County, California",1400000US06075017902,3090,470,1040,222,633,209,54,75,461,184,61,59,482,156,359,133,39,42,320,131
"Census Tract 180, San Francisco County, California",1400000US06075018000,3279,590,1485,227,520,259,25,22,804,250,18,30,136,87,291,142,7,10,284,141
"Census Tract 201, San Francisco County, California",1400000US06075020100,5959,548,2867,651,272,148,143,166,958,233,81,94,1269,607,369,180,143,124,226,132
"Census Tract 202, San Francisco County, California",1400000US06075020200,6013,555,4034,540,227,162,16,26,984,283,0,17,457,273,295,142,52,42,243,137
"Census Tract 203, San Francisco County, California",1400000US06075020300,3161,241,2255,249,67,54,17,30,440,131,0,12,220,116,162,77,31,33,131,69
"Census Tract 204.01, San Francisco County, California",1400000US06075020401,3118,244,2319,230,91,67,38,45,447,107,0,12,33,36,190,92,12,18,178,84
"Census Tract 204.02, San Francisco County, California",1400000US06075020402,4461,357,3175,342,87,71,0,12,658,227,0,12,332,275,209,151,53,54,156,126
"Census Tract 205, San Francisco County, California",1400000US06075020500,2890,192,2445,190,59,52,9,17,215,86,0,12,67,55,95,56,10,16,85,54
"Census Tract 206, San Francisco County, California",1400000US06075020600,5052,368,3881,382,133,102,18,29,591,158,60,91,82,76,287,147,22,38,265,141
"Census Tract 207, San Francisco County, California",1400000US06075020700,5169,582,3548,460,68,58,27,40,810,202,0,17,418,220,298,171,42,112,256,126
"Census Tract 208, San Francisco County, California",1400000US06075020800,6292,492,3423,496,180,114,89,87,1005,223,11,27,1248,449,336,164,45,53,291,146
"Census Tract 209, San Francisco County, California",1400000US06075020900,4927,345,2775,357,69,43,149,156,689,191,0,12,1057,292,188,87,103,72,85,63
"Census Tract 210, San Francisco County, California",1400000US06075021000,4618,411,3111,353,118,117,20,47,510,260,0,12,430,272,429,230,10,17,419,229
"Census Tract 211, San Francisco County, California",1400000US06075021100,4180,271,3242,284,57,64,17,21,537,144,0,12,131,128,196,126,0,12,196,126
"Census Tract 212, San Francisco County, California",1400000US06075021200,3098,247,2465,254,34,46,1,2,300,91,0,12,27,28,271,214,10,15,261,214
"Census Tract 213, San Francisco County, California",1400000US06075021300,2714,203,2047,214,0,12,0,12,382,177,0,12,63,57,222,104,8,14,214,103
"Census Tract 214, San Francisco County, California",1400000US06075021400,3736,269,2855,251,24,27,35,33,590,141,40,37,95,61,97,64,31,44,66,47
"Census Tract 215, San Francisco County, California",1400000US06075021500,4920,313,3965,456,152,99,14,22,568,232,22,35,100,99,99,94,0,12,99,94
"Census Tract 216, San Francisco County, California",1400000US06075021600,4551,439,2725,315,319,157,65,78,763,158,0,12,386,424,293,146,31,47,262,147
"Census Tract 217, San Francisco County, California",1400000US06075021700,4094,298,2490,229,363,146,8,12,794,150,0,12,305,139,134,75,30,35,104,70
"Census Tract 218, San Francisco County, California",1400000US06075021800,4112,229,3217,222,120,76,18,27,418,121,0,12,155,101,184,102,0,12,184,102
"Census Tract 226, San Francisco County, California",1400000US06075022600,2082,166,1367,171,172,121,0,12,407,102,0,12,5,7,131,56,7,10,124,57
"Census Tract 227.02, San Francisco County, California",1400000US06075022702,2239,153,1706,160,59,55,0,12,319,101,0,12,61,40,94,58,0,12,94,58
"Census Tract 227.04, San Francisco County, California",1400000US06075022704,3411,230,2496,212,48,35,9,15,577,176,0,12,63,56,218,121,0,12,218,121
"Census Tract 228.01, San Francisco County, California",1400000US06075022801,5278,444,2765,396,126,84,0,17,841,175,0,17,1272,468,274,143,0,17,274,143
"Census Tract 228.02, San Francisco County, California",1400000US06075022802,2402,284,1351,303,74,48,7,10,321,110,0,12,529,185,120,63,26,22,94,58
"Census Tract 228.03, San Francisco County, California",1400000US06075022803,4637,456,2741,403,92,61,22,34,560,137,0,12,1117,354,105,55,31,26,74,57
"Census Tract 229.01, San Francisco County, California",1400000US06075022901,5691,508,3126,636,203,183,44,55,371,188,0,17,1727,675,220,112,103,88,117,66
"Census Tract 229.02, San Francisco County, California",1400000US06075022902,2712,223,1748,258,114,76,0,12,217,90,22,37,375,192,236,153,53,75,183,153
"Census Tract 229.03, San Francisco County, California",1400000US06075022903,3148,336,1448,243,67,67,37,38,404,130,0,12,911,320,281,154,94,127,187,108
"Census Tract 230.01, San Francisco County, California",1400000US06075023001,5204,544,576,205,528,134,11,18,3831,493,0,17,56,65,202,124,29,47,173,113
"Census Tract 230.03, San Francisco County, California",1400000US06075023003,4330,414,621,188,1260,404,1,2,2034,243,0,12,240,160,174,130,90,107,84,70
"Census Tract 231.02, San Francisco County, California",1400000US06075023102,4653,402,305,168,2904,447,0,12,612,225,262,206,375,305,195,143,34,53,161,133
"Census Tract 231.03, San Francisco County, California",1400000US06075023103,2904,335,171,102,1430,227,0,12,179,137,387,226,336,275,401,207,110,133,291,187
"Census Tract 232, San Francisco County, California",1400000US06075023200,4414,656,907,374,1587,320,9,14,491,145,43,55,979,510,398,280,41,49,357,267
"Census Tract 233, San Francisco County, California",1400000US06075023300,3203,289,426,142,272,101,0,12,2062,225,0,12,419,275,24,27,0,12,24,27
"Census Tract 234, San Francisco County, California",1400000US06075023400,3176,439,290,159,677,175,0,12,768,201,186,167,928,402,327,229,32,48,295,222
"Census Tract 251, San Francisco County, California",1400000US06075025100,3620,235,2336,244,253,157,48,55,642,188,0,12,157,71,184,104,21,35,163,97
"Census Tract 252, San Francisco County, California",1400000US06075025200,5845,452,4300,469,131,80,16,24,618,196,20,32,383,358,377,213,65,61,312,197
"Census Tract 253, San Francisco County, California",1400000US06075025300,4349,268,2667,253,93,71,35,51,499,149,0,12,762,312,293,114,8,12,285,112
"Census Tract 254.01, San Francisco County, California",1400000US06075025401,4044,627,1859,358,298,252,2,4,444,203,0,12,1222,694,219,93,59,48,160,83
"Census Tract 254.02, San Francisco County, California",1400000US06075025402,2965,212,1711,301,50,57,0,12,839,162,0,12,211,149,154,79,15,26,139,75
"Census Tract 254.03, San Francisco County, California",1400000US06075025403,5315,484,1930,365,504,157,43,55,1327,333,0,17,1236,341,275,103,88,71,187,96
"Census Tract 255, San Francisco County, California",1400000US06075025500,9446,813,3334,583,114,99,0,17,3939,776,0,17,1788,630,271,113,43,55,228,108
"Census Tract 256, San Francisco County, California",1400000US06075025600,5504,431,1502,299,145,81,72,104,3135,378,0,17,400,227,250,123,43,50,207,113
"Census Tract 257.01, San Francisco County, California",1400000US06075025701,5116,454,908,345,187,108,10,18,3085,381,6,11,826,286,94,71,10,21,84,63
"Census Tract 257.02, San Francisco County, California",1400000US06075025702,4739,554,560,224,120,137,8,14,3041,443,23,38,960,396,27,41,24,40,3,8
"Census Tract 258, San Francisco County, California",1400000US06075025800,2061,215,667,240,145,70,38,57,867,208,0,12,247,152,97,70,10,11,87,69
"Census Tract 259, San Francisco County, California",1400000US06075025900,4498,464,1447,306,336,71,9,16,2015,331,0,12,413,310,278,223,121,179,157,120
"Census Tract 260.01, San Francisco County, California",1400000US06075026001,5901,476,1682,472,228,131,31,34,2183,336,99,157,1324,365,354,195,0,17,354,195
"Census Tract 260.02, San Francisco County, California",1400000US06075026002,3359,291,1284,323,174,94,12,17,1243,191,0,12,544,158,102,81,7,13,95,81
"Census Tract 260.03, San Francisco County, California",1400000US06075026003,5261,557,1763,532,64,45,56,65,1850,550,2,5,1416,654,110,77,3,7,107,77
"Census Tract 260.04, San Francisco County, California",1400000US06075026004,4924,536,1552,367,128,98,57,73,2482,432,14,23,384,253,307,157,158,109,149,124
"Census Tract 261, San Francisco County, California",1400000US06075026100,7156,564,1271,423,71,62,26,31,4125,482,50,60,1234,506,379,190,38,37,341,187
"Census Tract 262, San Francisco County, California",1400000US06075026200,7671,457,1153,367,63,52,55,48,4923,458,0,17,1232,330,245,234,29,39,216,230
"Census Tract 263.01, San Francisco County, California",1400000US06075026301,4830,395,1372,263,29,29,33,42,2674,447,30,33,551,333,141,100,28,33,113,97
"Census Tract 263.02, San Francisco County, California",1400000US06075026302,4717,298,1005,161,129,86,0,12,2705,294,0,12,807,188,71,58,0,12,71,58
"Census Tract 263.03, San Francisco County, California",1400000US06075026303,4844,562,897,217,39,43,5,8,2743,433,0,12,1023,432,137,144,31,42,106,135
"Census Tract 264.01, San Francisco County, California",1400000US06075026401,3710,291,304,140,321,135,0,12,2577,259,22,38,388,135,98,80,62,74,36,36
"Census Tract 264.02, San Francisco County, California",1400000US06075026402,4734,599,552,124,382,75,20,32,2439,447,0,12,1026,492,315,210,101,84,214,138
"Census Tract 264.03, San Francisco County, California",1400000US06075026403,3868,305,656,346,89,70,6,15,2546,309,0,12,350,249,221,184,92,81,129,159
"Census Tract 264.04, San Francisco County, California",1400000US06075026404,2823,310,375,225,494,183,0,12,1432,285,202,246,300,192,20,23,0,12,20,23
"Census Tract 301.01, San Francisco County, California",1400000US06075030101,4936,329,3219,299,115,78,45,68,1068,221,16,27,274,141,199,96,0,12,199,96
"Census Tract 301.02, San Francisco County, California",1400000US06075030102,5073,347,3572,359,72,44,23,35,1093,253,0,17,188,186,125,65,14,16,111,63
"Census Tract 302.01, San Francisco County, California",1400000US06075030201,4327,272,2351,243,38,31,0,12,1493,241,0,12,107,74,338,126,59,52,279,116
"Census Tract 302.02, San Francisco County, California",1400000US06075030202,4621,375,2565,321,105,82,0,12,1298,346,0,12,167,133,486,230,16,26,470,230
"Census Tract 303.01, San Francisco County, California",1400000US06075030301,6024,492,2811,325,167,136,0,17,2498,432,0,17,143,116,405,191,90,83,315,176
"Census Tract 303.02, San Francisco County, California",1400000US06075030302,4143,359,1833,202,64,71,0,12,2047,348,0,12,83,63,116,69,8,13,108,68
"Census Tract 304, San Francisco County, California",1400000US06075030400,5568,430,2774,285,140,96,9,12,2133,250,27,34,150,127,335,183,9,14,326,182
"Census Tract 305, San Francisco County, California",1400000US06075030500,2950,208,1553,178,224,105,14,16,739,164,19,25,131,102,270,107,38,36,232,97
"Census Tract 306, San Francisco County, California",1400000US06075030600,2424,150,1346,109,21,19,0,12,750,115,0,12,125,116,182,86,19,26,163,95
"Census Tract 307, San Francisco County, California",1400000US06075030700,6673,406,4062,445,114,98,19,32,1877,263,0,17,261,251,340,174,12,22,328,168
"Census Tract 308, San Francisco County, California",1400000US06075030800,6136,470,3554,376,298,193,30,43,1808,305,55,69,119,189,272,154,0,17,272,154
"Census Tract 309, San Francisco County, California",1400000US06075030900,6891,509,3267,337,93,71,0,17,3006,357,29,51,201,154,295,204,0,17,295,204
"Census Tract 310, San Francisco County, California",1400000US06075031000,3601,223,1856,219,67,46,6,11,1193,160,0,12,220,154,259,162,124,154,135,74
