name,2010,2011,2012,2013,2014,2015,2016,2017,2018
101,55.17851840002849,57.32930993355818,50.687887838480094,45.41996772133772,42.300817789238465,37.577641508676145,37.18220095230588,33.934976576702724,33.70018399155669
102,57.213516906960436,60.11997394213554,53.95570386480324,47.32708627320824,43.7543722211984,35.6454439003671,34.82431532718473,32.222363034843035,28.248729241183675
103,57.184384372603645,60.10528381679475,53.964693572467226,47.33772310695233,43.7663217620053,35.67172302918743,34.82303560601494,32.221804674914054,28.236534770944704
104,55.193028505293505,57.324568977303954,50.71176636053709,45.42592393570845,42.302712317129284,37.56453219594128,37.16805618254971,33.93962875189626,33.68128748552483
105,52.50332059537687,54.969745186619775,47.14368540637125,43.00416870997184,40.88489932335674,37.410517012273715,39.726823580637046,39.13533262995012,38.53301226732704
106,55.17447334458642,57.33379654607135,50.67934151266659,45.413719003664376,42.317366825326204,37.57288816280789,37.17352468612045,33.94970418982396,33.696690440817136
107,53.76873034943115,56.228043288260345,50.19288598469968,44.428892614915284,40.83504532910342,37.11035419053319,39.0638613663863,37.242192533218905,34.441499055336116
108,57.39486226410493,58.660266497743926,53.193153184653816,47.57640788680885,42.45690128861082,34.994941284285815,34.93962004280091,31.536209371641412,32.55914289123394
109,57.20977152256053,60.11312897392022,53.95281686890804,47.331328539507105,43.75832711490989,35.65853469955656,34.81761253730878,32.23288397958618,28.237100475627088
110,57.27176944170462,60.167742446665315,54.02432874699632,47.376092404080985,43.73950205141429,35.618943176522244,34.763780265426014,32.11725160847551,28.232094570599088
111,57.42232522574946,58.66458192065427,53.18929211257261,47.59224164102258,42.4770021645181,35.00805769593765,34.936010260763936,31.504998032241495,32.516995658424335
112,57.400924564081635,58.66664804803459,53.1839914945485,47.58256283344966,42.476832526037356,35.01039894261112,34.928187470500596,31.52705102537208,32.5349078072489
113,53.77440219270993,56.23010708365928,50.19499123779089,44.431521316416735,40.83599154817607,37.114102948174526,39.067210786542546,37.231992115884935,34.43118548252948
