name,2010,2011,2012,2013,2014,2015,2016,2017,2018
135,-404273.66992609744,-443055.8896500234,-272120.7402851893,-133476.87492000923,24603.568815169358,241022.67580184867,239226.4263766035,278099.9092329685,469974.59455473
151,273951.63047483814,325860.68691693567,202642.4593804559,84391.91645507228,-21821.05854952465,-178884.00203013845,-135640.44527916037,-235034.41472138398,-315466.77264709503
152,-404685.97712763766,-442994.8962066693,-271914.0897862307,-133486.5276471694,24479.98770962982,241603.595405708,239328.04964968516,277962.5073399187,469707.35066276585
153,-404524.37129943375,-443308.3841436035,-271934.56071669573,-133419.21501331712,24117.870351265577,240813.77518803306,239137.64243367795,278283.35086448427,470833.89233558974
154,-1090437.6875903315,-1013551.4667445711,-664361.2909305171,-244618.7682701613,111492.80355435026,385313.28099886485,373033.471460508,738527.137444214,1404602.5200776448
155,155,155,155,155,155,155,155,155,155
156,-477489.5605241244,-485930.9765086267,-301580.7497298347,-131316.56468304084,25634.305675602067,221181.69347286317,186468.5245081829,364600.4371914628,598432.8905975159
157,-477366.03481313057,-485933.03109350824,-301812.0987882042,-131480.81694493385,25411.472085961588,220957.41061343552,186604.33984317,364893.22230782366,598725.5367893872
158.01,274282.69548436336,326243.01436526043,203054.24935270988,84366.09023657007,-22407.716591580953,-179259.2649695417,-135807.04009046702,-234844.29220829956,-315627.73557901464
158.02,274890.31897467,326168.77235610376,203175.30852077482,84527.29257118201,-21603.23247274387,-177898.5280087166,-136644.38803790617,-235038.38670374986,-317577.1571996144
159,273812.3706953845,325998.4692487771,203057.04530080417,85089.13766557667,-21436.403117386402,-178609.88330901583,-135854.74702564644,-235422.70287372044,-316633.28658477345
160,273841.558944304,325902.0942828872,202581.98342806232,84482.27812785529,-21896.663356174693,-178956.62747165875,-135726.79074759563,-234885.31582220137,-315342.51738547895
161,273851.74395964056,325906.86101697094,202590.5013802956,84459.1394487717,-21907.06299919459,-179008.36165353912,-135733.74952082828,-234886.36207300506,-315272.7095591123
162,310927.33517520805,349957.7779303928,228551.46816727403,86915.81570131016,-19503.30053723778,-185175.8208132375,-218792.03845903924,-266007.198520283,-286874.03864438727
163,311195.37044626474,350551.7865844563,229724.1178613217,87630.19423674919,-18774.14003245112,-183687.1497775176,-219680.7723013347,-267884.0281175061,-289075.3788999815
164,311360.7900477719,350152.96754290763,228062.14951541412,86656.45041585492,-19317.94649579502,-184344.5838200593,-218781.0840628689,-266339.0068378467,-287449.73630537774
165,-477361.5463333906,-486092.46399764804,-302190.56960436236,-131628.6219238491,25276.066292964046,220480.62262636228,186753.8515670065,365270.6235737149,599492.0377992026
166,412878.1967012839,434656.70332344226,246616.44313271376,119045.25067711154,-40983.69448476067,-270149.6389187159,-182852.2603396178,-316124.2567108126,-403086.7433806442
167,414051.8291931188,435335.62203898065,247677.76476713628,117947.19422475608,-41050.385224761085,-270096.1385876971,-183451.344016999,-316454.6314763462,-403959.9109181882
168.01,311056.11939151835,349663.12149853254,228128.64988626624,85691.90968164403,-19696.774621221502,-185580.40805937976,-218160.236328528,-265580.82676989463,-285521.5546789365
168.02,311294.3652484519,350254.20210322866,227677.88697185242,86004.36422061012,-20286.752402711838,-185452.19910727875,-218448.80386295327,-265381.2879068353,-285661.7752643634
169,-377169.5848312799,-414770.9957613566,-261925.3318112697,-118566.13386359865,5317.559749576524,160245.52951220787,247583.11900831145,337425.9015601096,421859.9364372992
170,-378230.4243656329,-415184.55600216065,-262345.07504469977,-119736.39851227538,4861.527543054129,159582.54873869815,247556.80720252937,338827.15918161516,424668.41125887155
171.01,412897.15042441344,433863.92647424544,245723.5679003293,118335.4984703328,-41140.45628967433,-270148.92302326486,-181642.12396656995,-315297.2261854085,-402591.41380440304
171.02,412560.3419336558,434056.3796071043,245803.83667764155,118236.57212067347,-41154.66309658555,-270417.89635428373,-182355.43263740806,-314519.14102405467,-402209.9972267426
176.01,241052.9097164195,260959.16075959906,149926.51360239487,35488.643959876856,-56469.3256299285,-177038.30354877046,-131916.9923117694,-149247.05470142243,-172755.5518463998
177,-358414.7343924672,-369046.1654048125,-252989.2915146259,-85872.73626152429,39436.72426397056,174489.31665737493,172890.08519263708,258916.0028437391,420590.79861570685
178.01,241005.85625896516,260930.57199034136,149893.3643941196,35424.046507457126,-56615.78668354791,-177184.32998892182,-132114.97244448407,-148973.77384348385,-172364.97619044583
178.02,241236.79740971376,261346.64529206947,150440.0417005031,35269.359427857715,-57170.619343560815,-177387.36568439947,-132389.7398918336,-149001.56931309224,-172343.54959725833
179.02,179.02,179.02,179.02,179.02,179.02,179.02,179.02,179.02,179.02
180,242084.0126976631,261799.86746579813,149969.2770322666,36328.79573213116,-55559.978687069546,-177591.7852905126,-133646.35143057382,-150429.8176952178,-172954.01982448538
201,-358214.2298664908,-369159.2046346308,-253082.87835440392,-85914.17455286162,39718.71353979936,174794.9384373196,172928.48491338306,258731.8302715852,420196.5202462992
202,-358404.9931467407,-369260.225402595,-253276.88954632825,-85938.30349843056,39653.64434442096,174703.36375468373,172432.7229540007,258906.75826973192,421183.92227125604
203,-377240.16533774143,-414435.1196167106,-261768.17115366895,-118772.25817456924,5080.203877077274,159961.99624360027,247446.67689820167,337586.52396956284,422140.31329424825
204.01,-378197.9749921191,-414770.92308885814,-261614.98255785584,-119078.29691183536,5376.119956296785,160182.34466027754,247951.42013280402,337967.96527516923,422184.3275261207
204.02,-324183.841462679,-362354.06740975316,-263895.00173501234,-144814.6284879799,-18738.05291046089,176386.01571311057,200638.58551222086,286209.3077307723,450751.68304978195
205,-377676.56470344355,-414961.7239222334,-262459.93841970555,-118437.19887774148,4989.1158956937215,160129.347823866,247951.17486440358,337792.35003519617,422673.4373039644
206,-377754.1944974695,-414862.901422231,-262223.52227533795,-118997.99047845084,5725.083015486483,160429.53898869772,247816.9254666483,337772.25034560723,422094.81085704936
207,-359990.21827265347,-370784.21829920006,-253503.27970911248,-86302.76673473054,39009.878218364945,174361.73452403466,174593.96508515257,260294.15643636519,422320.74875177816
208,-358449.19595174555,-369682.72277380724,-253087.56286633818,-85822.5918971359,39334.414310709595,174504.3112076388,172825.11075783928,259100.31876328524,421277.9184495531
209,-358508.17315650417,-369099.8488720097,-253075.48697124288,-86282.19155393752,39101.735629598166,174012.34068659323,172564.26345848214,259422.37190306355,421864.98887595645
210,-358348.9019562482,-369034.1898674617,-253429.30751224354,-85721.04981341824,39591.732333685846,174456.76959527464,172580.69005298236,258826.8535022959,421077.4036651321
211,-495519.71537258767,-563846.9627749515,-330910.63633163314,-248141.19982853282,70378.43893928034,254177.00883595698,298186.94535808486,440758.3439602743,574917.7772141077
212,-495522.543172746,-564008.1725442377,-330792.99759300955,-247569.82025437636,70621.9605749549,254491.23937842788,298194.1665303665,440404.7582405837,574181.4088400359
213,-496536.9060607148,-564863.5570517192,-330934.16324534593,-247591.5246159311,71064.60607290616,256129.72712387118,299121.3610036954,440309.2999920288,573301.1567812088
214,-496221.74922300316,-564254.92447962,-330812.40509686805,-247392.25039544387,70689.52000788579,255107.23109116475,298367.28433991096,440401.65289403044,574115.6408619421
215,-495326.54911873146,-563931.8486451859,-330755.4947643252,-247430.97709570936,70790.29517040773,254756.15564255038,298049.06151906576,440158.2645358088,573691.0927561182
216,-495786.5509142844,-564395.0880086774,-331630.82274315547,-247973.76965916727,71177.69395200252,254717.7422064893,298947.7894852195,440856.96840572276,574086.0372758489
217,-371621.8637571205,-428223.23522561754,-291952.16026581,-107777.9922638158,30348.294207357078,233435.851930549,202022.7885913797,277306.6190523337,456461.6977307446
218,-371994.55122768617,-428694.44442666456,-291849.34141932847,-107790.86024821864,30673.47655832376,233381.91096014454,202337.9497616157,277050.3668718275,456885.49316998647
226,-331153.46094367077,-336017.1072218404,-243945.0736662272,-90605.9297969059,-6629.015711769172,154291.48734780974,168752.6371352117,247936.3762756039,437370.0865817883
227.02,-330542.1602165823,-334994.89013614046,-242279.63873026398,-89381.20703073475,-7801.366063745648,153872.93861472857,165581.51316641478,246864.44113170513,438680.3692646185
227.04,-329339.798636078,-334836.3679925366,-241701.85815246173,-89385.41346823858,-8324.92059817317,152764.9639660047,165213.40198724536,247085.6723664009,438524.3205278372
228.01,-358881.3968076463,-369456.0896330666,-253465.28522041804,-86531.65378796082,39143.250144047146,175133.9130555491,173670.388606678,259888.68785594904,420498.1857868677
228.02,-357875.48322668596,-369105.6174877609,-253298.24580787992,-86014.78996874913,39542.898668426475,174633.1906738368,172692.29914412994,258807.2432719248,420618.5047327569
228.03,-358851.4475569388,-369459.23100093164,-253688.07655406094,-86358.07372078503,39293.36371676038,174849.2693791786,173122.59919501605,259706.21126559415,421385.3852761661
229.01,-358525.0637262894,-369220.5462055201,-253059.100222355,-85978.09001690842,39557.092869637854,174751.00141732264,172913.26377928906,258745.80123438587,420815.64087043644
229.02,-359243.46687175124,-369882.3744253135,-253991.06465471955,-86191.0617267696,39286.65287066323,174248.05799586498,173612.3161036816,260529.74018235292,421631.2005259903
229.03,-358452.3215622913,-369093.3608295313,-253754.96574086705,-86927.80314372302,38983.43462507042,174448.0886212793,172396.69275095488,260127.39759172467,422272.8376873827
230.01,-195757.77261269314,-259704.45138871402,-210393.52406579448,-94017.26664344448,-11467.670938558627,106822.73991071411,163095.74364027736,221589.54189702586,279832.66020118777
230.03,-195555.6907856881,-259584.18084083885,-210315.7991807906,-93883.06995592976,-11419.98241938136,106819.49290198713,162937.3202895448,221490.57710997504,279511.3328811218
231.02,-195589.3876224128,-259582.4696020638,-210318.40280419792,-93868.85827049767,-11371.695059892827,106835.06636895075,162939.20401345,221453.752282654,279502.7906940105
231.03,-148058.7080720273,-173948.57030258258,-144802.96672552242,-11876.830099847146,6634.371958118015,31232.53541760252,104232.33952334881,133522.9383035234,203064.88999738658
232,-195491.72307024378,-259559.05910136897,-210401.25118066368,-93938.98651855858,-11490.536821843765,106705.09806438952,162927.96857530242,221550.74700906625,279697.7430439208
233,-195260.45208977628,-260052.06614736083,-210760.42259888226,-94147.16550883818,-11487.386853164804,106854.2571242673,163385.85706021648,221807.85613623456,279659.5228773041
234,-195519.8328603113,-259526.72961393936,-210366.32538258412,-93963.30284990786,-11456.119608487717,106898.2730183023,162946.4126123946,221478.11580508982,279509.508879444
251,354953.44103592297,387136.3084444793,279330.0042343588,99158.81304448834,-51096.44784209583,-205895.24166933767,-209577.54734815127,-267985.7510220121,-386023.57887765236
252,354569.5205738011,386709.94025079964,278417.81498642865,98383.50625494376,-50866.08036472729,-207390.31389664832,-210478.02007491246,-265572.99697775766,-383773.37075192714
253,354608.39304306905,386700.0901054123,278843.9080811904,97810.60624431461,-51669.42505079959,-206428.29631966466,-209850.0757829229,-265675.9530689445,-384339.2472516547
254.01,354182.73799551,387304.9516033434,279763.4668160952,98616.10185604631,-51930.98363446737,-206549.9014820708,-210921.55113187648,-266070.64143667644,-384394.1805859035
254.02,353805.23870950297,387929.31327759766,279644.7933883782,99217.79087812275,-51286.8633431162,-208736.41199122986,-210747.51203600102,-266004.39052986854,-383821.95835338574
254.03,354302.69703612383,386844.9882690542,278761.3771704879,98501.6839361345,-51521.07498062452,-206747.55473251385,-210383.25219420195,-265592.7123539507,-384166.152150509
255,-201317.03419451677,-234763.96871203187,-173005.85594015493,-59817.62987603622,16157.40145829816,91966.82884916346,94583.13607919397,184782.07418457366,281415.04815151024
256,-233039.7319785033,-273533.8296364578,-203006.65238255527,-83704.78597072703,-32336.694284489982,83319.91562982065,127653.91966838052,251203.02598877987,363444.83296575275
257.01,-220122.4671961086,-260341.34036184437,-190270.25178506153,-66531.11882975671,-13553.36692883684,89592.4857514404,116891.31304297919,228914.1944684833,315420.5518387051
257.02,-220077.72810286743,-260420.24558962986,-190186.96929756796,-66449.6214281517,-13472.852444385231,89762.96787110428,117015.98299290016,228680.76732939144,315147.69866920647
258,-220495.13630890902,-260613.55984905586,-190222.60038796818,-67172.31466377337,-13970.970028852704,89319.38683005466,117632.61537899019,228998.46317622095,316524.11585329345
259,-220198.5710240771,-260316.03554992704,-190149.43497626364,-66704.75649879574,-13626.066294658945,89550.12797457713,116885.00288281604,228881.38139025396,315678.35209607525
260.01,-232942.82118684673,-273569.4675136643,-203126.57857064667,-83638.23625531215,-32244.357274168462,83405.5372316266,127745.63139367074,251270.28713542016,363100.00503992086
260.02,-233622.58750985927,-273467.0878726753,-203648.73855815976,-84415.13995367948,-32696.75929524216,83716.57260337082,128147.65277364592,251920.89496057862,364065.19285202085
260.03,-232794.71689916993,-273459.5592955459,-203022.328963212,-83780.34246048545,-32391.78885958906,83259.0245204423,127648.59484498443,251182.39706836257,363358.7200442132
260.04,-232771.68528429282,-273399.3704982995,-202929.3240035341,-84036.12172655582,-32699.79537531914,83014.92284662153,127644.65527896472,251464.15157725298,363712.56718516245
261,-200578.43332474434,-234695.84128324792,-172865.7081202518,-59902.123476112276,16227.198292221381,91966.45295823844,94199.36452959677,184527.21677175254,281121.8736525466
262,-200739.55571888163,-234751.0184802393,-172843.36821060858,-59836.348426437566,16550.540339880932,92281.13629612426,94242.73147137075,184374.1016458363,280721.78108295426
263.01,-232836.295036747,-273457.22538007115,-203022.31851411687,-83833.02114733304,-32404.588284403715,83235.19918631624,127715.1110512774,251267.7678195431,363335.3703055352
263.02,-233207.23290244627,-273620.83864603273,-203073.69497651423,-83789.12717329506,-32355.8439489729,83348.21943087893,127800.3759681315,251387.11452461613,363511.0277236349
263.03,-232896.47706667066,-273469.03721903486,-203008.0553711441,-83717.34718205052,-32314.90900468273,83302.64886197147,127652.09788142421,251213.51560204106,363237.56349814625
264.01,174605.22178683153,220882.56904502367,141109.703505503,48971.332423588276,-6934.621076462667,-99241.41039056337,-105957.98207928288,-158819.419017231,-214615.39419740686
264.02,175146.21709457613,221388.56411985587,141039.07730793624,49195.82895123401,-7310.933465837091,-99776.98169999286,-106473.95884888862,-159213.36747129628,-213994.44598758777
264.03,174441.2535015096,221214.23504255904,141475.85790582406,49554.2056055257,-6634.539514734553,-99213.26003651101,-106888.26501010032,-158927.78381235726,-215021.70368171536
264.04,174668.6832842331,221000.35408342065,141071.40613711806,48702.496228806056,-7275.8016142267015,-99387.90374166804,-106057.19430974168,-158751.22202949974,-213970.81803844206
301.01,-370995.69514876563,-393415.22713531664,-287816.86209463177,-151336.64039866236,-19238.410577534632,184505.01035479625,190370.37091066735,341001.1285617473,506926.3255276996
301.02,-371696.4022263052,-394005.1112630583,-287745.82433909824,-151032.17116637455,-18401.182566354222,184794.08760100248,190190.96309995136,340533.8458351294,507361.79502510745
302.01,-371602.29888251814,-393790.7912202598,-287738.23656882887,-150873.74648928136,-18627.34269229392,185012.2285209297,190410.5945458956,340473.93749684794,506735.6552895087
302.02,-371320.37337034993,-394049.94828689797,-288210.15978402237,-151156.4647392808,-18728.59992002813,184898.13546396897,190678.47326636556,340901.16571056657,506987.7716596781
303.01,-371596.3595258548,-393971.24422459694,-288263.4458210667,-151663.50858332755,-19125.26589413835,184665.1585665305,191258.1306320915,341542.6541663948,507153.8806839673
303.02,-371489.54635671206,-393643.8268270917,-287625.96311297815,-150791.18030437,-18690.031608986134,185080.95066242604,190457.90200575732,340405.8647586599,506295.8307832947
304,-444886.79224479006,-452542.889251205,-380728.80355159537,-213522.23545355996,-80726.41624327729,197629.01642165257,277750.29915634426,476061.79152736743,620966.029639064
305,-324138.2525316192,-362296.97750816005,-263725.65225015074,-144917.25404702043,-18789.88144797963,176365.94866387107,200463.668416811,286064.9790438088,450973.4216604396
306,-444640.3372559899,-452055.1174396698,-380850.912304123,-213925.40944492051,-80894.98853389613,197434.47118721128,277770.11073271587,475946.8186170386,621215.3644416347
307,-311154.7183772037,-346870.9581769244,-245724.36467873713,-123892.26514704761,-18604.207248742616,179141.0893719452,172727.12835498934,266460.23224343784,427918.06365828373
308,-597207.1237003903,-639501.5962186428,-500262.3825071532,-366003.74749698065,-103808.52971065245,257307.13550867248,357490.97407338175,673280.5736217452,918704.6964300198
309,-597124.6672982725,-639489.6867739114,-500388.6447626026,-366033.91687132895,-103883.03482869691,257206.38672260748,357572.2015504599,673404.4940780767,918736.8681836682
310,-414727.1334902129,-444335.32856350625,-331451.4402719769,-172555.2630011088,36148.75529376941,236437.66421985874,238682.07656848955,380121.3090394231,471679.360205263
311,-214404.59480063157,-295116.44912705093,-168919.1409277576,-71631.91018807559,-23567.614385981033,98958.20380432869,103876.65333208517,227391.0835656901,343413.76872739283
312.01,-254302.0863314033,-287319.89665756794,-179956.44617228452,-78636.03899960521,-5414.252588303106,113464.04599470235,97882.3416523893,219510.0279793282,374772.3051227442
312.02,-254230.29275972873,-287252.65303476347,-179835.28504474583,-78606.05718806195,-5435.10759499906,113507.49978466774,97736.86484585553,219414.9752698772,374700.05572189874
313.01,-213870.403386599,-260748.59480572972,-183082.55466006265,-64694.61119494246,823.1602831336692,94994.27457595417,121797.43303689733,228645.69529818563,276135.6008531632
313.02,-193643.0314766122,-244110.57241578778,-183954.8076010788,-47828.3315008912,12994.988552265248,90610.25838605838,86537.61694527762,184485.42756335082,294908.45154741843
314,-193695.26345972647,-244109.7534635315,-183969.21518366438,-47951.47626503512,12949.293587040293,90568.47211346826,86489.03390194409,184540.17603904518,295178.7327304601
326.01,-284694.3457452267,-331020.6505366667,-240102.2968704343,-119784.23753544693,-37222.49372421604,150487.5235058461,180757.79947221078,284985.76037497015,396592.94105896325
326.02,-283973.92987809284,-330976.533665307,-239885.88880980492,-119887.48589657397,-37671.66917321523,150087.6964960377,180713.6384245469,285323.01317932876,396271.1593230806
327,-283852.56668600626,-330745.2127216312,-239893.7990774169,-119777.58483226525,-37854.5425447704,150397.64640769977,180682.27358642605,285073.68610047025,395970.0997674937
328.01,-269911.27764816897,-326050.51040956925,-235623.63554802502,-100313.61272087769,-6446.246826534438,125081.49573030359,146058.52487530775,295658.73269240017,371546.5298551633
328.02,-271035.9710974427,-326571.53630492894,-235185.44843747956,-99422.55491997734,-6382.686915849206,125275.13135933393,146642.35381695235,295152.6130149621,371528.0994844289
329.01,-270022.87343699427,-326108.60554346995,-235366.0728966115,-100042.76402981124,-6557.197575495001,125184.57076981447,146334.2623041335,295171.00378617225,371407.6766222611
329.02,-270511.9845692494,-326014.02564323664,-235050.0114867789,-99725.58767892291,-6201.889989532759,125324.63053713423,146534.03298036815,294928.19993217336,370716.6359180445
330,-270668.7925712088,-326245.8049074544,-235144.71755074544,-99650.78746438894,-5930.793343624153,125572.56453994634,146708.18829651517,294836.16922714835,370523.9737738112
331,-270470.8240853666,-326049.68638178875,-235074.61278854386,-99713.04633707671,-6184.380812415487,125386.40152848243,146479.61499323254,294911.3060639788,370715.2278194972
332.01,-274961.8570026262,-336528.1530097105,-245849.62196769108,-98426.67760226232,12555.811436858165,54010.25187244858,189006.4851842927,298896.95862189104,401296.8024668003
332.03,-274800.1272291707,-336540.63670602016,-245853.25603996016,-98622.50801957748,12415.558552711867,53735.971848703215,189093.69831333484,299031.2601747487,401540.03910523077
332.04,-274809.1103268795,-336521.28687455907,-245918.20638664663,-98404.85135344986,12240.985608385112,53842.52001729575,188850.61313269762,299100.6264950248,401618.7096881327
351,-283936.8076498206,-330634.43222641427,-240010.61687528522,-119422.38254745766,-37991.72724659685,150086.6387646568,180561.86024561338,285415.85502973554,395931.61250556866
352.01,-284084.8168872653,-330776.16326048726,-240017.76901906225,-119677.67928716891,-37590.66777722157,150190.75310027198,180642.59201531476,285070.477242013,396243.2738736053
352.02,-283774.98469683895,-330688.8059074023,-239772.12531486838,-119317.60745881933,-37606.6395220203,150233.30349943088,180552.69460482316,284809.47052166174,395564.6942740333
353,-270373.4674430737,-326111.3602276845,-235103.1043060858,-99813.14915907275,-6227.88836310673,125231.24185216411,146524.97050593278,294937.86829312675,370934.88884779974
354,-270556.28993245994,-326276.3413124857,-235231.29987964706,-99775.75771746138,-6206.969478061681,125108.54923776054,146545.18877821843,295239.53600512433,371153.3842990122
401,-453165.67454964283,-483413.866766254,-338230.73273901787,-157718.3051916958,1710.1256754520007,216332.86584344745,203165.9068457394,384011.1577481928,627308.5231337785
402,-453019.1988323816,-482960.1504829829,-337836.52824060456,-157415.53820013138,1779.9998881999184,216007.8650392584,202490.952092807,383627.7426723244,627324.8560635104
426.01,-349457.28854561044,-381774.4174739867,-298408.9807494081,-142231.10349778133,22649.038238119178,162531.53395538568,251621.01131838266,309196.5734551099,425873.63329978986
426.02,-349549.8021366426,-382631.99940012535,-299091.4195327545,-143125.87484818295,22425.39076019898,161976.6599522158,252288.20727146138,310143.61871439684,427565.2192194334
427,-349619.76040564186,-382119.6199507856,-298571.88310002006,-141912.51560895762,23211.148812712,162899.07769996664,251723.4650396678,308960.94554772385,425429.14196533564
428,-824056.1343847109,-978658.6632906637,-565490.9938729045,-155568.1136375639,149667.13017002918,416471.2299421956,379349.5242357248,500645.60227915534,1077640.418558739
451,-452884.83202917763,-483144.4086370649,-338114.4851764111,-157664.04421020305,1539.4884359137545,216001.85843944992,202670.95213919593,383803.23576794803,627792.2352703491
452,-453012.77282029524,-483157.0049830615,-338042.51912115415,-157558.21938847794,1722.363817066427,215984.27363812563,202836.66857976827,383766.4711841754,627460.7390938529
476,-349695.057233668,-382009.50455833256,-298532.51771525625,-142042.32033236188,22675.917242040592,162456.5853511802,251670.2403037883,309199.2385925349,426277.41835007584
477.01,-349617.25704636256,-382040.4963305039,-298435.29178193567,-142082.3733591185,22847.56999836959,162694.69928929754,251545.17076777102,309187.48196184804,425900.49650063517
