name,2010,2011,2012,2013,2014,2015,2016,2017,2018
477.02,-349430.0822716247,-381854.4727221064,-298485.8640173564,-142089.38742600527,22811.83700855235,162554.21185515996,251596.31408060945,309117.8764089859,425779.5670837861
478.01,-349455.9759501057,-382093.56972533494,-298800.5147817597,-142309.7138386309,22858.466589701227,162341.16271988951,251730.17811315978,309460.3386999906,426269.62817309133
478.02,-349451.9364735964,-381936.3513583895,-298374.8811382722,-142088.41989870652,22839.881793319386,162694.87322212622,251613.15201837826,309027.07854831644,425676.60328682535
479.01,-349386.8276394365,-381907.03672384494,-298350.5390841428,-142202.41699284868,22741.8595130958,162576.92544995723,251498.1276542607,309088.52501783613,425941.38280512416
479.02,-349441.7895045557,-381936.5062521133,-298371.9724515066,-142097.3375840813,22836.59789480371,162683.60969866902,251601.068863881,309030.4180552797,425695.9112796246
601,-416368.46516526246,-332037.7771545575,-364350.8991058553,-155891.92207513767,94384.29259616214,96404.3591346662,247822.20839929642,299451.59446612163,530586.6089045666
604,-274907.6171255927,-336495.33733750903,-245853.95042920785,-98444.53753857959,12511.059024381411,53947.77233025722,189009.13797408348,298940.05403537134,401293.41906679625
605.02,174616.30914208063,220959.71011730973,141009.66238795614,48809.00124763134,-7192.107830970557,-99526.89202240013,-106095.99355243436,-158681.85647321836,-213897.83301595462
607,311360.5522295801,337148.0154034243,213385.17661843568,52005.185203575784,-61708.339706008825,-219319.18972051918,-159915.6287422959,-212680.2044145195,-260275.5668716728
610,-195626.61565394807,-259609.6063819535,-210332.7664619188,-93854.09134617427,-11348.58009544175,106917.85899932157,162937.8839140057,221478.27725451518,279437.6397715942
611,251206.1853207099,312578.8814332983,161972.09098542345,18170.98187732441,-71517.30571673726,-164465.18475626977,-115726.60529163899,-161155.39042408174,-231063.65342802877
612,-195714.21325058248,-259527.91294380222,-210387.0061250751,-93869.50507675864,-11443.302127000907,106809.26044278007,162887.07575042188,221622.15117592207,279623.4521540958
614,-331292.0655707962,-337174.8679326437,-241979.37284480702,-89139.82064302004,-5782.482239606895,155340.3143415553,166819.1124879287,246200.9180234408,437008.2643779491
615,328009.267633955,345407.5156505407,203183.54750461128,69428.67152712257,-47115.1824540569,-217128.96663142857,-204498.7453591347,-220543.88059028212,-256742.22728132762
9802,9802,9802,9802,9802,9802,9802,9802,9802,9802
9803,9803,9803,9803,9803,9803,9803,9803,9803,9803
9804.01,9804.01,9804.01,9804.01,9804.01,9804.01,9804.01,9804.01,9804.01,9804.01
9805.01,9805.01,9805.01,9805.01,9805.01,9805.01,9805.01,9805.01,9805.01,9805.01
9806,9806,9806,9806,9806,9806,9806,9806,9806,9806
9809,9809,9809,9809,9809,9809,9809,9809,9809,9809
9901,9901,9901,9901,9901,9901,9901,9901,9901,9901
