name,long,lat,date,Buyout Amount,Number of Tenants
202,-122.4239623699332,37.7643872436741,08-19-2019,459.0,1.0
202,-122.4264357237827,37.76668657811478,07-03-2017,,
202,-122.4233451061545,37.76813149464533,10-05-2018,,
202,-122.4245378682042,37.76644968743229,07-15-2015,40175.63,2.0
202,-122.4241711597966,37.7640827241266,07-25-2018,,
202,-122.4241374700458,37.76922917615144,09-05-2017,5000.0,1.0
202,-122.4228609105155,37.7632945745838,09-06-2018,,
202,-122.42383566834,37.77052120072405,03-18-2016,15000.0,2.0
202,-122.4264357237827,37.76668657811478,07-03-2017,,
202,-122.424515711111,37.76634085499865,07-07-2016,99196.74,1.0
202,-122.4238913382372,37.7711034117627,09-30-2015,,
202,-122.4238464848075,37.764859764415,10-25-2019,,
202,-122.4264357237827,37.76668657811478,07-03-2017,,
202,-122.425420874343,37.76901270194244,12-08-2017,,
202,-122.4237777479905,37.76638545658727,12-30-2015,,
202,-122.4236846600021,37.76811104277319,11-12-2019,,
202,-122.4245526068701,37.76633862493885,07-07-2016,99999.28,1.0
202,-122.423941971324,37.77018146384974,04-28-2016,50000.0,3.0
202,-122.4264357237827,37.76668657811478,07-03-2017,,
202,-122.4256564754502,37.76312622272788,07-08-2016,117000.0,1.0
202,-122.4233026619104,37.7681340510606,04-24-2018,85000.0,2.0
202,-122.4233579699739,37.77117642508432,05-30-2019,30000.0,2.0
202,-122.4238943677029,37.77113509433441,09-30-2015,,
202,-122.4229209570945,37.76470665763101,12-05-2019,,
202,-122.425779317438,37.76637464562378,01-14-2019,,
202,-122.4245526068701,37.76633862493885,07-07-2016,60001.0,1.0
202,-122.4245162529627,37.77014994198577,12-13-2018,,
202,-122.4264357237827,37.76668657811478,07-03-2017,,
202,-122.4234619690385,37.76801428649362,12-15-2016,,
202,-122.4261228009135,37.76310216674665,04-25-2017,,
202,-122.4235044132087,37.76801173002097,12-15-2016,,
131.01,-122.4247068768847,37.79107476095793,04-30-2015,10000.0,2.0
131.01,-122.4247023153055,37.79405348909828,09-08-2015,,
131.01,-122.4227978117233,37.79176036854388,09-19-2019,7517.0,2.0
131.01,-122.4245356884099,37.79322087311207,05-29-2018,19250.0,2.0
131.01,-122.4244050357258,37.79472918933672,12-06-2016,,
131.01,-122.4252397943825,37.79371884736495,01-16-2020,,
131.01,-122.4262469005585,37.79630543423425,06-29-2016,,
131.01,-122.4243247583892,37.79217336847206,11-27-2018,,
131.01,-122.4258377339942,37.7913377664419,07-02-2019,12000.0,1.0
131.01,-122.4253144626571,37.79280275486068,11-21-2018,,
131.01,-122.4260129684289,37.79546647633359,12-14-2016,11000.0,1.0
131.01,-122.4264039536716,37.79436260535594,02-21-2017,,
131.01,-122.4262469005585,37.79630543423425,03-20-2017,17473.21,2.0
131.01,-122.4262469005585,37.79630543423425,02-10-2017,8000.0,2.0
131.01,-122.4241117145177,37.79112148611236,09-07-2018,10000.0,1.0
131.01,-122.4245356884099,37.79322087311207,03-02-2018,50000.0,1.0
131.01,-122.4266947264749,37.79557866051961,07-06-2018,200000.0,1.0
131.01,-122.4245356884099,37.79322087311207,01-16-2018,23500.0,2.0
131.01,-122.426309932459,37.79629741339792,04-14-2016,,
131.01,-122.424341777419,37.79225739739213,12-27-2016,,
131.01,-122.4260889372677,37.79440284399951,08-24-2015,,
479.01,-122.499420903674,37.77402355983759,09-26-2017,40000.0,3.0
479.01,-122.5095546321491,37.77521620257924,04-23-2019,12000.0,1.0
479.01,-122.5027413965617,37.77530887963132,07-31-2018,80000.0,1.0
479.01,-122.5095546321491,37.77521620257924,07-25-2019,,
479.01,-122.5004358263078,37.77376028376171,03-18-2015,,
479.01,-122.5011540905387,37.7773626493653,08-30-2018,,
479.01,-122.5049732012863,37.77639677101148,07-26-2019,,
479.01,-122.5084832254232,37.77526524159877,12-29-2015,15000.0,1.0
479.01,-122.5095546321491,37.77521620257924,05-20-2016,,
479.01,-122.5071160978798,37.77345404896205,05-22-2017,,
479.01,-122.5071081136232,37.77334437836539,02-11-2020,,
479.01,-122.5005540976055,37.77494194337137,11-12-2019,,
479.01,-122.5004358263078,37.77376028376171,03-18-2015,,
479.01,-122.5011540905387,37.7773626493653,05-22-2019,40000.0,1.0
479.01,-122.5005466802282,37.77483448822226,03-21-2019,60000.0,2.0
479.01,-122.5011540905387,37.7773626493653,05-22-2019,75000.0,3.0
479.01,-122.5004358263078,37.77376028376171,03-18-2015,30000.0,1.0
479.01,-122.5067799373647,37.77361444763219,05-04-2018,10000.0,1.0
479.01,-122.5019030252814,37.7736930579296,09-07-2016,35000.0,2.0
479.01,-122.5039994701661,37.77348693151671,04-05-2018,,
479.01,-122.506886449428,37.77317399545218,01-17-2019,,
479.01,-122.5030953513346,37.77727354212707,11-14-2017,,
479.01,-122.5067769157941,37.77167171562772,02-06-2019,,
479.01,-122.5091927063155,37.77543138631723,02-05-2020,,
479.01,-122.5004358263078,37.77376028376171,03-18-2015,,
479.01,-122.5046676487636,37.77410663468084,09-04-2015,45600.0,2.0
211,-122.4274649746509,37.75264244257747,10-28-2016,45000.0,2.0
211,-122.4285465397679,37.75225453653456,12-06-2019,,
211,-122.4264038150725,37.75316847484385,10-04-2016,,
211,-122.4285363001421,37.75214028043955,04-21-2016,,
211,-122.4300571225988,37.75634508268543,01-18-2018,24349.0,1.0
211,-122.4267033144583,37.75627647253924,05-11-2016,17500.0,1.0
211,-122.4276722983086,37.75482685352253,07-15-2015,,
211,-122.4324709261593,37.751462156031,08-14-2017,,
211,-122.4305219579666,37.75397927045496,03-08-2018,25000.0,2.0
211,-122.4263454149594,37.75252863410114,12-09-2016,26000.0,4.0
211,-122.4344057391695,37.75521192710344,02-02-2017,,
211,-122.4328124924237,37.75373101933126,08-18-2016,70619.01,4.0
211,-122.4304856612106,37.75226626847587,07-14-2016,50000.0,1.0
211,-122.4267003759512,37.756245810487,05-11-2016,100000.0,4.0
211,-122.4266854400402,37.75502001779557,09-13-2017,25000.0,2.0
211,-122.4267033144583,37.75627647253924,05-11-2016,140000.0,2.0
211,-122.4266445447767,37.75566323144998,11-18-2019,,
211,-122.4312188712063,37.75233135078093,05-15-2018,,
211,-122.431133868425,37.7523365796596,01-07-2019,42000.0,4.0
211,-122.4334439843268,37.75541164933997,11-06-2015,25000.0,1.0
211,-122.426093923889,37.75333375013895,08-16-2018,91000.0,1.0
211,-122.4320373065765,37.75231306803442,09-12-2019,10000.0,1.0
211,-122.4297917855719,37.75358180015252,08-09-2016,30000.0,2.0
211,-122.4297976862006,37.75219048312981,06-10-2016,,
211,-122.4263457411119,37.75653785462552,01-29-2018,,
211,-122.4277255183398,37.75392573098126,09-17-2015,80000.0,4.0
211,-122.4329908318668,37.75291724748557,12-13-2018,,
211,-122.427504030388,37.75305399284474,04-15-2016,,
601,-122.4468469697669,37.79494786622207,03-24-2017,34000.0,1.0
313.02,-122.4697487214228,37.71487367070007,06-27-2016,,
313.02,-122.4693830399751,37.71193020364942,07-24-2018,,
313.02,-122.462777529269,37.71110838411425,10-10-2019,,
313.02,-122.4683821340012,37.7117380327754,02-08-2017,35000.0,2.0
313.02,-122.467190888505,37.71549406444115,06-19-2017,,
313.02,-122.4636164433993,37.71726081852139,06-28-2019,,
313.02,-122.4713661628098,37.71479702001874,06-30-2017,55000.0,1.0
313.02,-122.4670335967019,37.71386794460679,05-05-2017,,
313.02,-122.4637985599707,37.71424859887143,01-23-2019,,
313.02,-122.4662658332573,37.71298281786324,06-04-2019,11900.0,1.0
313.02,-122.4684706639265,37.70918244808277,11-05-2019,9280.0,3.0
313.02,-122.4692635781711,37.7135087922525,08-20-2018,16000.0,1.0
313.02,-122.4637985599707,37.71424859887143,08-01-2017,,
313.02,-122.4628673593412,37.71788462314596,05-08-2017,,
309,-122.4681840977741,37.72495596161786,05-23-2018,40000.0,3.0
309,-122.4652723456659,37.72773780834938,06-16-2015,7000.0,1.0
309,-122.4655115434671,37.7282796175721,09-27-2019,13945.0,2.0
309,-122.4650470407528,37.72805685046991,05-18-2015,,
309,-122.4677797781676,37.72817717231595,12-13-2019,,
311,-122.4523253576742,37.72992681988273,03-20-2018,7000.0,1.0
311,-122.4392797502076,37.73303392228327,05-21-2015,9000.0,2.0
311,-122.4371251852314,37.73243870024679,07-17-2017,,
311,-122.4477820736985,37.73164918898934,04-27-2017,,
311,-122.4399448016011,37.73168678146529,10-18-2018,80000.0,2.0
311,-122.43998911903,37.73168672767864,06-01-2017,40000.0,2.0
311,-122.440166388745,37.7316865123653,10-26-2017,20000.0,2.0
311,-122.4443677930247,37.72923015455704,07-11-2018,10800.0,1.0
311,-122.4477820736985,37.73164918898934,04-27-2017,,
311,-122.4515246865819,37.73163366074454,08-31-2018,,
311,-122.4413164381446,37.7324202777486,10-14-2015,,
311,-122.4444668205048,37.73065762244082,07-28-2015,,
311,-122.4448685611136,37.7316632263363,08-14-2017,,
311,-122.4443844410014,37.73166450161931,12-05-2016,,
311,-122.44769348694,37.73164942473827,03-07-2019,,
311,-122.4399448016011,37.73168678146529,08-10-2017,,
311,-122.443273909556,37.72996309952288,11-29-2017,,
311,-122.4515246865819,37.73163366074454,08-31-2018,16800.0,1.0
311,-122.4508617414684,37.72993332825919,10-14-2016,,
311,-122.4343344286437,37.73347321626984,11-13-2017,5563.48,2.0
311,-122.4448685611136,37.7316632263363,08-14-2017,,
311,-122.440109719837,37.73022224885688,04-05-2019,,
311,-122.4398212306797,37.7309754166195,05-30-2017,20000.0,1.0
311,-122.449839977066,37.72842388285944,04-11-2019,75000.0,1.0
311,-122.4446889608838,37.73146732633985,03-02-2018,26000.0,1.0
311,-122.4515246865819,37.73163366074454,08-31-2018,16800.0,1.0
311,-122.4503077335197,37.7316399163775,04-29-2019,25600.0,2.0
452,-122.4642129062166,37.77362725999868,06-25-2018,,
452,-122.4638837683867,37.77434767339236,08-09-2017,,
452,-122.4638740754984,37.77421377883499,08-09-2017,,
452,-122.4683116845165,37.77616198699802,03-27-2015,,
452,-122.4716025576304,37.77904012400587,05-02-2018,,
452,-122.4692561752754,37.77439000164073,10-20-2016,,
452,-122.4673252152941,37.77934565934281,05-26-2017,,
452,-122.4661801524802,37.77636673047009,04-24-2019,,
452,-122.4681374790232,37.77566736273541,08-04-2017,,
452,-122.4638837683867,37.77434767339236,08-09-2017,,
452,-122.4716813408441,37.78015022294002,03-21-2019,42000.0,3.0
452,-122.4638740754984,37.77421377883499,08-09-2017,,
452,-122.4652601341261,37.77910089922668,09-19-2017,,
452,-122.4649165511163,37.77574265297903,09-02-2016,,
452,-122.4674328812124,37.77339042668228,10-04-2018,,
452,-122.4671219225988,37.77650330680429,10-21-2015,30000.0,1.0
452,-122.4642673567784,37.77966834154514,11-18-2015,,
452,-122.4642673567784,37.77966834154514,11-18-2015,,
452,-122.4671270679661,37.77657486312415,03-14-2018,175000.0,2.0
452,-122.4668688800563,37.77902825926559,06-15-2016,,
452,-122.4643669586858,37.77529736239818,08-07-2017,,
452,-122.4681349054481,37.77563158513421,08-04-2017,,
452,-122.4674967428187,37.77982193884461,05-07-2015,4000.0,1.0
452,-122.4638740754984,37.77421377883499,08-09-2017,13200.0,2.0
452,-122.4702620225692,37.77344639385391,11-20-2015,17201.0,1.0
452,-122.4693912216942,37.77819521606241,07-21-2015,,
452,-122.4638837683867,37.77434767339236,08-09-2017,,
452,-122.466500814245,37.77904488084526,07-16-2018,,
452,-122.4638837683867,37.77434767339236,08-09-2017,,
452,-122.468255064213,37.77537487985948,10-31-2019,,
452,-122.471686593142,37.7802242295259,06-28-2019,,
452,-122.4638740754984,37.77421377883499,08-09-2017,,
452,-122.4716839669917,37.7801872262331,06-28-2019,,
452,-122.467353416046,37.77975375572835,02-01-2018,0.0,1.0
452,-122.4692535972207,37.77435415426613,10-20-2016,,
452,-122.4693912216942,37.77819521606241,07-21-2015,,
452,-122.4716025576304,37.77904012400587,11-09-2016,,
452,-122.4638837683867,37.77434767339236,08-09-2017,15000.0,1.0
452,-122.4671244952812,37.77653908496436,03-18-2016,100000.0,2.0
452,-122.46540362859,37.78054064013993,05-15-2018,,
452,-122.4654512514978,37.77722862407897,07-10-2017,,
452,-122.4672941333888,37.77889812855641,03-28-2019,5000.0,2.0
328.01,-122.4791988227871,37.74791876526471,11-18-2019,,
328.01,-122.4763330572601,37.74484464862837,05-21-2019,25593.0,3.0
328.01,-122.4855199385406,37.74605630673269,01-22-2020,,
328.01,-122.4758525694593,37.7440395519864,03-13-2019,,
328.01,-122.4845864441297,37.74811181714,01-11-2019,8500.0,1.0
328.01,-122.4835145719236,37.74815913967874,04-27-2016,21597.0,2.0
328.01,-122.4783252671638,37.74882339908071,04-01-2019,,
328.01,-122.4823728568658,37.74519185704555,04-05-2016,43300.0,2.0
328.01,-122.4823972204163,37.74749044091755,03-19-2019,50000.0,1.0
328.01,-122.4774890574597,37.75040433634793,12-26-2018,,
328.01,-122.483699072992,37.74638841472771,10-12-2016,,
328.01,-122.4822226503648,37.74304010200373,09-30-2019,,
328.01,-122.482209077494,37.74484096152688,04-05-2018,,
328.01,-122.4770900244744,37.74649986203814,06-13-2017,,
353,-122.4989074570401,37.7357943205707,03-03-2017,45000.0,2.0
353,-122.500928662938,37.73590370402885,04-24-2017,23867.22,2.0
353,-122.4986624122695,37.73427026169879,08-29-2019,,
353,-122.496107406619,37.74379377171622,09-09-2019,,
353,-122.4949221715603,37.73468316580144,05-06-2016,20018.74,1.0
353,-122.4946177767872,37.73401203108499,03-09-2017,21000.0,1.0
353,-122.4973805356085,37.7446735053343,02-06-2020,,
353,-122.495165212019,37.74369173061135,11-13-2017,45888.0,3.0
353,-122.4980872157773,37.74139955948429,09-11-2018,,
353,-122.494974631611,37.73852228271238,07-09-2019,,
353,-122.5007599100969,37.74883943758932,04-03-2019,31000.0,3.0
353,-122.4950361313794,37.7385195924871,01-30-2019,25000.0,4.0
353,-122.4948215735977,37.73874463494231,12-19-2017,,
353,-122.4948314857932,37.73888734142103,07-10-2019,40000.0,2.0
353,-122.4973037589845,37.74359694174387,08-11-2016,7000.0,1.0
353,-122.4948215735977,37.73874463494231,12-19-2017,,
353,-122.5004584176537,37.74453822667319,09-16-2016,,
353,-122.495165212019,37.74369173061135,08-25-2017,,
353,-122.4980445300262,37.73881793959456,03-28-2019,30247.0,4.0
353,-122.5007725386126,37.74703801254793,07-01-2019,,
353,-122.5010538157487,37.73568007906299,05-21-2015,70000.0,5.0
353,-122.4949221715603,37.73468316580144,05-06-2016,,
353,-122.4949221715603,37.73468316580144,05-06-2016,39255.0,4.0
353,-122.5007725386126,37.74703801254793,03-11-2019,,
353,-122.5008678264978,37.74840336094434,01-21-2020,,
204.02,-122.4401441922258,37.75653537296975,02-03-2017,,
204.02,-122.4449967354782,37.74745847841518,06-29-2018,15000.0,1.0
204.02,-122.4415816871633,37.75619292832188,05-16-2019,,
204.02,-122.4450085148014,37.75143410542298,12-21-2015,10000.0,2.0
204.02,-122.4412394024274,37.75541528802824,08-22-2017,65000.0,1.0
204.02,-122.4390973112445,37.75715212351978,12-03-2015,23283.42,2.0
204.02,-122.4401441922258,37.75653537296975,02-03-2017,,
204.02,-122.4443436854388,37.75164143348763,09-19-2018,50000.0,1.0
204.02,-122.4413168620407,37.75400499588059,03-25-2016,,
204.02,-122.4437648265439,37.75294611382672,04-08-2019,32500.0,1.0
204.02,-122.4389409703642,37.75573744927263,03-02-2018,,
204.02,-122.4399907136638,37.75575833168076,09-20-2018,65000.0,3.0
204.02,-122.4401668781067,37.75593298006784,04-04-2019,,
204.02,-122.4401441922258,37.75653537296975,02-03-2017,,
204.02,-122.4473354027908,37.74882232771345,10-17-2018,,
204.02,-122.4401441922258,37.75653537296975,02-03-2017,,
204.02,-122.4391168602527,37.75742962189814,10-07-2015,100000.0,1.0
204.02,-122.4414087367255,37.75624370825605,05-16-2019,,
204.02,-122.4441886287606,37.75299842182057,03-08-2017,18500.0,1.0
229.01,-122.4130215812655,37.75200199808493,11-25-2019,,
229.01,-122.4119567767804,37.75236736013218,01-30-2018,100000.0,1.0
229.01,-122.4159680301354,37.74990405707325,01-31-2017,145000.0,2.0
229.01,-122.416111123941,37.75138144502233,10-01-2019,,
229.01,-122.4143289658468,37.74978694485409,11-21-2017,,
229.01,-122.4129856915584,37.75308749255031,10-10-2018,,
229.01,-122.4141326535895,37.75215095212165,11-30-2015,,
229.01,-122.411950883521,37.752306175905,09-10-2018,72581.0,5.0
229.01,-122.4139332445827,37.75154442806473,05-17-2016,,
229.01,-122.4159650954775,37.74987338421081,01-31-2017,100000.0,4.0
229.01,-122.4141265047204,37.75208943069289,12-01-2015,,
229.01,-122.4150936145916,37.75221632483824,12-17-2018,,
229.01,-122.4124466058903,37.75155042427901,08-02-2019,,
229.01,-122.4141326535895,37.75215095212165,11-30-2015,,
229.01,-122.4159709647958,37.74993472993547,01-31-2017,100000.0,2.0
229.01,-122.4159650954775,37.74987338421081,01-31-2017,100000.0,4.0
229.01,-122.4118477530517,37.75123545177834,11-02-2017,,
229.01,-122.4150936145916,37.75221632483824,08-16-2018,,
229.01,-122.4120515080744,37.7533843102404,06-20-2019,31000.0,3.0
229.01,-122.4148599997196,37.74981645334194,08-19-2015,105733.32,4.0
229.01,-122.4141326535895,37.75215095212165,11-30-2015,,
229.01,-122.4159709647958,37.74993472993547,01-31-2017,112000.0,2.0
229.01,-122.4159680301354,37.74990405707325,01-31-2017,80000.0,1.0
229.01,-122.4141295791537,37.75212019140739,11-30-2015,,
229.01,-122.4118448065106,37.75120485965625,11-02-2017,,
229.01,-122.4141676466943,37.75399895615713,01-02-2019,,
229.01,-122.4140516516051,37.752746156999,10-28-2015,,
229.01,-122.4139086500284,37.75129834227689,10-26-2016,130000.0,1.0
229.01,-122.4155665318364,37.75075435641718,01-26-2017,,
229.01,-122.4155665318364,37.75075435641718,12-23-2015,,
103,-122.414540700306,37.80221325252653,01-22-2018,,
103,-122.4171171096574,37.80046202090381,01-24-2018,,
103,-122.4126727114568,37.79910879323889,10-10-2018,15000.0,1.0
103,-122.4130607295201,37.79990898661963,09-30-2016,,
103,-122.4131013966267,37.80181289063955,02-06-2017,,
103,-122.4126410967693,37.79911278805994,05-09-2019,,
103,-122.4129221309435,37.80099423778484,01-22-2020,,
103,-122.4142380736003,37.79987159735685,03-22-2018,16000.0,2.0
103,-122.4146266702914,37.80194536298285,10-19-2015,99000.0,1.0
103,-122.414540700306,37.80221325252653,01-22-2018,,
103,-122.4124092607442,37.79931418853804,07-10-2017,40000.0,2.0
103,-122.4172845285679,37.79909024129183,10-30-2017,,
103,-122.4178042066853,37.80161930079456,03-31-2017,,
103,-122.4124604006452,37.7995684795357,02-06-2019,,
103,-122.4134619402513,37.79996956407673,06-05-2019,,
103,-122.4159242487664,37.80145828847616,11-14-2016,102053.0,1.0
103,-122.4158269714574,37.80349136485229,03-28-2019,62500.0,2.0
103,-122.4130607295201,37.79990898661963,09-30-2016,,
103,-122.414540700306,37.80221325252653,01-22-2018,,
103,-122.4141484460331,37.80168242844206,12-18-2017,,
103,-122.4177886037081,37.80153234526439,01-04-2018,20872.74,2.0
103,-122.414324039456,37.80043822671242,04-21-2017,,
103,-122.4170520401302,37.80047019314901,12-10-2019,,
103,-122.4177617142345,37.80217840917648,12-04-2019,,
103,-122.414540700306,37.80221325252653,01-22-2018,,
103,-122.415894986961,37.80146199351265,11-14-2016,,
103,-122.4124706286674,37.79961933773112,02-06-2019,,
103,-122.4133804399229,37.80188932174796,08-11-2016,,
103,-122.4172872305354,37.79910364080958,10-31-2017,,
103,-122.4141150381255,37.80132251371195,02-12-2018,,
103,-122.4153043813283,37.79977840059843,11-12-2015,50000.0,4.0
103,-122.4131657880813,37.8018048676917,02-06-2017,,
103,-122.4136380058024,37.80185722913674,10-20-2017,200000.0,2.0
103,-122.4136289204313,37.80186924960294,03-02-2017,,
103,-122.4136615319333,37.79983312753751,04-19-2018,155666.64,4.0
103,-122.414540700306,37.80221325252653,01-22-2018,,
103,-122.415141483194,37.80071262604192,08-21-2018,,
103,-122.4130923507304,37.79990499411269,09-30-2016,,
103,-122.414321420448,37.80042446897458,04-21-2017,,
103,-122.4146114543654,37.79971335432525,02-18-2016,,
103,-122.4165081011285,37.80292072668026,08-21-2018,,
103,-122.4133589623617,37.80178079863727,03-16-2017,,
103,-122.4172899325038,37.7991170403272,10-31-2017,,
103,-122.4131335923557,37.80180887917,02-06-2017,,
103,-122.4160696081561,37.80076346502933,09-26-2016,,
103,-122.4126410967693,37.79911278805994,09-20-2018,7000.0,1.0
103,-122.4159827723683,37.80145087838137,11-14-2016,,
103,-122.4136931530789,37.79982913486941,04-19-2018,150200.0,4.0
103,-122.4130923507304,37.79990499411269,09-30-2016,,
103,-122.417574974644,37.80054330386289,04-25-2016,,
103,-122.414324039456,37.80043822671242,10-27-2017,,
103,-122.414540700306,37.80221325252653,01-22-2018,,
103,-122.4146266702914,37.80194536298285,11-18-2015,,
103,-122.4159827723683,37.80145087838137,07-10-2018,,
168.01,-122.4304071972204,37.77225731261019,04-07-2016,,
168.01,-122.4286558160824,37.77187736155314,08-22-2017,,
168.01,-122.4302201894212,37.77056261844575,03-06-2018,,
168.01,-122.4304071972204,37.77225731261019,04-07-2016,,
168.01,-122.4318844458978,37.77283058421874,04-09-2015,,
168.01,-122.4305699212889,37.7723643071323,01-22-2019,,
168.01,-122.426671602484,37.7704069040536,08-30-2016,28000.0,1.0
168.01,-122.4286289359909,37.77228887029312,07-05-2016,,
168.01,-122.4304071972204,37.77225731261019,04-07-2016,,
168.01,-122.4287869767769,37.77046829571104,03-04-2019,33000.0,1.0
168.01,-122.4268824578617,37.77075592691192,09-12-2017,65000.0,2.0
168.01,-122.4298275592105,37.77309226073019,06-23-2015,15000.0,1.0
168.01,-122.4305794829275,37.77060797524935,10-18-2018,,
168.01,-122.4315684878086,37.76958487174529,10-14-2016,73000.0,3.0
168.01,-122.4251658986361,37.77130597493449,05-04-2017,,
168.01,-122.4300476577583,37.77306426174989,03-18-2019,130000.0,1.0
168.01,-122.4292883519973,37.77016660113877,02-24-2016,52333.16,2.0
168.01,-122.4277686896587,37.77155319429107,05-03-2016,,
168.01,-122.4254081157092,37.77078501674688,03-29-2019,27000.0,1.0
168.01,-122.4269585410597,37.7711315825855,04-01-2016,,
