Case Number,Pre Buyout Disclosure Declaration Date,Buyout Agreement Date,Buyout Amount,Unknown Amount,Other Consideration,Number of Tenants,Address,ZIP Code,Supervisor District,Analysis Neighborhood,point,geocoding_confidence,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Neighborhoods,DELETE - Police Districts,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Zip Codes,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary,Invest In Neighborhoods (IIN) Areas,Civic Center Harm Reduction Project Boundary,Neighborhoods
B153304,11/24/2015,02/09/2016,60000.00,,true,2,100 Danvers Street,94114,8,Castro/Upper Market,POINT (-122.44346316181715 37.76036965645392),100,115,3,5,5,3,4,5,2,28862,1,,,,115
B191495,06/24/2019,,,,,,60 Saturn Street,94114,8,Castro/Upper Market,POINT (-122.44228165624195 37.76275381373859),100,112,7,5,5,3,5,5,15,28862,1,,,,112
B180924,03/27/2018,07/09/2018,45000.00,,true,1,63 Palm Avenue,94118,2,Presidio Heights,POINT (-122.45805734057839 37.78460798321129),100,11,8,6,31,31,6,1,11,54,1,,,,11
B190564,03/18/2019,,,,,,855 Haight Street,94117,5,Haight Ashbury,POINT (-122.43629181875498 37.77131399023909),100,26,4,11,3,9,5,11,15,29492,1,,,,26
B190029,01/08/2019,,,,,,1157 Broadway Street,94109,3,Nob Hill,POINT (-122.41612902681975 37.796636793781985),89.04,107,6,3,21,21,1,10,5,28858,1,,,,107
B171105,04/27/2017,,,,,,141 Broderick Street,94117,5,Haight Ashbury,POINT (-122.43886923970594 37.77143902269608),100,112,7,11,3,9,5,11,15,29492,1,,,,112
B151778,07/14/2015,,,,,,1307 Stevenson Street,94103,6,Mission,POINT (-122.42167742621999 37.771499986213946),100,32,1,10,20,19,2,9,8,28853,2,,,,32
B183032,10/29/2018,,,,,,1157 Alabama Street,94110,9,Mission,POINT (-122.41097506303095 37.75338749267159),100,53,3,2,20,19,4,7,2,28859,1,,,,53
B160714,02/23/2016,08/12/2016,45200.00,,,2,120 Cortland Avenue,94110,9,Bernal Heights,POINT (-122.42054211414973 37.74003098791776),100,61,9,2,2,2,7,7,2,28859,1,,,,61
B200089,01/06/2020,,,,,,1815 18th Avenue,94122,7,Inner Sunset,POINT (-122.47546693081553 37.753982784564585),100,44,10,8,14,12,8,4,1,56,1,,,,44
B190578,03/21/2019,,,,,,24 Montezuma Street,94110,9,Bernal Heights,POINT (-122.41700435951904 37.74587170184285),100,83,9,2,2,2,7,7,2,28859,1,,,,83
B163299,10/17/2016,02/08/2017,65000.00,,,1,2288 sutter Street,94115,2,Pacific Heights,POINT (-122.43802283659757 37.78554477595422),100,103,4,6,30,27,6,1,13,29490,1,,,,103
B180200,01/24/2018,,,,,,1326 Dolores Street,94131,8,Noe Valley,POINT (-122.42496965361701 37.74819427328134),100,52,3,5,22,22,4,5,2,63,1,,,,52
B163882,12/22/2016,,,,,,242 Broad Street,94112,11,Oceanview/Merced/Ingleside,POINT (-122.46057247600248 37.71322245204615),100,81,10,1,24,24,8,6,9,28861,2,,,,81
B161718,05/18/2016,,,,,,4533 18th Street,94114,8,Castro/Upper Market,POINT (-122.44012857977735 37.76052829981206),100,115,3,5,5,3,4,5,2,28862,1,,,,115
B182611,09/10/2018,,,,,,757 Leavenworth Street,94109,3,Nob Hill,POINT (-122.41518463628468 37.78797980314238),100,50,6,3,21,21,1,10,13,28858,2,,,,50
B172916,11/13/2017,,,,,,1710 Larkin Street,94109,3,Russian Hill,POINT (-122.41954580493 37.79359197501003),100,16,6,3,32,32,9,10,5,28858,1,,,,16
B163383,10/21/2016,,,,,,1751 28th Avenue,94122,4,Sunset/Parkside,POINT (-122.48626392781775 37.75473300443671),100,39,10,7,35,35,8,3,1,56,1,,,,39
B191746,07/22/2019,,,,,,1657 North Point Street,94123,2,Marina,POINT (-122.43445955027127 37.80386484690945),100,17,4,6,13,17,9,1,13,57,1,,,,17
B172455,09/25/2017,10/23/2017,16750.00,,,3,1961 16th Avenue,94116,7,Inner Sunset,POINT (-122.47313641213246 37.75139037937331),100,44,10,8,14,12,8,4,1,29491,1,,,,44
B180582,02/23/2018,04/27/2018,17500.00,,,1,1021 Washington Street,94108,3,Nob Hill,POINT (-122.4101664333911 37.79462923521116),100,16,6,3,21,21,1,10,3,28857,1,,,,16
B172060,08/09/2017,,,,,,767 6th Avenue,94118,1,Inner Richmond,POINT (-122.4638740754984 37.77421377883499),100,5,8,4,11,11,6,2,11,54,1,,,,5
B190388,02/21/2019,05/17/2019,110000.00,,true,1,565 Page Street,94117,5,Hayes Valley,POINT (-122.43004765775832 37.773064261749894),100,26,4,11,9,10,9,11,7,29492,1,,,,26
B170861,03/30/2017,,,,,,1340 Lombard Street,94109,2,Russian Hill,POINT (-122.42360923261019 37.80152876684302),100,107,4,6,32,32,9,1,5,28858,1,,,,107
B162793,09/01/2016,11/02/2016,20000.00,,,1,1545 Balboa Street,94118,1,Outer Richmond,POINT (-122.47531286974744 37.77666970840685),100,5,8,4,29,26,6,2,11,54,1,,,,5
B162340,07/13/2016,,,,,,224 Wheeler Avenue,94134,10,Bayview Hunters Point,POINT (-122.39958967097297 37.71294823736637),100,89,2,9,1,1,3,8,10,309,1,,,,89
B190886,04/23/2019,,,,,,2926 Fillmore Street,94123,2,Marina,POINT (-122.43529915768697 37.79643195141022),100,15,4,6,13,17,9,1,13,57,1,,,,15
B153135,,11/12/2015,48500.00,,,1,1015 PIERCE Street,94115,5,Western Addition,POINT (-122.43535193379037 37.77929042633646),100,97,4,11,39,41,5,11,15,29490,2,,,,97
B172952,11/22/2017,,,,,,621 Huron Avenue,94112,11,Outer Mission,POINT (-122.448363811973 37.712947820554625),100,66,9,1,28,25,7,6,9,28861,2,,,,66
B172361,09/13/2017,,,,,,1330 Union Street,94109,2,Russian Hill,POINT (-122.42123667754045 37.79896367700326),100,107,4,6,32,32,9,1,13,28858,1,,,,107
B191218,06/03/2019,09/03/2019,,true,,2,2477 Mission Street,94110,9,Mission,POINT (-122.41888217613118 37.75743351306596),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B181115,04/03/2018,,,,,,530 Jones Street,94102,6,Tenderloin,POINT (-122.4129755016748 37.786102047394934),100,20,5,10,36,36,10,9,5,28852,2,1,,,20
B172394,09/15/2017,,,,,,131 4th Avenue,94118,2,Inner Richmond,POINT (-122.46258867513342 37.78619545941897),100,4,8,6,11,11,6,1,11,54,1,,,,4
B162921,09/13/2016,,,,,,595 Noe Street,94114,8,Castro/Upper Market,POINT (-122.43259072203162 37.759521891827546),100,52,3,5,5,3,4,5,2,28862,1,,,,52
B170627,03/09/2017,,,,,,1 Toledo Way,94123,2,Marina,POINT (-122.43755034704104 37.80151708914793),100,17,4,6,13,17,9,1,13,57,1,,,,17
B161194,04/01/2016,,,,,,399 Steiner Street,94117,5,Haight Ashbury,POINT (-122.43235602073626 37.77279755455806),100,26,4,11,3,9,9,11,15,29492,1,,,,26
B152068,08/05/2015,,,,,,883 Fulton Street,94117,5,Hayes Valley,POINT (-122.43129188217708 37.777686873668216),100,22,4,11,9,10,9,11,7,29492,1,,,,22
B183316,12/07/2018,01/28/2019,18000.00,,,1,28 Salmon Street,94133,3,Nob Hill,POINT (-122.41252644421115 37.796406351796286),100,107,6,3,21,21,1,10,3,308,1,,,,107
B152757,10/06/2015,01/07/2016,26500.00,,,1,2800 Green Street,94123,2,Marina,POINT (-122.44529286358204 37.794951364422374),100,14,4,6,13,17,9,1,13,57,1,,,,14
B192066,08/20/2019,12/06/2019,19000.00,,,1,73 Maynard Street,94112,11,Excelsior,POINT (-122.4290008863287 37.72930731941565),100,94,9,1,7,5,7,6,9,28861,2,,,,94
B170246,02/07/2017,04/12/2017,9960.00,,,2,799 athens Street,94112,11,Excelsior,POINT (-122.43304834663894 37.7154466713749),100,90,9,1,7,5,7,6,9,28861,2,,,,90
B161584,05/06/2016,,,,,,2643 Yorba Street,94116,4,Sunset/Parkside,POINT (-122.4949221715603 37.734683165801435),100,40,10,7,35,35,8,3,1,29491,1,,,,40
B170761,03/20/2017,,,,,,1969 San Jose Avenue,94112,11,Outer Mission,POINT (-122.44249091123555 37.72559168894672),100,94,9,1,28,25,7,6,9,28861,1,,,,94
B181875,06/21/2018,12/17/2018,60500.00,,true,1,1174 Fulton Street,94117,5,Western Addition,POINT (-122.4361039465608 37.77718255242488),100,23,4,11,39,41,5,11,15,29492,1,,,,23
B172205,08/30/2017,,,,,,355 Green Street,94133,3,North Beach,POINT (-122.40519154282218 37.79993387768504),100,18,6,3,23,23,1,10,3,308,1,,,,18
B172093,08/16/2017,10/30/2017,20000.00,,,1,760 De Haro Street,94107,10,Potrero Hill,POINT (-122.4012068921784 37.76023727410536),100,54,2,9,26,29,3,8,10,28856,1,,,,54
B192445,09/23/2019,,,,,,8 Jordan Avenue,94118,2,Presidio Heights,POINT (-122.45689417657832 37.785791344165624),100,11,8,6,31,31,6,1,11,54,1,,,,11
B161322,04/13/2016,11/07/2016,100000.00,,,3,2450 - 2452 Filbert Street,94123,2,Marina,POINT (-122.43984535049427 37.797553158794045),100,14,4,6,13,17,9,1,13,57,1,,,,14
B160837,03/02/2016,07/12/2016,50838.00,,,1,2012 15th Street,94114,8,Castro/Upper Market,POINT (-122.42913096778037 37.766171984431544),100,37,3,5,5,3,4,5,8,28862,1,,,,37
B172598,10/16/2017,08/31/2018,13000.00,,,2,3818 San Bruno Avenue,94134,10,Visitacion Valley,POINT (-122.4007744886652 37.71470829435815),100,75,9,9,40,39,7,8,10,309,2,,,,75
B152524,09/17/2015,11/30/2015,80000.00,,,4,1060 church Street,94114,8,Noe Valley,POINT (-122.42772551833981 37.75392573098126),100,52,3,5,22,22,4,5,2,28862,1,,,,52
B171369,05/24/2017,,,,,,25 Bradford Street,94110,9,Bernal Heights,POINT (-122.40930781093329 37.74284984955358),100,83,9,2,2,2,7,7,10,28859,1,,,,83
B172794,11/02/2017,,,,,,2890 Harrison Street,94110,9,Mission,POINT (-122.41184480651056 37.75120485965625),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B171980,08/01/2017,,,,,,131 Randolph Street,94132,11,Oceanview/Merced/Ingleside,POINT (-122.46379855997074 37.71424859887143),100,65,10,1,24,24,8,6,9,64,2,,,,65
B163384,10/24/2016,12/27/2016,11780.00,,,2,178 Eureka Street,94114,8,Castro/Upper Market,POINT (-122.43822850262715 37.759448301972434),100,115,3,5,5,3,4,5,2,28862,1,,,,115
B190778,04/08/2019,08/06/2019,125000.00,,,1,186 Jordan Avenue,94118,2,Presidio Heights,POINT (-122.45660004519816 37.78180856963864),100,11,8,6,31,31,6,1,11,54,1,,,,11
B172865,11/09/2017,,,,,,2425 Buchanan Street,94115,2,Pacific Heights,POINT (-122.43121810400727 37.79223406252875),100,102,4,6,30,27,9,1,13,29490,1,,,,102
B181318,04/26/2018,,,,,,147 Wood Street,94118,1,Lone Mountain/USF,POINT (-122.4490082428633 37.78156326786621),100,12,7,4,18,16,6,2,15,54,1,,,,12
B153401,11/03/2015,12/13/2016,35000.00,,,1,1841 19th Street,94107,10,Potrero Hill,POINT (-122.40066070393688 37.76099488014637),100,54,2,9,26,29,3,8,10,28856,1,,,,54
B192469,09/30/2019,,,,,,2387 25th Avenue,94116,4,Sunset/Parkside,POINT (-122.48222265036483 37.743040102003725),100,40,10,7,35,35,8,3,1,29491,1,,,,40
B180309,01/31/2018,,,,,,1051 Post Street,94109,6,Tenderloin,POINT (-122.4191176409574 37.786881429446495),100,50,4,10,36,36,9,9,13,28858,2,,,,50
B163931,12/27/2016,,,,,,1930 Franklin Street,94109,2,Pacific Heights,POINT (-122.42434177741904 37.79225739739213),100,102,4,6,30,27,9,1,13,28858,1,,,,102
B163924,12/22/2016,,,,,,667 Castro Street,94114,8,Castro/Upper Market,POINT (-122.43469441717333 37.7582357079788),100,115,3,5,5,3,4,5,2,28862,1,,,,115
B181971,06/28/2018,,,,,,1371 34th Avenue,94122,4,Sunset/Parkside,POINT (-122.49318944235941 37.76154982755429),100,39,10,7,35,35,8,3,1,56,1,,,,39
B200323,02/12/2020,,,,,,61 Woodward Street,94103,9,Mission,POINT (-122.420784755134 37.76890218029985),100,53,3,2,20,19,4,7,8,28853,2,,,,53
B180891,03/19/2018,,,,,,450 Waller Street,94117,5,Hayes Valley,POINT (-122.43112250682559 37.7711262274195),100,26,7,11,9,10,9,11,15,29492,1,,,,26
B191159,05/21/2019,,,,,,637 Hamilton Street,94134,9,Portola,POINT (-122.40829055127892 37.723258542942425),100,91,2,2,25,28,3,7,10,309,1,,,,91
B171846,07/17/2017,,,,,,93 6th Street,94103,6,South of Market,POINT (-122.40877804410916 37.781098556621025),100,32,5,10,34,34,2,9,14,28853,2,1,,1,32
B200096,01/15/2020,,,,,,186 Princeton Street,94134,9,Excelsior,POINT (-122.41560239885237 37.72735978957778),100,92,2,2,7,5,3,7,9,309,2,,,,92
B190482,03/05/2019,05/02/2019,100000.00,,,2,1157 Valencia Street,94110,9,Mission,POINT (-122.42082214297912 37.75440116187711),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B192191,09/04/2019,,,,,,3514 21st Street,94114,8,Castro/Upper Market,POINT (-122.42598805099045 37.75666956932863),100,52,3,5,5,3,4,5,2,28862,1,,,,52
B181493,05/08/2018,07/10/2018,193750.00,,,1,56 Mason Street,94102,6,Tenderloin,POINT (-122.40915591543965 37.78387638561761),100,19,5,10,36,36,10,9,14,28852,2,1,,1,19
B153386,12/08/2015,02/16/2016,16560.00,,,5,1280 Brussels Street,94134,10,Visitacion Valley,POINT (-122.40128418208575 37.71654758751967),100,91,9,9,40,39,7,8,10,309,2,,,,91
B171871,07/24/2017,,,,,,4349 17th Street,94114,8,Castro/Upper Market,POINT (-122.44151992126837 37.76205676024529),100,115,7,5,5,3,5,5,15,28862,1,,,,115
B151127,05/07/2015,06/23/2017,90000.00,,,1,1333 Stevenson Street,94103,6,Mission,POINT (-122.42163624457385 37.77107002574259),100,32,1,10,20,19,2,9,8,28853,2,,,,32
B162209,06/30/2016,,,,,,2430 Lake Street,94121,2,Seacliff,POINT (-122.48550697794572 37.78579025474501),100,1,8,6,33,33,6,1,11,55,1,,,,1
B161089,03/17/2016,,,,,,106 South Park Street,94110,9,Bernal Heights,POINT (-122.4234322389278 37.736602861524624),90.87,61,9,2,2,2,7,7,2,28859,1,,,,61
B151785,07/14/2015,,,,,,1323 Stevenson Street,94103,6,Mission,POINT (-122.42165208361212 37.771235395160204),100,32,1,10,20,19,2,9,8,28853,2,,,,32
B162668,08/18/2016,,,,,,290 Folsom Street,94105,6,Financial District/South Beach,POINT (-122.3926925864031 37.78880340475844),100,108,1,10,8,6,2,9,6,28855,1,,,,108
B190001,01/02/2019,,,,,,2705 FOLSOM Street,94110,9,Mission,POINT (-122.41416764669431 37.753998956157126),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B170638,03/15/2017,,,,,,574 CASTRO Street,94114,8,Castro/Upper Market,POINT (-122.43497415442681 37.759706381296425),100,38,3,5,5,3,4,5,2,28862,1,,,,38
B180043,01/03/2018,,,,,,1483 Newcomb Avenue,94124,10,Bayview Hunters Point,POINT (-122.3876212683762 37.733935090393366),100,86,2,9,1,1,3,8,10,58,2,,,,86
B161290,04/04/2016,,,,,,616 Diamond Street,94114,8,Noe Valley,POINT (-122.43652225459799 37.75261366883224),100,84,3,5,22,22,4,5,2,28862,1,,,,84
B152253,,08/11/2015,25000.00,,,1,540 Leavenworth Street,94102,6,Tenderloin,POINT (-122.41464045480336 37.78598387297184),100,20,5,10,36,36,10,9,13,28852,2,1,,,20
B162483,07/28/2016,,,,,,1325 Stevenson Street,94103,6,Mission,POINT (-122.42164891579881 37.77120232127724),100,32,1,10,20,19,2,9,8,28853,2,,,,32
B192065,08/19/2019,,,,,,1049 14th Street,94114,8,Castro/Upper Market,POINT (-122.43706120264387 37.76718939321755),100,113,7,5,5,3,5,5,15,28862,1,,,,113
B171444,06/06/2017,,,,,,622 38TH Avenue,94121,1,Outer Richmond,POINT (-122.49843272058507 37.777089705156655),100,8,8,4,29,26,6,2,11,55,1,,,,8
B171855,07/18/2017,10/12/2017,45000.00,,,1,631 Cole Street,94117,5,Haight Ashbury,POINT (-122.45073185943743 37.76922572905936),100,25,7,11,3,9,5,11,15,29492,1,,,,25
B172297,09/11/2017,,,,,,234 Dore Street,94103,6,South of Market,POINT (-122.41019085439501 37.77157959001786),100,32,1,10,34,34,2,9,8,28853,2,,,,32
B183381,12/10/2018,,,,,,1462 San Bruno Avenue,94110,10,Mission,POINT (-122.40411479703933 37.750018347849895),100,54,3,9,20,19,4,8,10,28859,1,,,,54
B190791,04/12/2019,,,,,,126 Henry Street,94114,8,Castro/Upper Market,POINT (-122.43396956610826 37.76668426902916),100,28,7,5,5,3,5,5,15,28862,1,,,,28
B181989,07/02/2018,,,,,,775 Post Street,94109,3,Tenderloin,POINT (-122.41457052341676 37.78745914188554),100,50,6,3,36,36,1,10,5,28858,2,,,,50
B172208,08/30/2017,10/25/2017,7500.00,,,1,1185 Naples Street,94112,11,Excelsior,POINT (-122.43766276272507 37.71203923808071),100,58,9,1,7,5,7,6,9,28861,2,,,,58
B172533,10/06/2017,10/06/2017,20000.00,,,3,1449 Baker Street,94115,5,Presidio Heights,POINT (-122.4431654729444 37.784349101917634),100,103,8,11,31,31,6,11,15,29490,1,,,,103
B192839,10/10/2019,,,,,,192 Collins Street,94118,2,Presidio Heights,POINT (-122.45007802636536 37.78234061255416),100,11,8,6,31,31,6,1,15,54,1,,,,11
B172677,10/20/2017,05/07/2018,55000.00,,true,1,451 Frederick Street,94117,5,Haight Ashbury,POINT (-122.45151946807495 37.76651302724217),100,29,7,11,3,9,5,11,15,29492,1,,,,29
B162530,08/04/2016,12/15/2016,95000.00,,true,1,591 Dolores Street,94110,8,Mission,POINT (-122.42579394905026 37.75999982116959),100,37,3,5,20,19,4,5,2,28859,1,,,,37
B151452,06/12/2015,,,,,,150 Downey Street,94117,5,Haight Ashbury,POINT (-122.44695841297923 37.76621463494663),100,114,7,11,3,9,5,11,15,29492,1,,,,114
B173025,,11/14/2017,23676.00,,true,3,334 San Miguel Street,94112,11,Oceanview/Merced/Ingleside,POINT (-122.44879461887042 37.71943982761261),100,81,10,1,24,24,8,6,9,28861,2,,,,81
B152266,08/19/2015,,,,,,782 Kansas Street,94107,10,Potrero Hill,POINT (-122.40315292025053 37.75985179094865),100,54,2,9,26,29,3,8,10,28856,1,,,,54
B192281,09/10/2019,11/04/2019,23114.00,,,3,1315 Jackson Street,94109,3,Russian Hill,POINT (-122.4167286635563 37.79469552166614),100,16,6,3,32,32,1,10,5,28858,1,,,,16
B163561,11/14/2016,,,,,,991 Greenwich Street,94133,3,Russian Hill,POINT (-122.41598277236832 37.801450878381374),100,107,6,3,32,32,1,10,5,308,1,,,,107
B162061,06/16/2016,08/08/2016,18000.00,,,1,2105 Ellis Street,94115,2,Western Addition,POINT (-122.44082350887555 37.78125574177062),100,13,7,6,39,41,5,1,15,29490,2,,,,13
B172739,10/31/2017,,,,,,214 Fair Oaks Street,94110,8,Mission,POINT (-122.42419415255593 37.753242471844764),100,52,3,5,20,19,4,5,2,28859,1,,,,52
B160270,01/27/2016,,,,,,652 Broderick Street,94117,5,Hayes Valley,POINT (-122.43970065885577 37.77621920040732),100,24,7,11,9,10,5,11,15,29492,1,,,,24
B170742,03/22/2017,,,,,,2942 Franklin Street,94123,2,Marina,POINT (-122.42621031496532 37.801531744531076),100,17,4,6,13,17,9,1,13,57,1,,,,17
B172151,08/22/2017,12/11/2017,18000.00,,,2,3214 Balboa Street,94121,1,Outer Richmond,POINT (-122.49323553255132 37.775962361964275),100,8,8,4,29,26,6,2,11,55,1,,,,8
B161129,03/25/2016,01/12/2017,30000.00,,,2,1762 20th Avenue,94122,4,Sunset/Parkside,POINT (-122.47754208221616 37.75490174250109),100,39,10,7,35,35,8,3,1,56,1,,,,39
B170245,02/07/2017,03/30/2017,,true,,1,1074 ingerson Avenue,94124,10,Bayview Hunters Point,POINT (-122.39433833682202 37.71994863241112),100,88,2,9,1,1,3,8,10,58,2,,,,88
B171102,04/25/2017,07/21/2017,50000.00,,true,2,2815 19th Street,94110,9,Mission,POINT (-122.4101636700345 37.760425940628416),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B172804,11/07/2017,06/27/2018,64077.78,,,2,9 Vasquez Avenue,94127,7,West of Twin Peaks,POINT (-122.45717252509726 37.74649645011433),100,49,7,8,41,40,5,4,1,59,1,,,,49
B180332,01/31/2018,,,,,,1290 Grove Street,94117,5,Hayes Valley,POINT (-122.43783557704725 37.77600725848153),100,23,4,11,9,10,5,11,15,29492,1,,,,23
B181118,04/05/2018,,,,,,2290 25th Avenue,94116,4,Sunset/Parkside,POINT (-122.48220907749398 37.744840961526876),100,40,10,7,35,35,8,3,1,29491,1,,,,40
B153007,11/02/2015,,,,,,3600 Scott Street,94123,2,Marina,POINT (-122.44177441984776 37.80337813500742),100,17,4,6,13,17,9,1,13,57,1,,,,17
B152282,09/01/2015,12/22/2015,89518.33,,,4,961 Valencia Street,94110,9,Mission,POINT (-122.42112332635095 37.757555843129474),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B190969,04/26/2019,,,,,,232 Warren Drive,94131,7,Inner Sunset,POINT (-122.46052756167961 37.75398704346998),100,111,7,8,14,12,5,4,1,63,1,,,,111
B170992,04/10/2017,,,,,,750 Guerrero Street,94110,8,Mission,POINT (-122.4236928197777 37.75914077272072),100,37,3,5,20,19,4,5,2,28859,1,,,,37
B163283,10/07/2016,,,,,,2641 Mission Street,94110,9,Mission,POINT (-122.41862825461988 37.75478403253012),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B192180,08/28/2019,,,,,,4634 25th Street,94114,8,Noe Valley,POINT (-122.4408618582521 37.74933553676191),100,51,3,5,22,22,4,5,2,28862,1,,,,51
B170537,03/02/2017,08/18/2017,3000.00,,,1,1985 San Jose Avenue,94112,11,Outer Mission,POINT (-122.4427460972234 37.72528923946301),100,94,9,1,28,25,7,6,9,28861,1,,,,94
B171743,07/03/2017,,,,,,1 Scott Street,94117,8,Haight Ashbury,POINT (-122.4349794982066 37.76913354857364),100,28,7,5,3,9,5,5,15,29492,1,,,,28
B192828,10/03/2019,12/05/2019,18000.00,,,1,1180 Filbert Street,94109,2,Russian Hill,POINT (-122.41892343170646 37.80023505493558),100,107,6,6,32,32,1,1,5,28858,1,,,,107
B173037,12/05/2017,01/22/2018,6458.00,,,1,1917 Oakdale Avenue,94124,10,Bayview Hunters Point,POINT (-122.39634047205202 37.73793932731002),100,87,2,9,1,1,3,8,10,58,2,,,,87
B191525,06/28/2019,,,,,,424 Funston Avenue,94118,1,Inner Richmond,POINT (-122.47168396699175 37.7801872262331),100,5,8,4,11,11,6,2,11,54,1,,,,5
B170832,03/28/2017,,,,,,120 Ellis Street,94102,3,Tenderloin,POINT (-122.40822013186153 37.78550718115183),100,19,5,3,36,36,10,10,14,28852,2,1,,,19
B191210,05/30/2019,12/02/2019,134640.00,,,4,511 Eureka Street,94114,8,Noe Valley,POINT (-122.43757326191273 37.75410341898846),100,84,3,5,22,22,4,5,2,28862,1,,,,84
B190324,02/13/2019,,,,,,1420 Taylor Street,94133,3,Nob Hill,POINT (-122.41317221618834 37.7954079201617),100,16,6,3,21,21,1,10,3,308,1,,,,16
B172354,09/13/2017,,,,,,1046 Pacific Avenue,94133,3,Nob Hill,POINT (-122.41244535447518 37.79626161097084),100,107,6,3,21,21,1,10,3,308,1,,,,107
B180349,02/01/2018,05/04/2018,0.00,,,1,458 9th Avenue,94118,1,Inner Richmond,POINT (-122.46735341604595 37.77975375572835),100,5,8,4,11,11,6,2,11,54,1,,,,5
B172674,10/20/2017,12/19/2017,11000.00,,,1,383 Bartlett Street,94110,9,Mission,POINT (-122.41937285903556 37.750875170736514),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B182834,10/10/2018,,,,,,4717 Mission Street,94112,11,Excelsior,POINT (-122.43616745545646 37.722786426651),100,90,9,1,7,5,7,6,9,28861,2,,,,90
B183190,11/09/2018,01/03/2019,13500.00,,true,2,719 Faxon Avenue,94112,7,West of Twin Peaks,POINT (-122.46001305005824 37.72616143112817),100,71,9,8,41,40,7,4,9,28861,1,,,,71
B200236,02/05/2020,,,,,,685 48th Avenue,94121,1,Outer Richmond,POINT (-122.50919270631547 37.77543138631723),100,6,8,4,29,26,6,2,11,55,1,,,,6
B152992,10/28/2015,,,,,,2787 Folsom Street,94110,9,Mission,POINT (-122.41405165160508 37.752746156998995),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B192070,08/21/2019,,,,,,2404 Harrison Street,94110,9,Mission,POINT (-122.41257267655035 37.75891963832626),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B191757,07/25/2019,,,,,,642 Lombard Street,94133,3,North Beach,POINT (-122.41212494421607 37.803003848479044),100,106,6,3,23,23,1,10,3,308,1,,,,106
B161323,04/14/2016,,,,,,1301 Palou Avenue,94124,10,Bayview Hunters Point,POINT (-122.38539679392392 37.730783068277525),100,86,2,9,1,1,3,8,10,58,2,,,,86
B152891,10/20/2015,,,,,,1000 Vicente Street,94116,4,Sunset/Parkside,POINT (-122.47762306754547 37.739288554073866),100,40,10,7,35,35,8,3,1,29491,1,,,,40
B150770,04/09/2015,08/14/2015,10000.00,,,3,1161 Dolores Street,94110,8,Mission,POINT (-122.4249257356867 37.75087477086453),100,52,3,5,20,19,4,5,2,28859,1,,,,52
B161903,06/03/2016,07/26/2016,15000.00,,,2,5050 Fulton Street,94121,1,Outer Richmond,POINT (-122.48582551546191 37.772555305957816),100,8,8,4,29,26,6,2,11,55,1,,,,8
B182170,07/19/2018,,,,,,1985 Fulton Street,94117,5,Lone Mountain/USF,POINT (-122.4494491450569 37.7753738365182),100,24,7,11,18,16,5,11,15,29492,1,,,,24
B191530,07/05/2019,,,,,,1527 Kirkham Street,94122,4,Sunset/Parkside,POINT (-122.47713697483664 37.75977022064605),100,39,10,7,35,35,8,3,1,56,1,,,,39
