,Case Number,Pre Buyout Disclosure Declaration Date,Buyout Agreement Date,Buyout Amount,Unknown Amount,Other Consideration,Number of Tenants,Address,ZIP Code,Supervisor District,Analysis Neighborhood,point,geocoding_confidence,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary,Invest In Neighborhoods (IIN) Areas,Civic Center Harm Reduction Project Boundary,Neighborhoods,poly,geo_str,name
2695,B182594,09/05/2018,10/31/2018,30000.0,,,5.0,2278 29th Avenue,94116.0,4.0,Sunset/Parkside,POINT (-122.4865085442832 37.7448665365221),100.0,40.0,10.0,7.0,35.0,1.0,,,,40.0,"POLYGON ((-122.495046 37.749681, -122.485857 37.750085, -122.485727 37.74822, -122.485597 37.746354, -122.485466 37.744493, -122.485335 37.742626, -122.494504 37.742222, -122.494646 37.744089, -122.494774 37.745949, -122.494911 37.747814, -122.495046 37.749681))","POLYGON ((-122.495046 37.749681, -122.485857 37.750085, -122.485727 37.74822, -122.485597 37.746354, -122.485466 37.744493, -122.485335 37.742626, -122.494504 37.742222, -122.494646 37.744089, -122.494774 37.745949, -122.494911 37.747814, -122.495046 37.749681))",329.01
2696,B172185,08/24/2017,,,,,,2179 33rd Avenue,94116.0,4.0,Sunset/Parkside,POINT (-122.4910629989943 37.74653329357153),100.0,40.0,10.0,7.0,35.0,1.0,,,,40.0,"POLYGON ((-122.495046 37.749681, -122.485857 37.750085, -122.485727 37.74822, -122.485597 37.746354, -122.485466 37.744493, -122.485335 37.742626, -122.494504 37.742222, -122.494646 37.744089, -122.494774 37.745949, -122.494911 37.747814, -122.495046 37.749681))","POLYGON ((-122.495046 37.749681, -122.485857 37.750085, -122.485727 37.74822, -122.485597 37.746354, -122.485466 37.744493, -122.485335 37.742626, -122.494504 37.742222, -122.494646 37.744089, -122.494774 37.745949, -122.494911 37.747814, -122.495046 37.749681))",329.01
2697,B172737,10/30/2017,11/07/2017,11000.0,,,2.0,2524 Rivera Street,94116.0,4.0,Sunset/Parkside,POINT (-122.4933932732168 37.74607011985771),100.0,40.0,10.0,7.0,35.0,1.0,,,,40.0,"POLYGON ((-122.495046 37.749681, -122.485857 37.750085, -122.485727 37.74822, -122.485597 37.746354, -122.485466 37.744493, -122.485335 37.742626, -122.494504 37.742222, -122.494646 37.744089, -122.494774 37.745949, -122.494911 37.747814, -122.495046 37.749681))","POLYGON ((-122.495046 37.749681, -122.485857 37.750085, -122.485727 37.74822, -122.485597 37.746354, -122.485466 37.744493, -122.485335 37.742626, -122.494504 37.742222, -122.494646 37.744089, -122.494774 37.745949, -122.494911 37.747814, -122.495046 37.749681))",329.01
2698,B183044,,11/02/2018,37000.0,,,2.0,2131 Rivera Street,94116.0,4.0,Sunset/Parkside,POINT (-122.4891565594973 37.74614736769721),100.0,40.0,10.0,7.0,35.0,1.0,,,,40.0,"POLYGON ((-122.495046 37.749681, -122.485857 37.750085, -122.485727 37.74822, -122.485597 37.746354, -122.485466 37.744493, -122.485335 37.742626, -122.494504 37.742222, -122.494646 37.744089, -122.494774 37.745949, -122.494911 37.747814, -122.495046 37.749681))","POLYGON ((-122.495046 37.749681, -122.485857 37.750085, -122.485727 37.74822, -122.485597 37.746354, -122.485466 37.744493, -122.485335 37.742626, -122.494504 37.742222, -122.494646 37.744089, -122.494774 37.745949, -122.494911 37.747814, -122.495046 37.749681))",329.01
2699,B170330,02/15/2017,05/30/2017,50639.36,,,5.0,2050 31st Avenue,94116.0,4.0,Sunset/Parkside,POINT (-122.4889443393254 37.74900048307086),100.0,39.0,10.0,7.0,35.0,1.0,,,,39.0,"POLYGON ((-122.495046 37.749681, -122.485857 37.750085, -122.485727 37.74822, -122.485597 37.746354, -122.485466 37.744493, -122.485335 37.742626, -122.494504 37.742222, -122.494646 37.744089, -122.494774 37.745949, -122.494911 37.747814, -122.495046 37.749681))","POLYGON ((-122.495046 37.749681, -122.485857 37.750085, -122.485727 37.74822, -122.485597 37.746354, -122.485466 37.744493, -122.485335 37.742626, -122.494504 37.742222, -122.494646 37.744089, -122.494774 37.745949, -122.494911 37.747814, -122.495046 37.749681))",329.01
2700,B150608,03/24/2015,05/14/2015,25000.0,,True,3.0,2935 Pacheco Street,94116.0,4.0,Sunset/Parkside,POINT (-122.4916034212449 37.74978115667235),100.0,39.0,10.0,7.0,35.0,1.0,,,,39.0,"POLYGON ((-122.495046 37.749681, -122.485857 37.750085, -122.485727 37.74822, -122.485597 37.746354, -122.485466 37.744493, -122.485335 37.742626, -122.494504 37.742222, -122.494646 37.744089, -122.494774 37.745949, -122.494911 37.747814, -122.495046 37.749681))","POLYGON ((-122.495046 37.749681, -122.485857 37.750085, -122.485727 37.74822, -122.485597 37.746354, -122.485466 37.744493, -122.485335 37.742626, -122.494504 37.742222, -122.494646 37.744089, -122.494774 37.745949, -122.494911 37.747814, -122.495046 37.749681))",329.01
2701,B182317,07/31/2018,,,,,,2126 Taraval Street,94116.0,4.0,Sunset/Parkside,POINT (-122.4888640582773 37.74253125136415),100.0,40.0,10.0,7.0,35.0,1.0,,,,40.0,"POLYGON ((-122.495046 37.749681, -122.485857 37.750085, -122.485727 37.74822, -122.485597 37.746354, -122.485466 37.744493, -122.485335 37.742626, -122.494504 37.742222, -122.494646 37.744089, -122.494774 37.745949, -122.494911 37.747814, -122.495046 37.749681))","POLYGON ((-122.495046 37.749681, -122.485857 37.750085, -122.485727 37.74822, -122.485597 37.746354, -122.485466 37.744493, -122.485335 37.742626, -122.494504 37.742222, -122.494646 37.744089, -122.494774 37.745949, -122.494911 37.747814, -122.495046 37.749681))",329.01
2702,B171330,,05/16/2017,15707.0,,,2.0,2001 Rivera Street,94116.0,4.0,Sunset/Parkside,POINT (-122.4877776617937 37.74620828451761),100.0,40.0,10.0,7.0,35.0,1.0,,,,40.0,"POLYGON ((-122.495046 37.749681, -122.485857 37.750085, -122.485727 37.74822, -122.485597 37.746354, -122.485466 37.744493, -122.485335 37.742626, -122.494504 37.742222, -122.494646 37.744089, -122.494774 37.745949, -122.494911 37.747814, -122.495046 37.749681))","POLYGON ((-122.495046 37.749681, -122.485857 37.750085, -122.485727 37.74822, -122.485597 37.746354, -122.485466 37.744493, -122.485335 37.742626, -122.494504 37.742222, -122.494646 37.744089, -122.494774 37.745949, -122.494911 37.747814, -122.495046 37.749681))",329.01
2703,B183327,12/10/2018,01/04/2019,125000.0,,True,2.0,2395 29th Avenue,94116.0,4.0,Sunset/Parkside,POINT (-122.4864989508006 37.7427083801774),100.0,40.0,10.0,7.0,35.0,1.0,,,,40.0,"POLYGON ((-122.495046 37.749681, -122.485857 37.750085, -122.485727 37.74822, -122.485597 37.746354, -122.485466 37.744493, -122.485335 37.742626, -122.494504 37.742222, -122.494646 37.744089, -122.494774 37.745949, -122.494911 37.747814, -122.495046 37.749681))","POLYGON ((-122.495046 37.749681, -122.485857 37.750085, -122.485727 37.74822, -122.485597 37.746354, -122.485466 37.744493, -122.485335 37.742626, -122.494504 37.742222, -122.494646 37.744089, -122.494774 37.745949, -122.494911 37.747814, -122.495046 37.749681))",329.01
2704,B182525,08/28/2018,,,,,,2375 34th Avenue,94116.0,4.0,Sunset/Parkside,POINT (-122.4918847412998 37.74283044540572),100.0,40.0,10.0,7.0,35.0,1.0,,,,40.0,"POLYGON ((-122.495046 37.749681, -122.485857 37.750085, -122.485727 37.74822, -122.485597 37.746354, -122.485466 37.744493, -122.485335 37.742626, -122.494504 37.742222, -122.494646 37.744089, -122.494774 37.745949, -122.494911 37.747814, -122.495046 37.749681))","POLYGON ((-122.495046 37.749681, -122.485857 37.750085, -122.485727 37.74822, -122.485597 37.746354, -122.485466 37.744493, -122.485335 37.742626, -122.494504 37.742222, -122.494646 37.744089, -122.494774 37.745949, -122.494911 37.747814, -122.495046 37.749681))",329.01
2705,B193324,12/27/2019,,,,,,2127 35th Avenue,94116.0,4.0,Sunset/Parkside,POINT (-122.4932741324276 37.74736893950988),100.0,40.0,10.0,7.0,35.0,1.0,,,,40.0,"POLYGON ((-122.495046 37.749681, -122.485857 37.750085, -122.485727 37.74822, -122.485597 37.746354, -122.485466 37.744493, -122.485335 37.742626, -122.494504 37.742222, -122.494646 37.744089, -122.494774 37.745949, -122.494911 37.747814, -122.495046 37.749681))","POLYGON ((-122.495046 37.749681, -122.485857 37.750085, -122.485727 37.74822, -122.485597 37.746354, -122.485466 37.744493, -122.485335 37.742626, -122.494504 37.742222, -122.494646 37.744089, -122.494774 37.745949, -122.494911 37.747814, -122.495046 37.749681))",329.01
2706,B190756,04/04/2019,07/01/2019,20000.0,,True,2.0,2082 33rd Avenue,94116.0,4.0,Sunset/Parkside,POINT (-122.4910499241515 37.74833328175084),100.0,39.0,10.0,7.0,35.0,1.0,,,,39.0,"POLYGON ((-122.495046 37.749681, -122.485857 37.750085, -122.485727 37.74822, -122.485597 37.746354, -122.485466 37.744493, -122.485335 37.742626, -122.494504 37.742222, -122.494646 37.744089, -122.494774 37.745949, -122.494911 37.747814, -122.495046 37.749681))","POLYGON ((-122.495046 37.749681, -122.485857 37.750085, -122.485727 37.74822, -122.485597 37.746354, -122.485466 37.744493, -122.485335 37.742626, -122.494504 37.742222, -122.494646 37.744089, -122.494774 37.745949, -122.494911 37.747814, -122.495046 37.749681))",329.01
2707,B153175,11/16/2015,,,,,,118 Noriega Street,94122.0,7.0,Inner Sunset,POINT (-122.4648242192134 37.75480217099655),100.0,44.0,10.0,8.0,14.0,1.0,,,,44.0,"POLYGON ((-122.476762 37.759837, -122.470335 37.760124, -122.469263 37.760171, -122.463912 37.760405, -122.463782 37.758538, -122.463658 37.756764, -122.46377 37.754142, -122.463361 37.753039, -122.463433 37.753028, -122.464462 37.752899, -122.4666 37.752803, -122.468335 37.753244, -122.469782 37.752675, -122.47068 37.752376, -122.470908 37.752616, -122.47121 37.755194, -122.473683 37.756237, -122.4766 37.756108, -122.476699 37.757968, -122.47687 37.759832, -122.476762 37.759837))","POLYGON ((-122.476762 37.759837, -122.470335 37.760124, -122.469263 37.760171, -122.463912 37.760405, -122.463782 37.758538, -122.463658 37.756764, -122.46377 37.754142, -122.463361 37.753039, -122.463433 37.753028, -122.464462 37.752899, -122.4666 37.752803, -122.468335 37.753244, -122.469782 37.752675, -122.47068 37.752376, -122.470908 37.752616, -122.47121 37.755194, -122.473683 37.756237, -122.4766 37.756108, -122.476699 37.757968, -122.47687 37.759832, -122.476762 37.759837))",303.01
