,name,lat,lng,location,census_idx,census_tract,TRACTCE,polys
0,The Buena Vista,37.806509097529,-122.42072219051,"(37.806509097529, -122.42072219051)",0,10200,10200,"POLYGON ((-122.426671 37.809639, -122.424876 37.810799, -122.425041162157 37.811001508766, -122.420612315115 37.8111121700604, -122.419224 37.808453, -122.418718 37.805932, -122.418281 37.804023, -122.417799 37.801267, -122.417587 37.800341, -122.420769 37.79993899999999, -122.420883 37.799902, -122.424275 37.799472, -122.424464 37.800402, -122.424835 37.802268, -122.425209 37.804133, -122.425628 37.806456, -122.426613 37.808152, -122.426671 37.809639))"
1,Cafe de Casa,37.8061099,-122.41892,"(37.8061099, -122.41892)",0,10200,10200,"POLYGON ((-122.426671 37.809639, -122.424876 37.810799, -122.425041162157 37.811001508766, -122.420612315115 37.8111121700604, -122.419224 37.808453, -122.418718 37.805932, -122.418281 37.804023, -122.417799 37.801267, -122.417587 37.800341, -122.420769 37.79993899999999, -122.420883 37.799902, -122.424275 37.799472, -122.424464 37.800402, -122.424835 37.802268, -122.425209 37.804133, -122.425628 37.806456, -122.426613 37.808152, -122.426671 37.809639))"
2,Saint Frank Coffee,37.798473,-122.422026,"(37.798473, -122.422026)",0,10200,10200,"POLYGON ((-122.426671 37.809639, -122.424876 37.810799, -122.425041162157 37.811001508766, -122.420612315115 37.8111121700604, -122.419224 37.808453, -122.418718 37.805932, -122.418281 37.804023, -122.417799 37.801267, -122.417587 37.800341, -122.420769 37.79993899999999, -122.420883 37.799902, -122.424275 37.799472, -122.424464 37.800402, -122.424835 37.802268, -122.425209 37.804133, -122.425628 37.806456, -122.426613 37.808152, -122.426671 37.809639))"
3,Eight AM,37.806251,-122.419204,"(37.806251, -122.419204)",0,10200,10200,"POLYGON ((-122.426671 37.809639, -122.424876 37.810799, -122.425041162157 37.811001508766, -122.420612315115 37.8111121700604, -122.419224 37.808453, -122.418718 37.805932, -122.418281 37.804023, -122.417799 37.801267, -122.417587 37.800341, -122.420769 37.79993899999999, -122.420883 37.799902, -122.424275 37.799472, -122.424464 37.800402, -122.424835 37.802268, -122.425209 37.804133, -122.425628 37.806456, -122.426613 37.808152, -122.426671 37.809639))"
4,First Cup,37.8024570643902,-122.424875423312,"(37.8024570643902, -122.424875423312)",0,10200,10200,"POLYGON ((-122.426671 37.809639, -122.424876 37.810799, -122.425041162157 37.811001508766, -122.420612315115 37.8111121700604, -122.419224 37.808453, -122.418718 37.805932, -122.418281 37.804023, -122.417799 37.801267, -122.417587 37.800341, -122.420769 37.79993899999999, -122.420883 37.799902, -122.424275 37.799472, -122.424464 37.800402, -122.424835 37.802268, -122.425209 37.804133, -122.425628 37.806456, -122.426613 37.808152, -122.426671 37.809639))"
5,Starbucks,37.806544,-122.420399,"(37.806544, -122.420399)",0,10200,10200,"POLYGON ((-122.426671 37.809639, -122.424876 37.810799, -122.425041162157 37.811001508766, -122.420612315115 37.8111121700604, -122.419224 37.808453, -122.418718 37.805932, -122.418281 37.804023, -122.417799 37.801267, -122.417587 37.800341, -122.420769 37.79993899999999, -122.420883 37.799902, -122.424275 37.799472, -122.424464 37.800402, -122.424835 37.802268, -122.425209 37.804133, -122.425628 37.806456, -122.426613 37.808152, -122.426671 37.809639))"
6,Fueling Station,37.79933,-122.42215,"(37.79933, -122.42215)",0,10200,10200,"POLYGON ((-122.426671 37.809639, -122.424876 37.810799, -122.425041162157 37.811001508766, -122.420612315115 37.8111121700604, -122.419224 37.808453, -122.418718 37.805932, -122.418281 37.804023, -122.417799 37.801267, -122.417587 37.800341, -122.420769 37.79993899999999, -122.420883 37.799902, -122.424275 37.799472, -122.424464 37.800402, -122.424835 37.802268, -122.425209 37.804133, -122.425628 37.806456, -122.426613 37.808152, -122.426671 37.809639))"
7,Ghirardelli Chocolate Marketplace,37.805706,-122.422322,"(37.805706, -122.422322)",0,10200,10200,"POLYGON ((-122.426671 37.809639, -122.424876 37.810799, -122.425041162157 37.811001508766, -122.420612315115 37.8111121700604, -122.419224 37.808453, -122.418718 37.805932, -122.418281 37.804023, -122.417799 37.801267, -122.417587 37.800341, -122.420769 37.79993899999999, -122.420883 37.799902, -122.424275 37.799472, -122.424464 37.800402, -122.424835 37.802268, -122.425209 37.804133, -122.425628 37.806456, -122.426613 37.808152, -122.426671 37.809639))"
8,Cafe Le,37.8021063655615,-122.424804344773,"(37.8021063655615, -122.424804344773)",0,10200,10200,"POLYGON ((-122.426671 37.809639, -122.424876 37.810799, -122.425041162157 37.811001508766, -122.420612315115 37.8111121700604, -122.419224 37.808453, -122.418718 37.805932, -122.418281 37.804023, -122.417799 37.801267, -122.417587 37.800341, -122.420769 37.79993899999999, -122.420883 37.799902, -122.424275 37.799472, -122.424464 37.800402, -122.424835 37.802268, -122.425209 37.804133, -122.425628 37.806456, -122.426613 37.808152, -122.426671 37.809639))"
9,The Cheese School of San Francisco,37.8058745,-122.4227503,"(37.8058745, -122.4227503)",0,10200,10200,"POLYGON ((-122.426671 37.809639, -122.424876 37.810799, -122.425041162157 37.811001508766, -122.420612315115 37.8111121700604, -122.419224 37.808453, -122.418718 37.805932, -122.418281 37.804023, -122.417799 37.801267, -122.417587 37.800341, -122.420769 37.79993899999999, -122.420883 37.799902, -122.424275 37.799472, -122.424464 37.800402, -122.424835 37.802268, -122.425209 37.804133, -122.425628 37.806456, -122.426613 37.808152, -122.426671 37.809639))"
10,SFAI Cafe,37.8037376403809,-122.417190551758,"(37.8037376403809, -122.417190551758)",0,10200,10200,"POLYGON ((-122.426671 37.809639, -122.424876 37.810799, -122.425041162157 37.811001508766, -122.420612315115 37.8111121700604, -122.419224 37.808453, -122.418718 37.805932, -122.418281 37.804023, -122.417799 37.801267, -122.417587 37.800341, -122.420769 37.79993899999999, -122.420883 37.799902, -122.424275 37.799472, -122.424464 37.800402, -122.424835 37.802268, -122.425209 37.804133, -122.425628 37.806456, -122.426613 37.808152, -122.426671 37.809639))"
11,Krispy Kreme,37.807733,-122.418347,"(37.807733, -122.418347)",0,10200,10200,"POLYGON ((-122.426671 37.809639, -122.424876 37.810799, -122.425041162157 37.811001508766, -122.420612315115 37.8111121700604, -122.419224 37.808453, -122.418718 37.805932, -122.418281 37.804023, -122.417799 37.801267, -122.417587 37.800341, -122.420769 37.79993899999999, -122.420883 37.799902, -122.424275 37.799472, -122.424464 37.800402, -122.424835 37.802268, -122.425209 37.804133, -122.425628 37.806456, -122.426613 37.808152, -122.426671 37.809639))"
12,Waterfront Bakery,37.807182,-122.419129,"(37.807182, -122.419129)",0,10200,10200,"POLYGON ((-122.426671 37.809639, -122.424876 37.810799, -122.425041162157 37.811001508766, -122.420612315115 37.8111121700604, -122.419224 37.808453, -122.418718 37.805932, -122.418281 37.804023, -122.417799 37.801267, -122.417587 37.800341, -122.420769 37.79993899999999, -122.420883 37.799902, -122.424275 37.799472, -122.424464 37.800402, -122.424835 37.802268, -122.425209 37.804133, -122.425628 37.806456, -122.426613 37.808152, -122.426671 37.809639))"
13,Surisan,37.80678,-122.41756,"(37.80678, -122.41756)",0,10200,10200,"POLYGON ((-122.426671 37.809639, -122.424876 37.810799, -122.425041162157 37.811001508766, -122.420612315115 37.8111121700604, -122.419224 37.808453, -122.418718 37.805932, -122.418281 37.804023, -122.417799 37.801267, -122.417587 37.800341, -122.420769 37.79993899999999, -122.420883 37.799902, -122.424275 37.799472, -122.424464 37.800402, -122.424835 37.802268, -122.425209 37.804133, -122.425628 37.806456, -122.426613 37.808152, -122.426671 37.809639))"
14,The Original Ghirardelli Ice Cream & Chocolate Shop,37.80585,-122.42292,"(37.80585, -122.42292)",0,10200,10200,"POLYGON ((-122.426671 37.809639, -122.424876 37.810799, -122.425041162157 37.811001508766, -122.420612315115 37.8111121700604, -122.419224 37.808453, -122.418718 37.805932, -122.418281 37.804023, -122.417799 37.801267, -122.417587 37.800341, -122.420769 37.79993899999999, -122.420883 37.799902, -122.424275 37.799472, -122.424464 37.800402, -122.424835 37.802268, -122.425209 37.804133, -122.425628 37.806456, -122.426613 37.808152, -122.426671 37.809639))"
15,Norman's Ice Cream & Freezes,37.80727,-122.41947,"(37.80727, -122.41947)",0,10200,10200,"POLYGON ((-122.426671 37.809639, -122.424876 37.810799, -122.425041162157 37.811001508766, -122.420612315115 37.8111121700604, -122.419224 37.808453, -122.418718 37.805932, -122.418281 37.804023, -122.417799 37.801267, -122.417587 37.800341, -122.420769 37.79993899999999, -122.420883 37.799902, -122.424275 37.799472, -122.424464 37.800402, -122.424835 37.802268, -122.425209 37.804133, -122.425628 37.806456, -122.426613 37.808152, -122.426671 37.809639))"
16,The Baked Bear,37.8072919,-122.417122,"(37.8072919, -122.417122)",0,10200,10200,"POLYGON ((-122.426671 37.809639, -122.424876 37.810799, -122.425041162157 37.811001508766, -122.420612315115 37.8111121700604, -122.419224 37.808453, -122.418718 37.805932, -122.418281 37.804023, -122.417799 37.801267, -122.417587 37.800341, -122.420769 37.79993899999999, -122.420883 37.799902, -122.424275 37.799472, -122.424464 37.800402, -122.424835 37.802268, -122.425209 37.804133, -122.425628 37.806456, -122.426613 37.808152, -122.426671 37.809639))"
17,Chestnut Diner,37.8022659569979,-122.425114139915,"(37.8022659569979, -122.425114139915)",0,10200,10200,"POLYGON ((-122.426671 37.809639, -122.424876 37.810799, -122.425041162157 37.811001508766, -122.420612315115 37.8111121700604, -122.419224 37.808453, -122.418718 37.805932, -122.418281 37.804023, -122.417799 37.801267, -122.417587 37.800341, -122.420769 37.79993899999999, -122.420883 37.799902, -122.424275 37.799472, -122.424464 37.800402, -122.424835 37.802268, -122.425209 37.804133, -122.425628 37.806456, -122.426613 37.808152, -122.426671 37.809639))"
18,Ghirardelli-On-The-Go at Ghirardelli Square,37.8062451,-122.4225629,"(37.8062451, -122.4225629)",0,10200,10200,"POLYGON ((-122.426671 37.809639, -122.424876 37.810799, -122.425041162157 37.811001508766, -122.420612315115 37.8111121700604, -122.419224 37.808453, -122.418718 37.805932, -122.418281 37.804023, -122.417799 37.801267, -122.417587 37.800341, -122.420769 37.79993899999999, -122.420883 37.799902, -122.424275 37.799472, -122.424464 37.800402, -122.424835 37.802268, -122.425209 37.804133, -122.425628 37.806456, -122.426613 37.808152, -122.426671 37.809639))"
19,Quickly,37.807388,-122.418541,"(37.807388, -122.418541)",0,10200,10200,"POLYGON ((-122.426671 37.809639, -122.424876 37.810799, -122.425041162157 37.811001508766, -122.420612315115 37.8111121700604, -122.419224 37.808453, -122.418718 37.805932, -122.418281 37.804023, -122.417799 37.801267, -122.417587 37.800341, -122.420769 37.79993899999999, -122.420883 37.799902, -122.424275 37.799472, -122.424464 37.800402, -122.424835 37.802268, -122.425209 37.804133, -122.425628 37.806456, -122.426613 37.808152, -122.426671 37.809639))"
20,The Coffee Movement,37.79483,-122.4103,"(37.79483, -122.4103)",1,11200,11200,"POLYGON ((-122.416292 37.793892, -122.415218 37.79402899999999, -122.411364 37.794527, -122.409722 37.794737, -122.409541 37.793852, -122.409171 37.792043, -122.412461 37.791627, -122.41575 37.791206, -122.415936 37.792133, -122.416113 37.793014, -122.416292 37.793892))"
21,Gallery Cafe,37.79474,-122.41118,"(37.79474, -122.41118)",1,11200,11200,"POLYGON ((-122.416292 37.793892, -122.415218 37.79402899999999, -122.411364 37.794527, -122.409722 37.794737, -122.409541 37.793852, -122.409171 37.792043, -122.412461 37.791627, -122.41575 37.791206, -122.415936 37.792133, -122.416113 37.793014, -122.416292 37.793892))"
22,Cafe Isabella,37.7954310178757,-122.413161545992,"(37.7954310178757, -122.413161545992)",1,11200,11200,"POLYGON ((-122.416292 37.793892, -122.415218 37.79402899999999, -122.411364 37.794527, -122.409722 37.794737, -122.409541 37.793852, -122.409171 37.792043, -122.412461 37.791627, -122.41575 37.791206, -122.415936 37.792133, -122.416113 37.793014, -122.416292 37.793892))"
23,Fresh Brew Coffee,37.79001,-122.41177,"(37.79001, -122.41177)",1,11200,11200,"POLYGON ((-122.416292 37.793892, -122.415218 37.79402899999999, -122.411364 37.794527, -122.409722 37.794737, -122.409541 37.793852, -122.409171 37.792043, -122.412461 37.791627, -122.41575 37.791206, -122.415936 37.792133, -122.416113 37.793014, -122.416292 37.793892))"
24,Early To Rise,37.7953932,-122.4131214,"(37.7953932, -122.4131214)",1,11200,11200,"POLYGON ((-122.416292 37.793892, -122.415218 37.79402899999999, -122.411364 37.794527, -122.409722 37.794737, -122.409541 37.793852, -122.409171 37.792043, -122.412461 37.791627, -122.41575 37.791206, -122.415936 37.792133, -122.416113 37.793014, -122.416292 37.793892))"
25,VJ Grocery,37.7933992477911,-122.412707064342,"(37.7933992477911, -122.412707064342)",1,11200,11200,"POLYGON ((-122.416292 37.793892, -122.415218 37.79402899999999, -122.411364 37.794527, -122.409722 37.794737, -122.409541 37.793852, -122.409171 37.792043, -122.412461 37.791627, -122.41575 37.791206, -122.415936 37.792133, -122.416113 37.793014, -122.416292 37.793892))"
26,The Big 4,37.7914644,-122.4121171,"(37.7914644, -122.4121171)",1,11200,11200,"POLYGON ((-122.416292 37.793892, -122.415218 37.79402899999999, -122.411364 37.794527, -122.409722 37.794737, -122.409541 37.793852, -122.409171 37.792043, -122.412461 37.791627, -122.41575 37.791206, -122.415936 37.792133, -122.416113 37.793014, -122.416292 37.793892))"
27,Estela's Donburi,37.7897658,-122.4119176,"(37.7897658, -122.4119176)",1,11200,11200,"POLYGON ((-122.416292 37.793892, -122.415218 37.79402899999999, -122.411364 37.794527, -122.409722 37.794737, -122.409541 37.793852, -122.409171 37.792043, -122.412461 37.791627, -122.41575 37.791206, -122.415936 37.792133, -122.416113 37.793014, -122.416292 37.793892))"
28,New Russian Hill Market,37.7959560602903,-122.414837926626,"(37.7959560602903, -122.414837926626)",1,11200,11200,"POLYGON ((-122.416292 37.793892, -122.415218 37.79402899999999, -122.411364 37.794527, -122.409722 37.794737, -122.409541 37.793852, -122.409171 37.792043, -122.412461 37.791627, -122.41575 37.791206, -122.415936 37.792133, -122.416113 37.793014, -122.416292 37.793892))"
29,Laurel Court Restaurant & Bar,37.7925711516883,-122.410250965607,"(37.7925711516883, -122.410250965607)",1,11200,11200,"POLYGON ((-122.416292 37.793892, -122.415218 37.79402899999999, -122.411364 37.794527, -122.409722 37.794737, -122.409541 37.793852, -122.409171 37.792043, -122.412461 37.791627, -122.41575 37.791206, -122.415936 37.792133, -122.416113 37.793014, -122.416292 37.793892))"
30,Pine-Taylor Market,37.790817,-122.4120708,"(37.790817, -122.4120708)",1,11200,11200,"POLYGON ((-122.416292 37.793892, -122.415218 37.79402899999999, -122.411364 37.794527, -122.409722 37.794737, -122.409541 37.793852, -122.409171 37.792043, -122.412461 37.791627, -122.41575 37.791206, -122.415936 37.792133, -122.416113 37.793014, -122.416292 37.793892))"
31,Pine & Jones Market,37.79064,-122.41412,"(37.79064, -122.41412)",1,11200,11200,"POLYGON ((-122.416292 37.793892, -122.415218 37.79402899999999, -122.411364 37.794527, -122.409722 37.794737, -122.409541 37.793852, -122.409171 37.792043, -122.412461 37.791627, -122.41575 37.791206, -122.415936 37.792133, -122.416113 37.793014, -122.416292 37.793892))"
32,Bush Market,37.79,-122.41084,"(37.79, -122.41084)",1,11200,11200,"POLYGON ((-122.416292 37.793892, -122.415218 37.79402899999999, -122.411364 37.794527, -122.409722 37.794737, -122.409541 37.793852, -122.409171 37.792043, -122.412461 37.791627, -122.41575 37.791206, -122.415936 37.792133, -122.416113 37.793014, -122.416292 37.793892))"
33,Top of the Mark,37.791995,-122.410223,"(37.791995, -122.410223)",1,11200,11200,"POLYGON ((-122.416292 37.793892, -122.415218 37.79402899999999, -122.411364 37.794527, -122.409722 37.794737, -122.409541 37.793852, -122.409171 37.792043, -122.412461 37.791627, -122.41575 37.791206, -122.415936 37.792133, -122.416113 37.793014, -122.416292 37.793892))"
34,Nob Hill Club,37.791493,-122.410218,"(37.791493, -122.410218)",1,11200,11200,"POLYGON ((-122.416292 37.793892, -122.415218 37.79402899999999, -122.411364 37.794527, -122.409722 37.794737, -122.409541 37.793852, -122.409171 37.792043, -122.412461 37.791627, -122.41575 37.791206, -122.415936 37.792133, -122.416113 37.793014, -122.416292 37.793892))"
35,Philz Coffee,37.78135,-122.41684,"(37.78135, -122.41684)",2,12401,12401,"POLYGON ((-122.417707 37.784236, -122.416072 37.784449, -122.41443 37.784657, -122.414242 37.783724, -122.414054 37.782794, -122.413866 37.781863, -122.415505 37.781654, -122.417146 37.781447, -122.417339 37.782379, -122.417707 37.784236))"
36,Urbean,37.7809433,-122.4144406,"(37.7809433, -122.4144406)",2,12401,12401,"POLYGON ((-122.417707 37.784236, -122.416072 37.784449, -122.41443 37.784657, -122.414242 37.783724, -122.414054 37.782794, -122.413866 37.781863, -122.415505 37.781654, -122.417146 37.781447, -122.417339 37.782379, -122.417707 37.784236))"
37,The Coffeesmith,37.7812725,-122.4173201,"(37.7812725, -122.4173201)",2,12401,12401,"POLYGON ((-122.417707 37.784236, -122.416072 37.784449, -122.41443 37.784657, -122.414242 37.783724, -122.414054 37.782794, -122.413866 37.781863, -122.415505 37.781654, -122.417146 37.781447, -122.417339 37.782379, -122.417707 37.784236))"
38,Tu Kim Coffee Shop,37.7842706,-122.4163378,"(37.7842706, -122.4163378)",2,12401,12401,"POLYGON ((-122.417707 37.784236, -122.416072 37.784449, -122.41443 37.784657, -122.414242 37.783724, -122.414054 37.782794, -122.413866 37.781863, -122.415505 37.781654, -122.417146 37.781447, -122.417339 37.782379, -122.417707 37.784236))"
39,Morty's Delicatessen,37.78188,-122.41522,"(37.78188, -122.41522)",2,12401,12401,"POLYGON ((-122.417707 37.784236, -122.416072 37.784449, -122.41443 37.784657, -122.414242 37.783724, -122.414054 37.782794, -122.413866 37.781863, -122.415505 37.781654, -122.417146 37.781447, -122.417339 37.782379, -122.417707 37.784236))"
40,George And Lennie,37.7815648,-122.4150428,"(37.7815648, -122.4150428)",2,12401,12401,"POLYGON ((-122.417707 37.784236, -122.416072 37.784449, -122.41443 37.784657, -122.414242 37.783724, -122.414054 37.782794, -122.413866 37.781863, -122.415505 37.781654, -122.417146 37.781447, -122.417339 37.782379, -122.417707 37.784236))"
41,Gateway Croissant,37.7815197408199,-122.416881099343,"(37.7815197408199, -122.416881099343)",2,12401,12401,"POLYGON ((-122.417707 37.784236, -122.416072 37.784449, -122.41443 37.784657, -122.414242 37.783724, -122.414054 37.782794, -122.413866 37.781863, -122.415505 37.781654, -122.417146 37.781447, -122.417339 37.782379, -122.417707 37.784236))"
42,Mong Thu Cafe,37.7831896,-122.415642,"(37.7831896, -122.415642)",2,12401,12401,"POLYGON ((-122.417707 37.784236, -122.416072 37.784449, -122.41443 37.784657, -122.414242 37.783724, -122.414054 37.782794, -122.413866 37.781863, -122.415505 37.781654, -122.417146 37.781447, -122.417339 37.782379, -122.417707 37.784236))"
43,Golden Era Vegan Restaurant,37.7814734450825,-122.416835837066,"(37.7814734450825, -122.416835837066)",2,12401,12401,"POLYGON ((-122.417707 37.784236, -122.416072 37.784449, -122.41443 37.784657, -122.414242 37.783724, -122.414054 37.782794, -122.413866 37.781863, -122.415505 37.781654, -122.417146 37.781447, -122.417339 37.782379, -122.417707 37.784236))"
44,Slingshot,37.781710067093,-122.417064321143,"(37.781710067093, -122.417064321143)",2,12401,12401,"POLYGON ((-122.417707 37.784236, -122.416072 37.784449, -122.41443 37.784657, -122.414242 37.783724, -122.414054 37.782794, -122.413866 37.781863, -122.415505 37.781654, -122.417146 37.781447, -122.417339 37.782379, -122.417707 37.784236))"
45,Sing Sing Sandwich Shop,37.78382,-122.41616,"(37.78382, -122.41616)",2,12401,12401,"POLYGON ((-122.417707 37.784236, -122.416072 37.784449, -122.41443 37.784657, -122.414242 37.783724, -122.414054 37.782794, -122.413866 37.781863, -122.415505 37.781654, -122.417146 37.781447, -122.417339 37.782379, -122.417707 37.784236))"
46,Allstar Donuts & Burgers,37.7819,-122.41537,"(37.7819, -122.41537)",2,12401,12401,"POLYGON ((-122.417707 37.784236, -122.416072 37.784449, -122.41443 37.784657, -122.414242 37.783724, -122.414054 37.782794, -122.413866 37.781863, -122.415505 37.781654, -122.417146 37.781447, -122.417339 37.782379, -122.417707 37.784236))"
47,Law Cafe,37.780934,-122.4156281,"(37.780934, -122.4156281)",2,12401,12401,"POLYGON ((-122.417707 37.784236, -122.416072 37.784449, -122.41443 37.784657, -122.414242 37.783724, -122.414054 37.782794, -122.413866 37.781863, -122.415505 37.781654, -122.417146 37.781447, -122.417339 37.782379, -122.417707 37.784236))"
48,Hyde & Turk Market,37.78235,-122.41587,"(37.78235, -122.41587)",2,12401,12401,"POLYGON ((-122.417707 37.784236, -122.416072 37.784449, -122.41443 37.784657, -122.414242 37.783724, -122.414054 37.782794, -122.413866 37.781863, -122.415505 37.781654, -122.417146 37.781447, -122.417339 37.782379, -122.417707 37.784236))"
49,Sai Jai Thai Restaurant,37.78495,-122.41738,"(37.78495, -122.41738)",2,12401,12401,"POLYGON ((-122.417707 37.784236, -122.416072 37.784449, -122.41443 37.784657, -122.414242 37.783724, -122.414054 37.782794, -122.413866 37.781863, -122.415505 37.781654, -122.417146 37.781447, -122.417339 37.782379, -122.417707 37.784236))"
50,Hiep-Thanh Market,37.78463,-122.41755,"(37.78463, -122.41755)",2,12401,12401,"POLYGON ((-122.417707 37.784236, -122.416072 37.784449, -122.41443 37.784657, -122.414242 37.783724, -122.414054 37.782794, -122.413866 37.781863, -122.415505 37.781654, -122.417146 37.781447, -122.417339 37.782379, -122.417707 37.784236))"
51,AIDS Health Alliance Cafe,37.781182,-122.415841,"(37.781182, -122.415841)",2,12401,12401,"POLYGON ((-122.417707 37.784236, -122.416072 37.784449, -122.41443 37.784657, -122.414242 37.783724, -122.414054 37.782794, -122.413866 37.781863, -122.415505 37.781654, -122.417146 37.781447, -122.417339 37.782379, -122.417707 37.784236))"
52,Tuong Phong Market,37.784595489502,-122.416656494141,"(37.784595489502, -122.416656494141)",2,12401,12401,"POLYGON ((-122.417707 37.784236, -122.416072 37.784449, -122.41443 37.784657, -122.414242 37.783724, -122.414054 37.782794, -122.413866 37.781863, -122.415505 37.781654, -122.417146 37.781447, -122.417339 37.782379, -122.417707 37.784236))"
53,Amigo's Market,37.7848,-122.41471,"(37.7848, -122.41471)",2,12401,12401,"POLYGON ((-122.417707 37.784236, -122.416072 37.784449, -122.41443 37.784657, -122.414242 37.783724, -122.414054 37.782794, -122.413866 37.781863, -122.415505 37.781654, -122.417146 37.781447, -122.417339 37.782379, -122.417707 37.784236))"
54,Hyde-O'Farrell Market,37.78522,-122.4165,"(37.78522, -122.4165)",2,12401,12401,"POLYGON ((-122.417707 37.784236, -122.416072 37.784449, -122.41443 37.784657, -122.414242 37.783724, -122.414054 37.782794, -122.413866 37.781863, -122.415505 37.781654, -122.417146 37.781447, -122.417339 37.782379, -122.417707 37.784236))"
55,As Quoted,37.78728,-122.45218,"(37.78728, -122.45218)",3,13300,13300,"POLYGON ((-122.459476 37.789711, -122.45274 37.790974, -122.4463 37.791879, -122.446117 37.790999, -122.445934 37.790119, -122.445758 37.789248, -122.445589 37.788364, -122.445402 37.787438, -122.450118 37.786838, -122.454774 37.786244, -122.45505 37.786209, -122.459179 37.785682, -122.459388 37.788405, -122.459476 37.789711))"
56,Starbucks,37.786261,-122.453194,"(37.786261, -122.453194)",3,13300,13300,"POLYGON ((-122.459476 37.789711, -122.45274 37.790974, -122.4463 37.791879, -122.446117 37.790999, -122.445934 37.790119, -122.445758 37.789248, -122.445589 37.788364, -122.445402 37.787438, -122.450118 37.786838, -122.454774 37.786244, -122.45505 37.786209, -122.459179 37.785682, -122.459388 37.788405, -122.459476 37.789711))"
57,Peet's Coffee,37.786633,-122.45047,"(37.786633, -122.45047)",3,13300,13300,"POLYGON ((-122.459476 37.789711, -122.45274 37.790974, -122.4463 37.791879, -122.446117 37.790999, -122.445934 37.790119, -122.445758 37.789248, -122.445589 37.788364, -122.445402 37.787438, -122.450118 37.786838, -122.454774 37.786244, -122.45505 37.786209, -122.459179 37.785682, -122.459388 37.788405, -122.459476 37.789711))"
58,Rigolo Café,37.7865423,-122.4511323,"(37.7865423, -122.4511323)",3,13300,13300,"POLYGON ((-122.459476 37.789711, -122.45274 37.790974, -122.4463 37.791879, -122.446117 37.790999, -122.445934 37.790119, -122.445758 37.789248, -122.445589 37.788364, -122.445402 37.787438, -122.450118 37.786838, -122.454774 37.786244, -122.45505 37.786209, -122.459179 37.785682, -122.459388 37.788405, -122.459476 37.789711))"
59,Sweet Things,37.78608,-122.45275,"(37.78608, -122.45275)",3,13300,13300,"POLYGON ((-122.459476 37.789711, -122.45274 37.790974, -122.4463 37.791879, -122.446117 37.790999, -122.445934 37.790119, -122.445758 37.789248, -122.445589 37.788364, -122.445402 37.787438, -122.450118 37.786838, -122.454774 37.786244, -122.45505 37.786209, -122.459179 37.785682, -122.459388 37.788405, -122.459476 37.789711))"
60,Picnix Bistro,37.78722,-122.45638,"(37.78722, -122.45638)",3,13300,13300,"POLYGON ((-122.459476 37.789711, -122.45274 37.790974, -122.4463 37.791879, -122.446117 37.790999, -122.445934 37.790119, -122.445758 37.789248, -122.445589 37.788364, -122.445402 37.787438, -122.450118 37.786838, -122.454774 37.786244, -122.45505 37.786209, -122.459179 37.785682, -122.459388 37.788405, -122.459476 37.789711))"
61,Magic Flute Ristorante,37.787162,-122.453086,"(37.787162, -122.453086)",3,13300,13300,"POLYGON ((-122.459476 37.789711, -122.45274 37.790974, -122.4463 37.791879, -122.446117 37.790999, -122.445934 37.790119, -122.445758 37.789248, -122.445589 37.788364, -122.445402 37.787438, -122.450118 37.786838, -122.454774 37.786244, -122.45505 37.786209, -122.459179 37.785682, -122.459388 37.788405, -122.459476 37.789711))"
62,Bryan's Grocery,37.78653,-122.45085,"(37.78653, -122.45085)",3,13300,13300,"POLYGON ((-122.459476 37.789711, -122.45274 37.790974, -122.4463 37.791879, -122.446117 37.790999, -122.445934 37.790119, -122.445758 37.789248, -122.445589 37.788364, -122.445402 37.787438, -122.450118 37.786838, -122.454774 37.786244, -122.45505 37.786209, -122.459179 37.785682, -122.459388 37.788405, -122.459476 37.789711))"
63,Trader Joe's,37.7833841121786,-122.447852470813,"(37.7833841121786, -122.447852470813)",3,13300,13300,"POLYGON ((-122.459476 37.789711, -122.45274 37.790974, -122.4463 37.791879, -122.446117 37.790999, -122.445934 37.790119, -122.445758 37.789248, -122.445589 37.788364, -122.445402 37.787438, -122.450118 37.786838, -122.454774 37.786244, -122.45505 37.786209, -122.459179 37.785682, -122.459388 37.788405, -122.459476 37.789711))"
64,Vixi,37.7861360012484,-122.453669942915,"(37.7861360012484, -122.453669942915)",3,13300,13300,"POLYGON ((-122.459476 37.789711, -122.45274 37.790974, -122.4463 37.791879, -122.446117 37.790999, -122.445934 37.790119, -122.445758 37.789248, -122.445589 37.788364, -122.445402 37.787438, -122.450118 37.786838, -122.454774 37.786244, -122.45505 37.786209, -122.459179 37.785682, -122.459388 37.788405, -122.459476 37.789711))"
65,Walgreens,37.786155,-122.453537059137,"(37.786155, -122.453537059137)",3,13300,13300,"POLYGON ((-122.459476 37.789711, -122.45274 37.790974, -122.4463 37.791879, -122.446117 37.790999, -122.445934 37.790119, -122.445758 37.789248, -122.445589 37.788364, -122.445402 37.787438, -122.450118 37.786838, -122.454774 37.786244, -122.45505 37.786209, -122.459179 37.785682, -122.459388 37.788405, -122.459476 37.789711))"
