,name,lat,lng,location,census_idx,census_tract,TRACTCE,polys
819,Neighbor Bakehouse,37.759631,-122.388171,"(37.759631, -122.388171)",82,980900,980900,"POLYGON ((-122.406952 37.740495, -122.40459 37.744126, -122.403561 37.747762, -122.403569 37.749475, -122.402605 37.750558, -122.396408 37.751179, -122.394587 37.752427, -122.390683 37.752663, -122.381711 37.753186, -122.380985 37.753228, -122.378560351096 37.7535517721854, -122.376716 37.752094, -122.376241 37.748523, -122.373364367386 37.7457632793685, -122.376847 37.740192, -122.37911 37.73768, -122.380887 37.738828, -122.381558 37.738123, -122.385282 37.74024, -122.387143 37.741297, -122.387705 37.742697, -122.389425 37.738803, -122.391268 37.739853, -122.394093 37.736729, -122.395945 37.737784, -122.399685 37.739902, -122.406853 37.73805, -122.406952 37.740495))"
820,Karma Cafe,37.77359,-122.44781,"(37.77359, -122.44781)",83,15700,15700,"POLYGON ((-122.455217 37.777599, -122.453385 37.77782699999999, -122.454186 37.781651, -122.447302 37.782392, -122.445826 37.782512, -122.442793 37.782885, -122.441512 37.782096, -122.440958 37.779364, -122.442053 37.779244, -122.441866 37.7783, -122.441488 37.776435, -122.44478 37.776017, -122.446471 37.775802, -122.448068 37.775599, -122.451358 37.775175, -122.454683 37.774755, -122.455217 37.777599))"
821,Central Coffee Tea & Spice,37.7742194384336,-122.444210797548,"(37.7742194384336, -122.444210797548)",83,15700,15700,"POLYGON ((-122.455217 37.777599, -122.453385 37.77782699999999, -122.454186 37.781651, -122.447302 37.782392, -122.445826 37.782512, -122.442793 37.782885, -122.441512 37.782096, -122.440958 37.779364, -122.442053 37.779244, -122.441866 37.7783, -122.441488 37.776435, -122.44478 37.776017, -122.446471 37.775802, -122.448068 37.775599, -122.451358 37.775175, -122.454683 37.774755, -122.455217 37.777599))"
822,Amitis Café,37.77384,-122.44583,"(37.77384, -122.44583)",83,15700,15700,"POLYGON ((-122.455217 37.777599, -122.453385 37.77782699999999, -122.454186 37.781651, -122.447302 37.782392, -122.445826 37.782512, -122.442793 37.782885, -122.441512 37.782096, -122.440958 37.779364, -122.442053 37.779244, -122.441866 37.7783, -122.441488 37.776435, -122.44478 37.776017, -122.446471 37.775802, -122.448068 37.775599, -122.451358 37.775175, -122.454683 37.774755, -122.455217 37.777599))"
823,Starbucks,37.77566,-122.44621,"(37.77566, -122.44621)",83,15700,15700,"POLYGON ((-122.455217 37.777599, -122.453385 37.77782699999999, -122.454186 37.781651, -122.447302 37.782392, -122.445826 37.782512, -122.442793 37.782885, -122.441512 37.782096, -122.440958 37.779364, -122.442053 37.779244, -122.441866 37.7783, -122.441488 37.776435, -122.44478 37.776017, -122.446471 37.775802, -122.448068 37.775599, -122.451358 37.775175, -122.454683 37.774755, -122.455217 37.777599))"
824,Sacred Grounds Coffee House,37.7732469785941,-122.450822991891,"(37.7732469785941, -122.450822991891)",83,15700,15700,"POLYGON ((-122.455217 37.777599, -122.453385 37.77782699999999, -122.454186 37.781651, -122.447302 37.782392, -122.445826 37.782512, -122.442793 37.782885, -122.441512 37.782096, -122.440958 37.779364, -122.442053 37.779244, -122.441866 37.7783, -122.441488 37.776435, -122.44478 37.776017, -122.446471 37.775802, -122.448068 37.775599, -122.451358 37.775175, -122.454683 37.774755, -122.455217 37.777599))"
825,Manitas Cafe,37.77351,-122.45071,"(37.77351, -122.45071)",83,15700,15700,"POLYGON ((-122.455217 37.777599, -122.453385 37.77782699999999, -122.454186 37.781651, -122.447302 37.782392, -122.445826 37.782512, -122.442793 37.782885, -122.441512 37.782096, -122.440958 37.779364, -122.442053 37.779244, -122.441866 37.7783, -122.441488 37.776435, -122.44478 37.776017, -122.446471 37.775802, -122.448068 37.775599, -122.451358 37.775175, -122.454683 37.774755, -122.455217 37.777599))"
826,Cross Roads Cafe,37.776551,-122.450652,"(37.776551, -122.450652)",83,15700,15700,"POLYGON ((-122.455217 37.777599, -122.453385 37.77782699999999, -122.454186 37.781651, -122.447302 37.782392, -122.445826 37.782512, -122.442793 37.782885, -122.441512 37.782096, -122.440958 37.779364, -122.442053 37.779244, -122.441866 37.7783, -122.441488 37.776435, -122.44478 37.776017, -122.446471 37.775802, -122.448068 37.775599, -122.451358 37.775175, -122.454683 37.774755, -122.455217 37.777599))"
827,Black/Jasmine,37.7774604,-122.4431929,"(37.7774604, -122.4431929)",83,15700,15700,"POLYGON ((-122.455217 37.777599, -122.453385 37.77782699999999, -122.454186 37.781651, -122.447302 37.782392, -122.445826 37.782512, -122.442793 37.782885, -122.441512 37.782096, -122.440958 37.779364, -122.442053 37.779244, -122.441866 37.7783, -122.441488 37.776435, -122.44478 37.776017, -122.446471 37.775802, -122.448068 37.775599, -122.451358 37.775175, -122.454683 37.774755, -122.455217 37.777599))"
828,Lucky,37.7760730988901,-122.446048481662,"(37.7760730988901, -122.446048481662)",83,15700,15700,"POLYGON ((-122.455217 37.777599, -122.453385 37.77782699999999, -122.454186 37.781651, -122.447302 37.782392, -122.445826 37.782512, -122.442793 37.782885, -122.441512 37.782096, -122.440958 37.779364, -122.442053 37.779244, -122.441866 37.7783, -122.441488 37.776435, -122.44478 37.776017, -122.446471 37.775802, -122.448068 37.775599, -122.451358 37.775175, -122.454683 37.774755, -122.455217 37.777599))"
829,Café Kendrick,37.7748757,-122.4526443,"(37.7748757, -122.4526443)",83,15700,15700,"POLYGON ((-122.455217 37.777599, -122.453385 37.77782699999999, -122.454186 37.781651, -122.447302 37.782392, -122.445826 37.782512, -122.442793 37.782885, -122.441512 37.782096, -122.440958 37.779364, -122.442053 37.779244, -122.441866 37.7783, -122.441488 37.776435, -122.44478 37.776017, -122.446471 37.775802, -122.448068 37.775599, -122.451358 37.775175, -122.454683 37.774755, -122.455217 37.777599))"
830,Barrel Head Brewhouse,37.7757521780078,-122.446032238623,"(37.7757521780078, -122.446032238623)",83,15700,15700,"POLYGON ((-122.455217 37.777599, -122.453385 37.77782699999999, -122.454186 37.781651, -122.447302 37.782392, -122.445826 37.782512, -122.442793 37.782885, -122.441512 37.782096, -122.440958 37.779364, -122.442053 37.779244, -122.441866 37.7783, -122.441488 37.776435, -122.44478 37.776017, -122.446471 37.775802, -122.448068 37.775599, -122.451358 37.775175, -122.454683 37.774755, -122.455217 37.777599))"
831,Nopa Corner Market,37.77597,-122.44325,"(37.77597, -122.44325)",83,15700,15700,"POLYGON ((-122.455217 37.777599, -122.453385 37.77782699999999, -122.454186 37.781651, -122.447302 37.782392, -122.445826 37.782512, -122.442793 37.782885, -122.441512 37.782096, -122.440958 37.779364, -122.442053 37.779244, -122.441866 37.7783, -122.441488 37.776435, -122.44478 37.776017, -122.446471 37.775802, -122.448068 37.775599, -122.451358 37.775175, -122.454683 37.774755, -122.455217 37.777599))"
832,Parkside Market,37.7744611,-122.4429527,"(37.7744611, -122.4429527)",83,15700,15700,"POLYGON ((-122.455217 37.777599, -122.453385 37.77782699999999, -122.454186 37.781651, -122.447302 37.782392, -122.445826 37.782512, -122.442793 37.782885, -122.441512 37.782096, -122.440958 37.779364, -122.442053 37.779244, -122.441866 37.7783, -122.441488 37.776435, -122.44478 37.776017, -122.446471 37.775802, -122.448068 37.775599, -122.451358 37.775175, -122.454683 37.774755, -122.455217 37.777599))"
833,Cindy's Market,37.7733892947435,-122.450827807188,"(37.7733892947435, -122.450827807188)",83,15700,15700,"POLYGON ((-122.455217 37.777599, -122.453385 37.77782699999999, -122.454186 37.781651, -122.447302 37.782392, -122.445826 37.782512, -122.442793 37.782885, -122.441512 37.782096, -122.440958 37.779364, -122.442053 37.779244, -122.441866 37.7783, -122.441488 37.776435, -122.44478 37.776017, -122.446471 37.775802, -122.448068 37.775599, -122.451358 37.775175, -122.454683 37.774755, -122.455217 37.777599))"
834,Caffe Trieste,37.798666,-122.407322,"(37.798666, -122.407322)",84,10400,10400,"POLYGON ((-122.414877 37.803542, -122.411581 37.803963, -122.408332 37.804367, -122.406625 37.804535, -122.405174 37.804763, -122.404798 37.802901, -122.40316 37.803098, -122.40279 37.80124199999999, -122.402421 37.799382, -122.405645 37.798969, -122.406024 37.800835, -122.406199 37.80172, -122.40777 37.801571, -122.411019 37.80117, -122.411376 37.801125, -122.412908 37.802184, -122.414877 37.803542))"
835,Norcina,37.8060941,-122.4060541,"(37.8060941, -122.4060541)",84,10400,10400,"POLYGON ((-122.414877 37.803542, -122.411581 37.803963, -122.408332 37.804367, -122.406625 37.804535, -122.405174 37.804763, -122.404798 37.802901, -122.40316 37.803098, -122.40279 37.80124199999999, -122.402421 37.799382, -122.405645 37.798969, -122.406024 37.800835, -122.406199 37.80172, -122.40777 37.801571, -122.411019 37.80117, -122.411376 37.801125, -122.412908 37.802184, -122.414877 37.803542))"
836,Family Cafe,37.79852,-122.40739,"(37.79852, -122.40739)",84,10400,10400,"POLYGON ((-122.414877 37.803542, -122.411581 37.803963, -122.408332 37.804367, -122.406625 37.804535, -122.405174 37.804763, -122.404798 37.802901, -122.40316 37.803098, -122.40279 37.80124199999999, -122.402421 37.799382, -122.405645 37.798969, -122.406024 37.800835, -122.406199 37.80172, -122.40777 37.801571, -122.411019 37.80117, -122.411376 37.801125, -122.412908 37.802184, -122.414877 37.803542))"
837,The Baked Bear,37.798138,-122.407257,"(37.798138, -122.407257)",84,10400,10400,"POLYGON ((-122.414877 37.803542, -122.411581 37.803963, -122.408332 37.804367, -122.406625 37.804535, -122.405174 37.804763, -122.404798 37.802901, -122.40316 37.803098, -122.40279 37.80124199999999, -122.402421 37.799382, -122.405645 37.798969, -122.406024 37.800835, -122.406199 37.80172, -122.40777 37.801571, -122.411019 37.80117, -122.411376 37.801125, -122.412908 37.802184, -122.414877 37.803542))"
838,Lotus Bakeries North America,37.806186,-122.406022,"(37.806186, -122.406022)",84,10400,10400,"POLYGON ((-122.414877 37.803542, -122.411581 37.803963, -122.408332 37.804367, -122.406625 37.804535, -122.405174 37.804763, -122.404798 37.802901, -122.40316 37.803098, -122.40279 37.80124199999999, -122.402421 37.799382, -122.405645 37.798969, -122.406024 37.800835, -122.406199 37.80172, -122.40777 37.801571, -122.411019 37.80117, -122.411376 37.801125, -122.412908 37.802184, -122.414877 37.803542))"
839,Tan's Cafe III,37.8053172,-122.4077918,"(37.8053172, -122.4077918)",84,10400,10400,"POLYGON ((-122.414877 37.803542, -122.411581 37.803963, -122.408332 37.804367, -122.406625 37.804535, -122.405174 37.804763, -122.404798 37.802901, -122.40316 37.803098, -122.40279 37.80124199999999, -122.402421 37.799382, -122.405645 37.798969, -122.406024 37.800835, -122.406199 37.80172, -122.40777 37.801571, -122.411019 37.80117, -122.411376 37.801125, -122.412908 37.802184, -122.414877 37.803542))"
840,Park Tavern,37.80113,-122.409,"(37.80113, -122.409)",84,10400,10400,"POLYGON ((-122.414877 37.803542, -122.411581 37.803963, -122.408332 37.804367, -122.406625 37.804535, -122.405174 37.804763, -122.404798 37.802901, -122.40316 37.803098, -122.40279 37.80124199999999, -122.402421 37.799382, -122.405645 37.798969, -122.406024 37.800835, -122.406199 37.80172, -122.40777 37.801571, -122.411019 37.80117, -122.411376 37.801125, -122.412908 37.802184, -122.414877 37.803542))"
841,Philz Coffee,37.79749,-122.4218,"(37.79749, -122.4218)",85,10900,10900,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))"
842,Nook,37.79473,-122.41798,"(37.79473, -122.41798)",85,10900,10900,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))"
843,The Soapbox Cafe,37.79748,-122.41847,"(37.79748, -122.41847)",85,10900,10900,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))"
844,Royal Ground Coffee,37.79716,-122.42173,"(37.79716, -122.42173)",85,10900,10900,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))"
845,Starbucks,37.796758,-122.422096,"(37.796758, -122.422096)",85,10900,10900,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))"
846,Basik Cafe,37.7946574694958,-122.421409673989,"(37.7946574694958, -122.421409673989)",85,10900,10900,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))"
847,Peet's Coffee,37.796492,-122.422077,"(37.796492, -122.422077)",85,10900,10900,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))"
848,Sidewalk Café,37.7951113090751,-122.421882078052,"(37.7951113090751, -122.421882078052)",85,10900,10900,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))"
849,Split,37.79798,-122.42195,"(37.79798, -122.42195)",85,10900,10900,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))"
850,Swensen's Ice Cream,37.799191,-122.419276,"(37.799191, -122.419276)",85,10900,10900,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))"
851,Teaspoon,37.7963159707234,-122.421975955367,"(37.7963159707234, -122.421975955367)",85,10900,10900,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))"
852,The New Spot On Polk,37.798839,-122.422409,"(37.798839, -122.422409)",85,10900,10900,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))"
853,Loving Cup,37.798653,-122.422157,"(37.798653, -122.422157)",85,10900,10900,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))"
854,Blue Barn Gourmet,37.797486,-122.422348,"(37.797486, -122.422348)",85,10900,10900,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))"
855,Smoke Signals,37.79726,-122.42221,"(37.79726, -122.42221)",85,10900,10900,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))"
856,Woods Polk Station,37.7976772,-122.4224784,"(37.7976772, -122.4224784)",85,10900,10900,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))"
857,Searchlight Market,37.799055352807,-122.418968528509,"(37.799055352807, -122.418968528509)",85,10900,10900,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))"
858,Coffee Magic,37.727912902832,-122.425117492676,"(37.727912902832, -122.425117492676)",86,26002,26002,"POLYGON ((-122.431801 37.728249, -122.431294 37.72873, -122.43039 37.728547, -122.424199 37.728736, -122.423336 37.727792, -122.421847 37.724199, -122.423807 37.723691, -122.424771 37.722172, -122.428074 37.723591, -122.426912 37.725151, -122.432447 37.727637, -122.431801 37.728249))"
859,Manila Oriental Market,37.7304191589355,-122.428932189941,"(37.7304191589355, -122.428932189941)",86,26002,26002,"POLYGON ((-122.431801 37.728249, -122.431294 37.72873, -122.43039 37.728547, -122.424199 37.728736, -122.423336 37.727792, -122.421847 37.724199, -122.423807 37.723691, -122.424771 37.722172, -122.428074 37.723591, -122.426912 37.725151, -122.432447 37.727637, -122.431801 37.728249))"
860,Home Coffee Roasters,37.782323,-122.480993,"(37.782323, -122.480993)",87,47701,47701,"POLYGON ((-122.489019 37.779977, -122.483667 37.780207, -122.482598 37.780265, -122.479388 37.780403, -122.479241 37.778408, -122.479106 37.776546, -122.482318 37.7764, -122.488741 37.776107, -122.488876 37.777972, -122.489019 37.779977))"
861,ilana Coffee,37.7822914,-122.4841766,"(37.7822914, -122.4841766)",87,47701,47701,"POLYGON ((-122.489019 37.779977, -122.483667 37.780207, -122.482598 37.780265, -122.479388 37.780403, -122.479241 37.778408, -122.479106 37.776546, -122.482318 37.7764, -122.488741 37.776107, -122.488876 37.777972, -122.489019 37.779977))"
862,Turtle Tower,37.78057,-122.48087,"(37.78057, -122.48087)",87,47701,47701,"POLYGON ((-122.489019 37.779977, -122.483667 37.780207, -122.482598 37.780265, -122.479388 37.780403, -122.479241 37.778408, -122.479106 37.776546, -122.482318 37.7764, -122.488741 37.776107, -122.488876 37.777972, -122.489019 37.779977))"
863,Seakor Polish Delicatessen,37.7799501,-122.483546,"(37.7799501, -122.483546)",87,47701,47701,"POLYGON ((-122.489019 37.779977, -122.483667 37.780207, -122.482598 37.780265, -122.479388 37.780403, -122.479241 37.778408, -122.479106 37.776546, -122.482318 37.7764, -122.488741 37.776107, -122.488876 37.777972, -122.489019 37.779977))"
864,Golden Gate Farmer’s Market & Deli,37.780394,-122.4822803,"(37.780394, -122.4822803)",87,47701,47701,"POLYGON ((-122.489019 37.779977, -122.483667 37.780207, -122.482598 37.780265, -122.479388 37.780403, -122.479241 37.778408, -122.479106 37.776546, -122.482318 37.7764, -122.488741 37.776107, -122.488876 37.777972, -122.489019 37.779977))"
865,Honey B Tea House,37.78186,-122.48289,"(37.78186, -122.48289)",87,47701,47701,"POLYGON ((-122.489019 37.779977, -122.483667 37.780207, -122.482598 37.780265, -122.479388 37.780403, -122.479241 37.778408, -122.479106 37.776546, -122.482318 37.7764, -122.488741 37.776107, -122.488876 37.777972, -122.489019 37.779977))"
866,Bill's Place,37.7818,-122.48415,"(37.7818, -122.48415)",87,47701,47701,"POLYGON ((-122.489019 37.779977, -122.483667 37.780207, -122.482598 37.780265, -122.479388 37.780403, -122.479241 37.778408, -122.479106 37.776546, -122.482318 37.7764, -122.488741 37.776107, -122.488876 37.777972, -122.489019 37.779977))"
867,Bai Som Thai Kitchen,37.7820015,-122.4820786,"(37.7820015, -122.4820786)",87,47701,47701,"POLYGON ((-122.489019 37.779977, -122.483667 37.780207, -122.482598 37.780265, -122.479388 37.780403, -122.479241 37.778408, -122.479106 37.776546, -122.482318 37.7764, -122.488741 37.776107, -122.488876 37.777972, -122.489019 37.779977))"
868,Beanstalk Cafe,37.7901517599821,-122.409288436174,"(37.7901517599821, -122.409288436174)",88,11902,11902,"POLYGON ((-122.412461 37.791627, -122.409171 37.792043, -122.407536 37.792249, -122.40734 37.791296, -122.407149 37.790366, -122.408786 37.79016, -122.412076 37.78973999999999, -122.412266 37.790673, -122.412461 37.791627))"
869,Starbucks,37.789145,-122.408456,"(37.789145, -122.408456)",88,11902,11902,"POLYGON ((-122.412461 37.791627, -122.409171 37.792043, -122.407536 37.792249, -122.40734 37.791296, -122.407149 37.790366, -122.408786 37.79016, -122.412076 37.78973999999999, -122.412266 37.790673, -122.412461 37.791627))"
870,Roxanne Cafe,37.7900136706525,-122.40870316677,"(37.7900136706525, -122.40870316677)",88,11902,11902,"POLYGON ((-122.412461 37.791627, -122.409171 37.792043, -122.407536 37.792249, -122.40734 37.791296, -122.407149 37.790366, -122.408786 37.79016, -122.412076 37.78973999999999, -122.412266 37.790673, -122.412461 37.791627))"
871,7-Eleven,37.7889994,-122.4090902,"(37.7889994, -122.4090902)",88,11902,11902,"POLYGON ((-122.412461 37.791627, -122.409171 37.792043, -122.407536 37.792249, -122.40734 37.791296, -122.407149 37.790366, -122.408786 37.79016, -122.412076 37.78973999999999, -122.412266 37.790673, -122.412461 37.791627))"
872,Lori's Diner,37.7893476716888,-122.408778174708,"(37.7893476716888, -122.408778174708)",88,11902,11902,"POLYGON ((-122.412461 37.791627, -122.409171 37.792043, -122.407536 37.792249, -122.40734 37.791296, -122.407149 37.790366, -122.408786 37.79016, -122.412076 37.78973999999999, -122.412266 37.790673, -122.412461 37.791627))"
873,Daffodil,37.7900085449219,-122.40843963623,"(37.7900085449219, -122.40843963623)",88,11902,11902,"POLYGON ((-122.412461 37.791627, -122.409171 37.792043, -122.407536 37.792249, -122.40734 37.791296, -122.407149 37.790366, -122.408786 37.79016, -122.412076 37.78973999999999, -122.412266 37.790673, -122.412461 37.791627))"
874,Sears Fine Food,37.7888416,-122.4086066,"(37.7888416, -122.4086066)",88,11902,11902,"POLYGON ((-122.412461 37.791627, -122.409171 37.792043, -122.407536 37.792249, -122.40734 37.791296, -122.407149 37.790366, -122.408786 37.79016, -122.412076 37.78973999999999, -122.412266 37.790673, -122.412461 37.791627))"
875,Scala's Bistro,37.78898,-122.40822,"(37.78898, -122.40822)",88,11902,11902,"POLYGON ((-122.412461 37.791627, -122.409171 37.792043, -122.407536 37.792249, -122.40734 37.791296, -122.407149 37.790366, -122.408786 37.79016, -122.412076 37.78973999999999, -122.412266 37.790673, -122.412461 37.791627))"
876,Walgreens,37.7890450541631,-122.408804361971,"(37.7890450541631, -122.408804361971)",88,11902,11902,"POLYGON ((-122.412461 37.791627, -122.409171 37.792043, -122.407536 37.792249, -122.40734 37.791296, -122.407149 37.790366, -122.408786 37.79016, -122.412076 37.78973999999999, -122.412266 37.790673, -122.412461 37.791627))"
877,The Breakfast Room at Chancellor Hotel,37.78866,-122.40874,"(37.78866, -122.40874)",88,11902,11902,"POLYGON ((-122.412461 37.791627, -122.409171 37.792043, -122.407536 37.792249, -122.40734 37.791296, -122.407149 37.790366, -122.408786 37.79016, -122.412076 37.78973999999999, -122.412266 37.790673, -122.412461 37.791627))"
878,Cesario's,37.78869,-122.41048,"(37.78869, -122.41048)",88,11902,11902,"POLYGON ((-122.412461 37.791627, -122.409171 37.792043, -122.407536 37.792249, -122.40734 37.791296, -122.407149 37.790366, -122.408786 37.79016, -122.412076 37.78973999999999, -122.412266 37.790673, -122.412461 37.791627))"
879,Tilden Cafe,37.78557,-122.4116,"(37.78557, -122.4116)",89,12301,12301,"POLYGON ((-122.414617 37.785582, -122.41297 37.78579, -122.411326 37.785996, -122.411516 37.78694, -122.408227 37.787359, -122.407853 37.785492, -122.41114 37.785075, -122.412782 37.784866, -122.41443 37.784657, -122.414617 37.785582))"
880,Taylor Street Coffee Shop,37.7856803,-122.4114826,"(37.7856803, -122.4114826)",89,12301,12301,"POLYGON ((-122.414617 37.785582, -122.41297 37.78579, -122.411326 37.785996, -122.411516 37.78694, -122.408227 37.787359, -122.407853 37.785492, -122.41114 37.785075, -122.412782 37.784866, -122.41443 37.784657, -122.414617 37.785582))"
881,Daniel's Cafe,37.7855284,-122.4088907,"(37.7855284, -122.4088907)",89,12301,12301,"POLYGON ((-122.414617 37.785582, -122.41297 37.78579, -122.411326 37.785996, -122.411516 37.78694, -122.408227 37.787359, -122.407853 37.785492, -122.41114 37.785075, -122.412782 37.784866, -122.41443 37.784657, -122.414617 37.785582))"
882,Cafe Encore,37.7881387621164,-122.409738376737,"(37.7881387621164, -122.409738376737)",89,12301,12301,"POLYGON ((-122.414617 37.785582, -122.41297 37.78579, -122.411326 37.785996, -122.411516 37.78694, -122.408227 37.787359, -122.407853 37.785492, -122.41114 37.785075, -122.412782 37.784866, -122.41443 37.784657, -122.414617 37.785582))"
883,Starbucks,37.78615,-122.409094,"(37.78615, -122.409094)",89,12301,12301,"POLYGON ((-122.414617 37.785582, -122.41297 37.78579, -122.411326 37.785996, -122.411516 37.78694, -122.408227 37.787359, -122.407853 37.785492, -122.41114 37.785075, -122.412782 37.784866, -122.41443 37.784657, -122.414617 37.785582))"
884,Cafe La Tazita,37.7884,-122.40975,"(37.7884, -122.40975)",89,12301,12301,"POLYGON ((-122.414617 37.785582, -122.41297 37.78579, -122.411326 37.785996, -122.411516 37.78694, -122.408227 37.787359, -122.407853 37.785492, -122.41114 37.785075, -122.412782 37.784866, -122.41443 37.784657, -122.414617 37.785582))"
885,Happy Donut,37.7850790321827,-122.410948723555,"(37.7850790321827, -122.410948723555)",89,12301,12301,"POLYGON ((-122.414617 37.785582, -122.41297 37.78579, -122.411326 37.785996, -122.411516 37.78694, -122.408227 37.787359, -122.407853 37.785492, -122.41114 37.785075, -122.412782 37.784866, -122.41443 37.784657, -122.414617 37.785582))"
886,Cityscape Lounge,37.78564,-122.41041,"(37.78564, -122.41041)",89,12301,12301,"POLYGON ((-122.414617 37.785582, -122.41297 37.78579, -122.411326 37.785996, -122.411516 37.78694, -122.408227 37.787359, -122.407853 37.785492, -122.41114 37.785075, -122.412782 37.784866, -122.41443 37.784657, -122.414617 37.785582))"
887,Z Zoul Cafe,37.78373,-122.41226,"(37.78373, -122.41226)",89,12301,12301,"POLYGON ((-122.414617 37.785582, -122.41297 37.78579, -122.411326 37.785996, -122.411516 37.78694, -122.408227 37.787359, -122.407853 37.785492, -122.41114 37.785075, -122.412782 37.784866, -122.41443 37.784657, -122.414617 37.785582))"
888,Paradise Coffee and Donuts,37.7857375,-122.4123437,"(37.7857375, -122.4123437)",89,12301,12301,"POLYGON ((-122.414617 37.785582, -122.41297 37.78579, -122.411326 37.785996, -122.411516 37.78694, -122.408227 37.787359, -122.407853 37.785492, -122.41114 37.785075, -122.412782 37.784866, -122.41443 37.784657, -122.414617 37.785582))"
889,Gong Cha,37.78645,-122.40923,"(37.78645, -122.40923)",89,12301,12301,"POLYGON ((-122.414617 37.785582, -122.41297 37.78579, -122.411326 37.785996, -122.411516 37.78694, -122.408227 37.787359, -122.407853 37.785492, -122.41114 37.785075, -122.412782 37.784866, -122.41443 37.784657, -122.414617 37.785582))"
