name,12/31/10,12/31/11,12/31/12,12/31/13,12/31/14,12/31/15,12/31/16,12/31/17,12/31/18,percent change (2010-2018),geometry
314,567715,517240,577392,713520,774339,851955,847883,945840,1056262,86.05497476726879,"POLYGON ((-122.46264 37.717936, -122.462245 37.71822, -122.459187 37.71823, -122.456108 37.718235, -122.454189 37.718239, -122.453378 37.717768, -122.451895 37.716978, -122.450378 37.716169, -122.448582 37.718411, -122.448727 37.71745, -122.449627 37.715739, -122.452884 37.712829, -122.455028 37.711317, -122.455619 37.711066, -122.456376 37.710825, -122.457312 37.710648, -122.460858 37.710586, -122.462556 37.711254, -122.462569 37.71315, -122.462602 37.714308, -122.462615 37.715619, -122.46264 37.717936))"
313.02,567715,517240,577392,713520,774339,851955,847883,945840,1056262,86.05497476726879,"POLYGON ((-122.471572 37.716126, -122.468017 37.716103, -122.468036 37.7179, -122.466235 37.717912, -122.46264 37.717936, -122.462615 37.715619, -122.462602 37.714308, -122.462569 37.71315, -122.462556 37.711254, -122.460858 37.710586, -122.465994 37.710154, -122.468939 37.708232, -122.469236 37.708232, -122.471319 37.708305, -122.471215 37.708939, -122.471355 37.712802, -122.471472 37.713427, -122.472672 37.717248, -122.471572 37.716126))"
402,1020187,989970,1135069,1315583,1474860,1689190,1675542,1856420,2100026,105.84716331417671,"POLYGON ((-122.472583 37.786317, -122.472352 37.787234, -122.470912 37.787221, -122.466924 37.788132, -122.464781 37.788564, -122.464551 37.784792, -122.464284 37.781089, -122.466432 37.78099, -122.467492 37.780938, -122.472264 37.780747, -122.472379 37.782581, -122.472516 37.784453, -122.472583 37.786317))"
451,1020187,989970,1135069,1315583,1474860,1689190,1675542,1856420,2100026,105.84716331417671,"POLYGON ((-122.464284 37.781089, -122.461068 37.781227, -122.458878 37.781326, -122.458505 37.77619, -122.458371 37.774309, -122.460553 37.774031, -122.463749 37.773624, -122.464011 37.777235, -122.464284 37.781089))"
401,1020187,989970,1135069,1315583,1474860,1689190,1675542,1856420,2100026,105.84716331417671,"POLYGON ((-122.464781 37.788564, -122.463581 37.788806, -122.459476 37.789711, -122.459388 37.788405, -122.459179 37.785682, -122.458998 37.783189, -122.458878 37.781326, -122.461068 37.781227, -122.464284 37.781089, -122.464551 37.784792, -122.464781 37.788564))"
452,1020187,989970,1135069,1315583,1474860,1689190,1675542,1856420,2100026,105.84716331417671,"POLYGON ((-122.472264 37.780747, -122.467492 37.780938, -122.466432 37.78099, -122.464284 37.781089, -122.464011 37.777235, -122.463749 37.773624, -122.465332 37.773423, -122.466952 37.773351, -122.471706 37.773141, -122.471842 37.775006, -122.471967 37.776871, -122.472103 37.778731, -122.472264 37.780747))"
312.01,625907,592815,700204,801483,874668,993584,977821,1099467,1254734,100.46652298184875,"POLYGON ((-122.462265 37.721748, -122.462199 37.725293, -122.461202 37.724974, -122.459213 37.724563, -122.458191 37.72434399999999, -122.453105 37.723206, -122.452335 37.72318, -122.451596 37.723033, -122.449546 37.723011, -122.451646 37.719686, -122.452506 37.72003, -122.459198 37.720024, -122.459187 37.71823, -122.462245 37.71822, -122.462265 37.721748))"
312.02,625907,592815,700204,801483,874668,993584,977821,1099467,1254734,100.46652298184875,"POLYGON ((-122.459198 37.720024, -122.452506 37.72003, -122.451646 37.719686, -122.449546 37.723011, -122.447878 37.723005, -122.448582 37.718411, -122.450378 37.716169, -122.451895 37.716978, -122.453378 37.717768, -122.454189 37.718239, -122.456108 37.718235, -122.459187 37.71823, -122.459198 37.720024))"
260.03,539467,498902,569365,688659,740063,855684,900025,1023589,1135600,110.50407161142385,"POLYGON ((-122.432385 37.71929799999999, -122.431205 37.720856, -122.430026 37.722398, -122.428837 37.723955, -122.428074 37.723591, -122.424771 37.722172, -122.42583 37.719302, -122.42639 37.718561, -122.427189 37.715748, -122.431154 37.716594, -122.433555 37.717744, -122.432385 37.71929799999999))"
260.04,539467,498902,569365,688659,740063,855684,900025,1023589,1135600,110.50407161142385,"POLYGON ((-122.440141 37.717692, -122.437502 37.721176, -122.43715 37.721575, -122.433985 37.720063, -122.432385 37.71929799999999, -122.433555 37.717744, -122.431154 37.716594, -122.432777 37.714437, -122.437046 37.716008, -122.440418 37.717245, -122.440141 37.717692))"
263.01,539467,498902,569365,688659,740063,855684,900025,1023589,1135600,110.50407161142385,"POLYGON ((-122.444571 37.712783, -122.443706 37.713592, -122.441896 37.715308, -122.440999 37.716488, -122.440418 37.717245, -122.437046 37.716008, -122.432777 37.714437, -122.433682 37.713181, -122.436144 37.714254, -122.436203 37.714171, -122.436642 37.71355, -122.437811 37.71192, -122.443335 37.710555, -122.444097 37.711689, -122.444571 37.712783))"
260.02,539467,498902,569365,688659,740063,855684,900025,1023589,1135600,110.50407161142385,"POLYGON ((-122.431801 37.728249, -122.431294 37.72873, -122.43039 37.728547, -122.424199 37.728736, -122.423336 37.727792, -122.421847 37.724199, -122.423807 37.723691, -122.424771 37.722172, -122.428074 37.723591, -122.426912 37.725151, -122.432447 37.727637, -122.431801 37.728249))"
260.01,539467,498902,569365,688659,740063,855684,900025,1023589,1135600,110.50407161142385,"POLYGON ((-122.435385 37.723909, -122.434798 37.724683, -122.433982 37.725762, -122.432447 37.727637, -122.426912 37.725151, -122.428074 37.723591, -122.428837 37.723955, -122.430026 37.722398, -122.431205 37.720856, -122.432385 37.71929799999999, -122.433985 37.720063, -122.43715 37.721575, -122.435385 37.723909))"
256,539467,498902,569365,688659,740063,855684,900025,1023589,1135600,110.50407161142385,"POLYGON ((-122.431294 37.72873, -122.430199 37.729872, -122.430165 37.729851, -122.429304 37.730742, -122.428038 37.732016, -122.426104 37.731651, -122.423982 37.731552, -122.421703 37.731807, -122.419514 37.73149, -122.419486 37.729046, -122.416637 37.728809, -122.415193 37.729223, -122.41446 37.727457, -122.418404 37.726425, -122.418888 37.72496599999999, -122.419875 37.72471, -122.421847 37.724199, -122.423336 37.727792, -122.424199 37.728736, -122.43039 37.728547, -122.431294 37.72873))"
263.02,539467,498902,569365,688659,740063,855684,900025,1023589,1135600,110.50407161142385,"POLYGON ((-122.437811 37.71192, -122.436642 37.71355, -122.436203 37.714171, -122.436144 37.714254, -122.433682 37.713181, -122.432777 37.714437, -122.431154 37.716594, -122.427189 37.715748, -122.425548 37.714517, -122.426737 37.711225, -122.424478 37.71011, -122.423377 37.709203, -122.42389 37.708236, -122.428082 37.708431, -122.430027 37.708281, -122.431341 37.708231, -122.433382 37.708232, -122.433982 37.708132, -122.435382 37.708132, -122.436771 37.710156, -122.436993 37.710746, -122.43837 37.711133, -122.437811 37.71192))"
263.03,539467,498902,569365,688659,740063,855684,900025,1023589,1135600,110.50407161142385,"POLYGON ((-122.452665 37.708806, -122.449309 37.709946, -122.446091 37.711592, -122.444571 37.712783, -122.444097 37.711689, -122.443335 37.710555, -122.437811 37.71192, -122.43837 37.711133, -122.436993 37.710746, -122.436771 37.710156, -122.435382 37.708132, -122.440781 37.708304, -122.442079 37.708231, -122.444482 37.708332, -122.445875 37.708233, -122.449751 37.708213, -122.4523 37.708138, -122.45247 37.708148, -122.453983 37.708232, -122.452665 37.708806))"
118,1214955,1153583,1304190,1448001,1537678,1630621,1581876,1627311,1697203,39.69266351428654,"POLYGON ((-122.407903 37.79406, -122.404796 37.794453, -122.404613 37.793565, -122.404418 37.792639, -122.407536 37.792249, -122.407903 37.79406))"
611,1214955,1153583,1304190,1448001,1537678,1630621,1581876,1627311,1697203,39.69266351428654,"POLYGON ((-122.408431 37.796704, -122.405513 37.797065, -122.402041 37.797505, -122.400681 37.796777, -122.400149 37.794134, -122.404613 37.793565, -122.404796 37.794453, -122.407903 37.79406, -122.408253 37.795824, -122.408431 37.796704))"
107,1214955,1153583,1304190,1448001,1537678,1630621,1581876,1627311,1697203,39.69266351428654,"POLYGON ((-122.412908 37.802184, -122.411376 37.801125, -122.409014 37.79949, -122.407869 37.798697, -122.407083 37.798152, -122.406668 37.797865, -122.405513 37.797065, -122.408431 37.796704, -122.411719 37.796291, -122.411911 37.797245, -122.412283 37.799096, -122.412471 37.800032, -122.412849 37.801893, -122.412908 37.802184))"
113,1214955,1153583,1304190,1448001,1537678,1630621,1581876,1627311,1697203,39.69266351428654,"POLYGON ((-122.411719 37.796291, -122.408431 37.796704, -122.408253 37.795824, -122.407903 37.79406, -122.407536 37.792249, -122.409171 37.792043, -122.409541 37.793852, -122.409722 37.794737, -122.411364 37.794527, -122.411719 37.796291))"
203,939277,901842,1054539,1197639,1321667,1476607,1563953,1653765,1737926,85.0280588154506,"POLYGON ((-122.435193 37.762727, -122.430824 37.766014, -122.428949 37.767504, -122.428635 37.767846, -122.426948 37.769175, -122.426713 37.768982, -122.426462 37.766272, -122.426293 37.764651, -122.426137 37.763036, -122.430727 37.762753, -122.432124 37.762668, -122.435188 37.762671, -122.435193 37.762727))"
170,939277,901842,1054539,1197639,1321667,1476607,1563953,1653765,1737926,85.0280588154506,"POLYGON ((-122.446247 37.762247, -122.443538 37.765323, -122.443347 37.765333, -122.442575 37.765928, -122.442009 37.765907, -122.439301 37.768166, -122.438338 37.76900699999999, -122.436588 37.769001, -122.435794 37.769058, -122.435472 37.765727, -122.435193 37.762727, -122.435837 37.762485, -122.439491 37.762227, -122.440168 37.762187, -122.444196 37.761947, -122.446384 37.761816, -122.446247 37.762247))"
204.01,939277,901842,1054539,1197639,1321667,1476607,1563953,1653765,1737926,85.0280588154506,"POLYGON ((-122.447915 37.757589, -122.446395 37.758856, -122.446394 37.760907, -122.446783 37.761781, -122.446384 37.761816, -122.444196 37.761947, -122.440168 37.762187, -122.439491 37.762227, -122.439337 37.760627, -122.439167 37.759028, -122.442175 37.758939, -122.442258 37.757734, -122.44222 37.756639, -122.445106 37.756961, -122.444485 37.756354, -122.445283 37.756573, -122.44695 37.75655, -122.447915 37.757589))"
205,939277,901842,1054539,1197639,1321667,1476607,1563953,1653765,1737926,85.0280588154506,"POLYGON ((-122.439491 37.762227, -122.435837 37.762485, -122.435193 37.762727, -122.435188 37.762671, -122.435001 37.760889, -122.434854 37.759289, -122.434698 37.757687, -122.434546 37.756093, -122.437769 37.755541, -122.438864 37.755434, -122.439167 37.759028, -122.439337 37.760627, -122.439491 37.762227))"
169,939277,901842,1054539,1197639,1321667,1476607,1563953,1653765,1737926,85.0280588154506,"POLYGON ((-122.435794 37.769058, -122.433572 37.769178, -122.43157 37.769307, -122.42822 37.769441, -122.426402 37.769596, -122.426948 37.769175, -122.428635 37.767846, -122.428949 37.767504, -122.430824 37.766014, -122.435193 37.762727, -122.435472 37.765727, -122.435794 37.769058))"
206,939277,901842,1054539,1197639,1321667,1476607,1563953,1653765,1737926,85.0280588154506,"POLYGON ((-122.435188 37.762671, -122.432124 37.762668, -122.430727 37.762753, -122.426137 37.763036, -122.425836 37.759835, -122.425685 37.758232, -122.425532 37.756636, -122.430115 37.75636, -122.432331 37.756227, -122.434546 37.756093, -122.434698 37.757687, -122.434854 37.759289, -122.435001 37.760889, -122.435188 37.762671))"
214,1088562,1019965,1253199,1336541,1654869,1838801,1882039,2024003,2157111,98.16151950922409,"POLYGON ((-122.43409 37.751304, -122.429659 37.751571, -122.425097 37.751845, -122.424934 37.750237, -122.424777 37.748644, -122.42485 37.747825, -122.427045 37.747696, -122.431477 37.747434, -122.433697 37.747297, -122.433769 37.748097, -122.43409 37.751304))"
213,1088562,1019965,1253199,1336541,1654869,1838801,1882039,2024003,2157111,98.16151950922409,"POLYGON ((-122.44462 37.747081, -122.443421 37.750099, -122.443255 37.750769, -122.438474 37.751024, -122.43409 37.751304, -122.433769 37.748097, -122.433697 37.747297, -122.435916 37.747179, -122.43809 37.74705, -122.438246 37.748665, -122.441408 37.74861, -122.443961 37.746765, -122.444556 37.746687, -122.44462 37.747081))"
216,1088562,1019965,1253199,1336541,1654869,1838801,1882039,2024003,2157111,98.16151950922409,"POLYGON ((-122.447399 37.746596, -122.444857 37.747025, -122.444556 37.746687, -122.443961 37.746765, -122.441408 37.74861, -122.438246 37.748665, -122.43809 37.74705, -122.435916 37.747179, -122.433697 37.747297, -122.431477 37.747434, -122.431256 37.74503199999999, -122.431022 37.742631, -122.430888 37.741833, -122.433259 37.741903, -122.43332 37.743296, -122.435559 37.743161, -122.43556 37.74155, -122.440049 37.745299, -122.444148 37.743297, -122.445214 37.743688, -122.447399 37.746596))"
211,1088562,1019965,1253199,1336541,1654869,1838801,1882039,2024003,2157111,98.16151950922409,"POLYGON ((-122.434546 37.756093, -122.432331 37.756227, -122.430115 37.75636, -122.425532 37.756636, -122.425384 37.755035, -122.42524 37.753436, -122.425097 37.751845, -122.429659 37.751571, -122.43409 37.751304, -122.43424 37.752891, -122.434317 37.75369, -122.434546 37.756093))"
212,1088562,1019965,1253199,1336541,1654869,1838801,1882039,2024003,2157111,98.16151950922409,"POLYGON ((-122.442525 37.75238, -122.440345 37.755228, -122.438864 37.755434, -122.437769 37.755541, -122.434546 37.756093, -122.434317 37.75369, -122.43424 37.752891, -122.43409 37.751304, -122.438474 37.751024, -122.443255 37.750769, -122.442525 37.75238))"
215,1088562,1019965,1253199,1336541,1654869,1838801,1882039,2024003,2157111,98.16151950922409,"POLYGON ((-122.431477 37.747434, -122.427045 37.747696, -122.42485 37.747825, -122.421393 37.748124, -122.421704 37.746412, -122.422174 37.745614, -122.422709 37.74393999999999, -122.423361 37.74229, -122.430888 37.741833, -122.431022 37.742631, -122.431256 37.74503199999999, -122.431477 37.747434))"
329.01,784971,729333,820315,955678,1049209,1180735,1201902,1350316,1426100,81.67550138794937,"POLYGON ((-122.495046 37.749681, -122.485857 37.750085, -122.485727 37.74822, -122.485597 37.746354, -122.485466 37.744493, -122.485335 37.742626, -122.494504 37.742222, -122.494646 37.744089, -122.494774 37.745949, -122.494911 37.747814, -122.495046 37.749681))"
328.02,784971,729333,820315,955678,1049209,1180735,1201902,1350316,1426100,81.67550138794937,"POLYGON ((-122.486248 37.755683, -122.484104 37.75577699999999, -122.479817 37.755966, -122.4766 37.756108, -122.476355 37.752376, -122.476221 37.750509, -122.479426 37.750368, -122.479296 37.748504, -122.485727 37.74822, -122.485857 37.750085, -122.485988 37.751951, -122.486118 37.753815, -122.486248 37.755683))"
329.02,784971,729333,820315,955678,1049209,1180735,1201902,1350316,1426100,81.67550138794937,"POLYGON ((-122.495433 37.755273, -122.492675 37.755398, -122.486248 37.755683, -122.486118 37.753815, -122.485988 37.751951, -122.485857 37.750085, -122.495046 37.749681, -122.495165 37.751543, -122.495307 37.75341, -122.495433 37.755273))"
353,784971,729333,820315,955678,1049209,1180735,1201902,1350316,1426100,81.67550138794937,"POLYGON ((-122.50193 37.749377, -122.499784 37.749472, -122.499914 37.751334, -122.495165 37.751543, -122.495046 37.749681, -122.494911 37.747814, -122.494774 37.745949, -122.494646 37.744089, -122.494504 37.742222, -122.494404 37.740352, -122.494253 37.738493, -122.494126 37.736631, -122.493784 37.733989, -122.496564 37.733856, -122.497487 37.733925, -122.499139 37.734404, -122.501041 37.7353, -122.501142 37.738192, -122.501404 37.74191, -122.501536 37.743785, -122.50193 37.749377))"
330,784971,729333,820315,955678,1049209,1180735,1201902,1350316,1426100,81.67550138794937,"POLYGON ((-122.494504 37.742222, -122.485335 37.742626, -122.475726 37.743049, -122.475621 37.741183, -122.475485 37.739321, -122.47539 37.73745, -122.475189 37.734762, -122.479547 37.734619, -122.480254 37.73459, -122.485518 37.734356, -122.485855 37.734182, -122.491294 37.734096, -122.493784 37.733989, -122.494126 37.736631, -122.494253 37.738493, -122.494404 37.740352, -122.494504 37.742222))"
354,784971,729333,820315,955678,1049209,1180735,1201902,1350316,1426100,81.67550138794937,"POLYGON ((-122.509993368973 37.74881495033259, -122.507942 37.749111, -122.505148 37.749235, -122.50193 37.749377, -122.501536 37.743785, -122.501404 37.74191, -122.501142 37.738192, -122.501041 37.7353, -122.502031 37.735515, -122.505262 37.735565, -122.506796 37.73555899999999, -122.508121548602 37.7354395332202, -122.509993368973 37.74881495033259))"
328.01,784971,729333,820315,955678,1049209,1180735,1201902,1350316,1426100,81.67550138794937,"POLYGON ((-122.485727 37.74822, -122.479296 37.748504, -122.479426 37.750368, -122.476221 37.750509, -122.476131 37.748643, -122.476007 37.746778, -122.475854 37.744915, -122.475726 37.743049, -122.485335 37.742626, -122.485466 37.744493, -122.485597 37.746354, -122.485727 37.74822))"
331,784971,729333,820315,955678,1049209,1180735,1201902,1350316,1426100,81.67550138794937,"POLYGON ((-122.499059 37.731576, -122.496564 37.733856, -122.493784 37.733989, -122.491294 37.734096, -122.485855 37.734182, -122.485518 37.734356, -122.480254 37.73459, -122.479547 37.734619, -122.475189 37.734762, -122.475173 37.734562, -122.474972 37.731072, -122.480015 37.731148, -122.48193 37.731172, -122.485302 37.730946, -122.486179 37.730879, -122.486606 37.729555, -122.48889 37.730257, -122.492161 37.728836, -122.493529 37.729594, -122.497017 37.729303, -122.499059 37.731576))"
332.03,878778,817168,907777,1055180,1166144,1207580,1342589,1452542,1555005,76.95083399903048,"POLYGON ((-122.485124 37.718575, -122.484832 37.718571, -122.483143 37.718517, -122.483205 37.717585, -122.479981 37.716942, -122.478674 37.717903, -122.47724 37.717709, -122.475818 37.716891, -122.474383 37.717507, -122.474528 37.719065, -122.472672 37.717248, -122.471472 37.713427, -122.471355 37.712802, -122.476624 37.714567, -122.485043 37.714754, -122.485124 37.718575))"
332.04,878778,817168,907777,1055180,1166144,1207580,1342589,1452542,1555005,76.95083399903048,"POLYGON ((-122.484909 37.724032, -122.479631 37.719663, -122.478988 37.720844, -122.475347 37.720914, -122.475368 37.72037, -122.474528 37.719065, -122.474383 37.717507, -122.475818 37.716891, -122.47724 37.717709, -122.478674 37.717903, -122.479981 37.716942, -122.483205 37.717585, -122.483143 37.718517, -122.484832 37.718571, -122.485124 37.718575, -122.484909 37.724032))"
332.01,878778,817168,907777,1055180,1166144,1207580,1342589,1452542,1555005,76.95083399903048,"POLYGON ((-122.486179 37.730879, -122.485302 37.730946, -122.48193 37.731172, -122.480015 37.731148, -122.474972 37.731072, -122.474634 37.728992, -122.474745 37.72693599999999, -122.475347 37.720914, -122.478988 37.720844, -122.479631 37.719663, -122.484909 37.724032, -122.483811 37.727029, -122.486606 37.729555, -122.486179 37.730879))"
604,878778,817168,907777,1055180,1166144,1207580,1342589,1452542,1555005,76.95083399903048,"POLYGON ((-122.506796 37.73555899999999, -122.505262 37.735565, -122.502031 37.735515, -122.501041 37.7353, -122.499139 37.734404, -122.497487 37.733925, -122.496564 37.733856, -122.499059 37.731576, -122.497017 37.729303, -122.493529 37.729594, -122.492161 37.728836, -122.48889 37.730257, -122.486606 37.729555, -122.483811 37.727029, -122.484909 37.724032, -122.485124 37.718575, -122.485043 37.714754, -122.476624 37.714567, -122.471355 37.712802, -122.471215 37.708939, -122.471319 37.708305, -122.486042 37.708233, -122.502426880724 37.7081329861058, -122.506483 37.723731, -122.508121548602 37.7354395332202, -122.506796 37.73555899999999))"
426.02,819465,786980,870549,1026831,1191766,1331618,1420534,1477946,1594592,94.58939674055634,"POLYGON ((-122.478714 37.786031, -122.472583 37.786317, -122.472516 37.784453, -122.472379 37.782581, -122.472264 37.780747, -122.47831 37.780449, -122.478444 37.782308, -122.478579 37.784174, -122.478714 37.786031))"
479.01,819465,786980,870549,1026831,1191766,1331618,1420534,1477946,1594592,94.58939674055634,"POLYGON ((-122.514483 37.780829, -122.509842514521 37.7846145393916, -122.507484 37.782185, -122.510781 37.782059, -122.509879 37.780627, -122.509593 37.780173, -122.509228 37.777044, -122.506022 37.77719, -122.501733 37.777385, -122.498521 37.777531, -122.498386 37.775667, -122.49825 37.7738, -122.498114 37.771934, -122.505611 37.771592, -122.511124 37.771323, -122.513067688424 37.7707830331714, -122.513128 37.771214, -122.514483 37.780829))"
478.01,819465,786980,870549,1026831,1191766,1331618,1420534,1477946,1594592,94.58939674055634,"POLYGON ((-122.497455 37.777579, -122.493168 37.777774, -122.493305 37.77975199999999, -122.491172 37.779869, -122.489019 37.779977, -122.488876 37.777972, -122.488741 37.776107, -122.488606 37.774241, -122.488471 37.772374, -122.494903 37.772081, -122.495039 37.773947, -122.495175 37.775813, -122.497319 37.775715, -122.497455 37.777579))"
477.02,819465,786980,870549,1026831,1191766,1331618,1420534,1477946,1594592,94.58939674055634,"POLYGON ((-122.488741 37.776107, -122.482318 37.7764, -122.479106 37.776546, -122.478972 37.774681, -122.478837 37.772815, -122.482049 37.772667, -122.488471 37.772374, -122.488606 37.774241, -122.488741 37.776107))"
479.02,819465,786980,870549,1026831,1191766,1331618,1420534,1477946,1594592,94.58939674055634,"POLYGON ((-122.509879 37.780627, -122.506509 37.780857, -122.505226 37.781077, -122.502012 37.781227, -122.498801 37.781377, -122.498669 37.779507, -122.498521 37.777531, -122.501733 37.777385, -122.506022 37.77719, -122.509228 37.777044, -122.509593 37.780173, -122.509879 37.780627))"
427,819465,786980,870549,1026831,1191766,1331618,1420534,1477946,1594592,94.58939674055634,"POLYGON ((-122.493491 37.783498, -122.490364 37.78364, -122.487151 37.783785, -122.487286 37.785649, -122.48408 37.785795, -122.483936 37.783931, -122.483804 37.782077, -122.483667 37.780207, -122.489019 37.779977, -122.491172 37.779869, -122.493305 37.77975199999999, -122.493446 37.781627, -122.493491 37.783498))"
477.01,819465,786980,870549,1026831,1191766,1331618,1420534,1477946,1594592,94.58939674055634,"POLYGON ((-122.489019 37.779977, -122.483667 37.780207, -122.482598 37.780265, -122.479388 37.780403, -122.479241 37.778408, -122.479106 37.776546, -122.482318 37.7764, -122.488741 37.776107, -122.488876 37.777972, -122.489019 37.779977))"
426.01,819465,786980,870549,1026831,1191766,1331618,1420534,1477946,1594592,94.58939674055634,"POLYGON ((-122.48408 37.785795, -122.478714 37.786031, -122.478579 37.784174, -122.478444 37.782308, -122.47831 37.780449, -122.479388 37.780403, -122.482598 37.780265, -122.483667 37.780207, -122.483804 37.782077, -122.483936 37.783931, -122.48408 37.785795))"
476,819465,786980,870549,1026831,1191766,1331618,1420534,1477946,1594592,94.58939674055634,"POLYGON ((-122.479388 37.780403, -122.47831 37.780449, -122.472264 37.780747, -122.472103 37.778731, -122.471967 37.776871, -122.471842 37.775006, -122.471706 37.773141, -122.478837 37.772815, -122.478972 37.774681, -122.479106 37.776546, -122.479241 37.778408, -122.479388 37.780403))"
478.02,819465,786980,870549,1026831,1191766,1331618,1420534,1477946,1594592,94.58939674055634,"POLYGON ((-122.498801 37.781377, -122.493446 37.781627, -122.493305 37.77975199999999, -122.493168 37.777774, -122.497455 37.777579, -122.497319 37.775715, -122.495175 37.775813, -122.495039 37.773947, -122.494903 37.772081, -122.498114 37.771934, -122.49825 37.7738, -122.498386 37.775667, -122.498521 37.777531, -122.498669 37.779507, -122.498801 37.781377))"
313.01,546726,499287,577104,696066,760620,854881,881787,988558,1035950,89.48248299879647,"POLYGON ((-122.472547 37.71964, -122.47244 37.721603, -122.471983 37.721661, -122.46974 37.721644, -122.466278 37.721668, -122.462265 37.721748, -122.462245 37.71822, -122.46264 37.717936, -122.466235 37.717912, -122.468036 37.7179, -122.468017 37.716103, -122.471572 37.716126, -122.472672 37.717248, -122.472547 37.71964))"
254.03,854530,821968,929804,1110545,1260426,1415788,1418799,1473812,1591865,86.28544346014768,"POLYGON ((-122.426722 37.736372, -122.422688 37.735205, -122.422121 37.735153, -122.420224 37.735058, -122.420163 37.735777, -122.41676 37.735605, -122.416824 37.734888, -122.414313 37.734763, -122.412447 37.73467, -122.410513 37.734592, -122.409798 37.734828, -122.414388 37.732417, -122.415939 37.732072, -122.421703 37.731807, -122.423982 37.731552, -122.426104 37.731651, -122.428038 37.732016, -122.426158 37.733971, -122.428573 37.735082, -122.426722 37.736372))"
254.01,854530,821968,929804,1110545,1260426,1415788,1418799,1473812,1591865,86.28544346014768,"POLYGON ((-122.425286 37.73764, -122.424724 37.738431, -122.42427 37.739866, -122.422841 37.741027, -122.421742 37.740581, -122.418584 37.739297, -122.415899 37.739002, -122.415955 37.73721099999999, -122.41676 37.735605, -122.420163 37.735777, -122.420224 37.735058, -122.422121 37.735153, -122.422688 37.735205, -122.426722 37.736372, -122.425286 37.73764))"
254.02,854530,821968,929804,1110545,1260426,1415788,1418799,1473812,1591865,86.28544346014768,"POLYGON ((-122.41676 37.735605, -122.415955 37.73721099999999, -122.415899 37.739002, -122.415184 37.738933, -122.413938 37.73893, -122.411992 37.73971, -122.410507 37.739779, -122.410377 37.736894, -122.408217 37.737612, -122.408779 37.735817, -122.409798 37.734828, -122.410513 37.734592, -122.412447 37.73467, -122.414313 37.734763, -122.416824 37.734888, -122.41676 37.735605))"
253,854530,821968,929804,1110545,1260426,1415788,1418799,1473812,1591865,86.28544346014768,"POLYGON ((-122.424258 37.739935, -122.423361 37.74229, -122.422709 37.74393999999999, -122.422174 37.745614, -122.421704 37.746412, -122.421393 37.748124, -122.420282 37.748161, -122.418206 37.748203, -122.419121 37.746775, -122.417819 37.745965, -122.41764 37.745882, -122.416103 37.745253, -122.418752 37.74118, -122.41777 37.740564, -122.418584 37.739297, -122.421742 37.740581, -122.422841 37.741027, -122.42427 37.739866, -122.424258 37.739935))"
252,854530,821968,929804,1110545,1260426,1415788,1418799,1473812,1591865,86.28544346014768,"POLYGON ((-122.418206 37.748203, -122.41587 37.748267, -122.413673 37.748297, -122.411488 37.748344, -122.410551 37.748367, -122.410619 37.746941, -122.410441 37.744918, -122.409378 37.742923, -122.410662 37.742424, -122.410365 37.741362, -122.410507 37.739779, -122.411992 37.73971, -122.413938 37.73893, -122.415184 37.738933, -122.415899 37.739002, -122.418584 37.739297, -122.41777 37.740564, -122.418752 37.74118, -122.416103 37.745253, -122.41764 37.745882, -122.417819 37.745965, -122.419121 37.746775, -122.418206 37.748203))"
251,854530,821968,929804,1110545,1260426,1415788,1418799,1473812,1591865,86.28544346014768,"POLYGON ((-122.410662 37.742424, -122.409378 37.742923, -122.410441 37.744918, -122.410619 37.746941, -122.410551 37.748367, -122.40871 37.748397, -122.406788 37.748805, -122.405239 37.749125, -122.403784 37.749433, -122.403569 37.749475, -122.403561 37.747762, -122.40459 37.744126, -122.406952 37.740495, -122.406853 37.73805, -122.408217 37.737612, -122.410377 37.736894, -122.410507 37.739779, -122.410365 37.741362, -122.410662 37.742424))"
156,946084,937616,1121805,1292273,1449191,1644684,1609963,1788078,2021840,113.70618253770279,"POLYGON ((-122.458878 37.781326, -122.456304 37.78144899999999, -122.454186 37.781651, -122.453385 37.77782699999999, -122.455217 37.777599, -122.454683 37.774755, -122.458371 37.774309, -122.458505 37.77619, -122.458878 37.781326))"
157,946084,937616,1121805,1292273,1449191,1644684,1609963,1788078,2021840,113.70618253770279,"POLYGON ((-122.455217 37.777599, -122.453385 37.77782699999999, -122.454186 37.781651, -122.447302 37.782392, -122.445826 37.782512, -122.442793 37.782885, -122.441512 37.782096, -122.440958 37.779364, -122.442053 37.779244, -122.441866 37.7783, -122.441488 37.776435, -122.44478 37.776017, -122.446471 37.775802, -122.448068 37.775599, -122.451358 37.775175, -122.454683 37.774755, -122.455217 37.777599))"
165,946084,937616,1121805,1292273,1449191,1644684,1609963,1788078,2021840,113.70618253770279,"POLYGON ((-122.454683 37.774755, -122.451358 37.775175, -122.448068 37.775599, -122.446471 37.775802, -122.44478 37.776017, -122.441488 37.776435, -122.440922 37.773635, -122.444216 37.773212, -122.447497 37.77279, -122.450787 37.772368, -122.454083 37.77193, -122.454683 37.774755))"
131.01,1096781,1058185,1228922,1367778,1525834,1742195,1739987,1778705,1970454,79.65792624051656,"POLYGON ((-122.426893 37.79627199999999, -122.423705 37.796678, -122.423481 37.795739, -122.423283 37.79481, -122.423143 37.793923, -122.422801 37.792161, -122.422611 37.791277, -122.425802 37.790874, -122.426335 37.793517, -122.426893 37.79627199999999))"
