,2010,2011,2012,2013,2014,2015,2016,2017,2018,diff18-10
264.04,0.6473724295506473,0.8124076809453471,0.5668934240362812,0.6565449322938038,0.40387722132471726,0.9676062263357174,0.35423308537017356,0.2613524991832734,0.17587055926837847,-0.47150187028226886
135,0.6624953993375046,0.22246941045606228,0.4669260700389105,0.3503308680420397,0.2700617283950617,0.3488372093023256,0.4068047337278107,0.4967520061138708,0.18705574261129815,-0.4754396567262064
164,0.599291746118224,0.2660861151427189,0.5062009617818274,0.6711409395973155,0.36275695284159615,0.6070908207867898,0.3472222222222222,0.48531289910600256,0.11941724385001193,-0.47987450226821204
107,0.7918352982579624,0.5041724617524339,0.6480648064806481,0.8672086720867209,1.1485595932969308,1.112787627310449,0.7623888182973316,0.43620501635768816,0.30785947120608476,-0.48397582705187764
230.03,0.6154669521006154,0.2840909090909091,0.5573853559665568,0.4087889626980072,0.5035477225909819,0.34191930704353773,0.27713625866050806,0.3825554705432288,0.13054830287206268,-0.48491864922855277
165,0.5610972568578554,0.3334641035700274,0.30971738288811457,0.3214218188693515,0.2592016588906169,0.2978276103714086,0.30560271646859083,0.4340277777777778,0.07289958082741024,-0.48819767603044517
228.03,0.7237122179650916,0.6774257820282925,0.7383100902378998,0.843633509907789,0.6085192697768762,0.6829470198675497,0.5822730213500108,0.6200555911909345,0.2345124096150088,-0.48919980835008275
119.01,0.5378973105134475,0.3113879003558719,0.26619343389529726,0.3683995088006549,0.43255996854109324,0.1952362358453729,0.42801556420233466,0.07654037504783774,0.0,-0.5378973105134475
257.01,0.7259528130671506,0.5732630130703966,0.6978838361098605,1.053324555628703,0.3127443315089914,0.8080409932991722,0.46911649726348714,0.5659309564233164,0.1695873374788016,-0.556365475588349
312.01,0.6311360448807855,0.47668702517503353,0.3451747447145117,0.48505506030414264,0.3068768307992747,0.4641350210970464,0.3137361887873414,0.3477330480139093,0.06895600606812854,-0.5621800388126569
607,0.7294429708222812,0.4653130287648054,0.5733397037744864,0.3999567614311967,0.44879640962872297,0.42088385609780543,0.4558837496438408,0.3326039387308534,0.16420361247947454,-0.5652393583428066
610,0.6186909801367633,0.8737316798196167,0.823045267489712,0.7182188173330141,0.6258381761287439,0.5886200130804448,0.48625792811839325,0.581757739455641,0.04122861265718408,-0.5774623674795791
105,1.1939069575957184,1.2024048096192386,1.3977635782747604,1.4660493827160492,1.0360706062931695,2.0471224410969486,1.6766020864381521,1.858045336306206,0.6139154160982265,-0.5799915414974919
230.01,0.7799442896935933,0.6725595695618755,0.6861063464837049,0.5213361652828732,0.5170630816959669,0.5905511811023622,0.5764796310530361,0.5214368482039398,0.19627085377821393,-0.5836734359153793
162,1.1504424778761062,1.3888888888888888,1.493848857644991,1.6729401923881222,1.1904761904761905,0.8415660446395902,0.8512087163772558,0.8343634116192831,0.5658129839189994,-0.5846294939571068
314,0.717430295124735,0.6894528384920053,0.6984693119334225,0.6037952846463485,0.30404378230465184,0.2296211251435132,0.4148783977110157,0.3615328994938539,0.11864155420436007,-0.5987887409203749
208,1.7026273301042127,2.0605682172962845,2.76661514683153,2.757380488535891,2.588159171789065,2.6975563313233897,2.797202797202797,3.076923076923077,1.0939209251445539,-0.6087064049596589
254.03,0.8277063820518407,0.9702850212249848,0.5756731662024142,0.3901170351105332,0.8,0.4074505238649592,0.5456255879586077,0.5738029283735655,0.19801980198019803,-0.6296865800716427
255,0.7754894482583269,0.48928238583411,0.7788340396289085,0.6937336517684521,0.609475620975161,0.5374610340750295,0.5187380901969088,0.4484304932735426,0.14353085913471397,-0.6319585891236129
261,0.9154383242823895,0.9723488301428137,1.0811633927211817,0.8433200177541057,0.823045267489712,1.1248918373233343,0.9782001117942986,0.7250341997264022,0.2660989888238425,-0.649339335458547
120,1.1065006915629323,1.070154577883472,1.9703026841804683,1.7459038409884502,1.4875105248386191,1.8538135593220337,1.4134275618374559,1.0124019235636548,0.4507888805409466,-0.6557118110219857
253,1.2308313155770783,0.8953442101074414,1.0806317539484622,1.703272075302555,1.1445527766002543,1.6615653694796677,1.6095654173373188,1.0574018126888218,0.560282216227433,-0.6705490993496452
263.01,0.9759418974126192,0.4534119247336205,0.7130124777183601,1.0232558139534882,0.7705479452054794,1.0105263157894737,0.6625258799171843,0.9638080251770259,0.30499428135722456,-0.6709476160553947
312.02,0.6934812760055479,0.4209844559585492,0.5484460694698354,0.8486082824168364,0.3688799463447351,0.3423591658885776,0.21739130434782608,0.14488554042306578,0.0,-0.6934812760055479
129.02,0.7327080890973037,0.5521472392638037,0.8458646616541353,0.7612667478684532,0.8710801393728222,0.3958156629912355,0.577240241891149,0.6063947078280044,0.024838549428713365,-0.7078695396685903
258,1.0808028821410192,0.634765625,0.6360078277886496,0.8559919436052367,0.802407221664995,0.687960687960688,0.7763221737020863,0.5396654074473827,0.34653465346534656,-0.7342682286756725
611,1.0999083409715857,1.0611876270038383,0.9244992295839755,0.9637448370812299,1.1140819964349375,1.5462778882261985,1.2377294067434912,1.246719160104987,0.36231884057971014,-0.7375895003918755
