RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,1/31/96,2/29/96,3/31/96,4/30/96,5/31/96,6/30/96,7/31/96,8/31/96,9/30/96,10/31/96,11/30/96,12/31/96,1/31/97,2/28/97,3/31/97,4/30/97,5/31/97,6/30/97,7/31/97,8/31/97,9/30/97,10/31/97,11/30/97,12/31/97,1/31/98,2/28/98,3/31/98,4/30/98,5/31/98,6/30/98,7/31/98,8/31/98,9/30/98,10/31/98,11/30/98,12/31/98,1/31/99,2/28/99,3/31/99,4/30/99,5/31/99,6/30/99,7/31/99,8/31/99,9/30/99,10/31/99,11/30/99,12/31/99,1/31/00,2/29/00,3/31/00,4/30/00,5/31/00,6/30/00,7/31/00,8/31/00,9/30/00,10/31/00,11/30/00,12/31/00,1/31/01,2/28/01,3/31/01,4/30/01,5/31/01,6/30/01,7/31/01,8/31/01,9/30/01,10/31/01,11/30/01,12/31/01,1/31/02,2/28/02,3/31/02,4/30/02,5/31/02,6/30/02,7/31/02,8/31/02,9/30/02,10/31/02,11/30/02,12/31/02,1/31/03,2/28/03,3/31/03,4/30/03,5/31/03,6/30/03,7/31/03,8/31/03,9/30/03,10/31/03,11/30/03,12/31/03,1/31/04,2/29/04,3/31/04,4/30/04,5/31/04,6/30/04,7/31/04,8/31/04,9/30/04,10/31/04,11/30/04,12/31/04,1/31/05,2/28/05,3/31/05,4/30/05,5/31/05,6/30/05,7/31/05,8/31/05,9/30/05,10/31/05,11/30/05,12/31/05,1/31/06,2/28/06,3/31/06,4/30/06,5/31/06,6/30/06,7/31/06,8/31/06,9/30/06,10/31/06,11/30/06,12/31/06,1/31/07,2/28/07,3/31/07,4/30/07,5/31/07,6/30/07,7/31/07,8/31/07,9/30/07,10/31/07,11/30/07,12/31/07,1/31/08,2/29/08,3/31/08,4/30/08,5/31/08,6/30/08,7/31/08,8/31/08,9/30/08,10/31/08,11/30/08,12/31/08,1/31/09,2/28/09,3/31/09,4/30/09,5/31/09,6/30/09,7/31/09,8/31/09,9/30/09,10/31/09,11/30/09,12/31/09,1/31/10,2/28/10,3/31/10,4/30/10,5/31/10,6/30/10,7/31/10,8/31/10,9/30/10,10/31/10,11/30/10,12/31/10,1/31/11,2/28/11,3/31/11,4/30/11,5/31/11,6/30/11,7/31/11,8/31/11,9/30/11,10/31/11,11/30/11,12/31/11,1/31/12,2/29/12,3/31/12,4/30/12,5/31/12,6/30/12,7/31/12,8/31/12,9/30/12,10/31/12,11/30/12,12/31/12,1/31/13,2/28/13,3/31/13,4/30/13,5/31/13,6/30/13,7/31/13,8/31/13,9/30/13,10/31/13,11/30/13,12/31/13,1/31/14,2/28/14,3/31/14,4/30/14,5/31/14,6/30/14,7/31/14,8/31/14,9/30/14,10/31/14,11/30/14,12/31/14,1/31/15,2/28/15,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20
268337,983,Nob Hill,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,432205,431562,432154,433577,434365,432639,429571,429678,431055,430366,428978,427195,430476,433395,434436,431303,429351,433901,441650,446641,451033,456776,462057,467048,467314,469857,475054,485197,496492,503086,507794,509183,508846,512336,518996,528467,534053,539197,543394,547317,549069,551889,555695,563352,572780,582144,592614,602852,614778,626084,637011,648828,662759,675624,689561,703754,720347,736169,752631,772696,794414,812142,823269,829805,836330,847660,856131,861563,862633,857198,848606,834104,825992,817482,817647,819924,825710,826922,829012,835298,839005,845614,847789,852831,852117,857558,858479,859807,850904,846167,840761,835320,829801,826192,830552,837298,847320,854724,862418,868083,878982,888662,902080,912222,926534,942040,955916,968652,978384,993576,1005629,1017237,1025841,1032578,1038504,1047768,1062063,1076229,1081612,1082752,1080916,1074188,1068711,1060319,1061639,1066823,1077169,1080314,1077627,1071429,1072923,1077175,1080684,1088144,1097324,1118850,1123627,1126356,1116606,1117781,1116353,1115983,1116584,1111831,1110712,1101932,1100673,1096251,1105645,1108588,1110905,1104977,1106261,1102733,1098934,1089308,1085666,1075919,1063501,1043077,1025662,1013126,1006263,996645,977718,966871,955740,961064,958414,964443,962221,962987,957266,952659,943345,942887,947039,951571,949543,937254,926679,915484,910269,908038,904140,900837,900046,898070,896854,894967,898502,905532,910913,922612,931439,939042,945988,954106,969858,987763,1007004,1022167,1032626,1042292,1061154,1064254,1076586,1085521,1108674,1127634,1139780,1153441,1162460,1167073,1171139,1182235,1188952,1209494,1220585,1238420,1245615,1251541,1259469,1256462,1255337,1265599,1292322,1310021,1321263,1338495,1362880,1387864,1397802,1418302,1439100,1458505,1475653,1485168,1488167,1496175,1513057,1515396,1507561,1485988,1486191,1476537,1473620,1471740,1481241,1487637,1495091,1497246,1500259,1497794,1498244,1505454,1516790,1530604,1539055,1555808,1565800,1576387,1580841,1582035,1574323,1572718,1580729,1593377,1594879,1596899,1596002,1593900,1589487,1580496,1569671,1556427,1561906,1563243,1566255,1562543,1567675,1569131,1572628,1570639,1570368,1572727,1577883,1585666,1581701,1577927,1566845,1556444,1542020
117447,1011,Portola,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,237574,236696,236451,236204,235931,235478,234886,235243,235551,236050,236784,238122,239971,241879,243548,244352,245963,248432,251738,254192,257247,260159,263262,265728,267947,270999,274237,278043,281147,284056,286423,288646,290521,293100,295319,297791,299901,302470,304937,308178,312071,315935,320175,324797,330072,335128,340701,346764,353597,360075,367055,373009,379070,385161,393079,400827,408583,415876,424503,432309,439687,445460,451099,456246,460301,465206,467647,470417,472747,474581,475269,475346,476607,477556,478808,481817,488064,492626,496446,500943,506776,512850,516089,519686,522520,528962,534839,540014,539956,541055,545369,550695,553020,555043,560737,569003,579184,586867,594848,600971,609973,619668,629206,637258,646690,656947,666123,673241,678735,687945,695230,703929,710676,719173,726068,731287,738716,747031,754000,760574,764365,763449,760934,760313,764063,765801,765070,764238,763372,760303,757207,755137,755982,759850,763621,767790,767705,767949,768302,771483,771746,767897,763133,751797,741730,728357,723729,718496,714883,704433,692904,679228,667628,659648,653732,649993,644178,636075,625685,611938,601166,594762,593690,588870,584307,583725,585744,590987,593993,600717,602455,605594,605233,607436,601593,602023,599017,595828,587497,578301,572648,564897,560784,557864,553725,546213,543129,540319,540930,538239,538091,537956,536366,539994,541761,544717,547882,552824,561434,569820,579927,590275,599012,608169,620598,625436,634280,641095,657525,677609,693086,707592,713780,720175,724208,731958,738744,753335,763751,774925,776858,771142,766575,760819,762696,766394,778888,784907,788161,792785,802470,814009,818428,831295,847427,863961,875119,881141,881195,888144,899808,903290,899432,887970,890071,885216,878206,870587,875052,888767,906482,915402,916454,917811,919927,934443,949691,968422,988044,1006429,1018867,1021755,1023149,1027051,1030705,1037773,1054832,1069733,1079802,1090678,1106248,1120050,1127831,1126589,1122074,1113506,1123650,1135256,1144712,1140929,1144782,1146739,1147822,1145652,1147930,1158941,1171231,1185841,1186231,1182515,1174276,1174144,1169365
118904,1013,Western Addition,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,238562,239358,240903,243580,245947,248545,250664,254071,256150,258812,261215,264161,266795,268601,269118,268435,268547,268263,269556,269902,272108,272373,273118,273856,276673,280359,285322,292006,297781,302920,306527,308216,310071,314762,321153,326283,328401,333289,338141,343731,350169,359226,368092,378127,389216,399266,404900,411831,420936,430787,441970,453301,464928,474906,486816,499567,510157,521439,538127,556461,571610,580387,583221,585227,583644,582608,577655,573495,570203,567538,561294,550728,542484,537259,538093,538559,545567,552817,561892,569605,574304,576521,577675,580815,584325,589745,594035,598867,597088,595480,595079,595180,595939,596349,601756,609688,620070,627094,632964,638236,646754,655030,662831,671089,683885,698933,711118,719490,726141,739867,751779,762169,768221,777309,788399,797697,804309,810321,813756,819245,820941,816094,809437,804695,806532,804554,797935,791300,786910,783819,782480,781749,782651,789150,798064,809399,815233,822467,829452,836859,841149,840586,840142,833348,828094,816473,811377,807043,806158,798642,789389,783267,780682,780655,777189,773250,769234,763422,756848,745191,737669,734195,735909,729271,719094,712245,711736,720165,723946,731134,729425,729679,725140,724451,719041,721183,721802,721483,717760,709768,704260,697028,694502,693361,690258,681678,674833,667342,663559,660772,658755,657713,657578,663731,670538,675297,680183,689826,705842,724658,744983,760154,771580,781028,796373,798740,804420,810318,830146,849541,862726,872555,876442,881320,887297,899167,906586,924817,938774,957000,964231,966990,968932,965914,968215,974780,994186,1005536,1013263,1025019,1041516,1058528,1065051,1077324,1098658,1124936,1146285,1157602,1155684,1162622,1173828,1177168,1169295,1151097,1146746,1138762,1122475,1103492,1095414,1102019,1113671,1119341,1122920,1120292,1122105,1131377,1144052,1154662,1166343,1183572,1199171,1206215,1214410,1218494,1221416,1232440,1253183,1273931,1283165,1297898,1308758,1318264,1317576,1316697,1309244,1298890,1301055,1299167,1292274,1277171,1281812,1287340,1299803,1300350,1306886,1314235,1323938,1337673,1341774,1345529,1346953,1352641,1346861
272885,1036,Bayview,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,229234,227851,226653,223882,221492,219328,218973,218953,220211,220123,220022,218029,217088,216975,218614,220557,222877,224978,224815,223782,221574,222339,224026,228719,232310,234984,235605,237322,238713,241055,244302,249721,255554,260208,263614,266696,269819,273890,277756,281201,284176,287475,290570,293108,294749,296812,300739,306350,313084,318848,325508,331178,338739,345466,353555,360646,369505,380769,392393,403555,412509,420286,427386,434992,442030,448736,454057,459396,464048,465265,466036,462881,461849,461446,462081,463413,466255,471400,475790,480442,483217,487848,490317,496594,501811,509001,516749,524296,527300,527961,531035,535909,539643,541148,546935,553403,563398,570885,577789,583115,590513,599616,606799,612509,624118,638799,651339,660298,666678,677151,686235,695215,703844,711396,722104,734438,744374,753798,757849,765089,768033,768835,769710,773495,780745,787749,791284,790808,788937,784182,784753,785917,790130,794353,796037,801394,799387,798030,793710,790347,785688,776529,768601,755061,745518,731053,720630,702836,691340,676387,659426,641868,628132,622943,615991,609808,599942,589974,581534,570925,561104,550910,549780,547242,541876,534047,526372,521143,514589,513981,509563,511362,508423,510212,504370,503045,501201,500094,498004,494062,490621,482618,477672,471031,466120,457451,452458,445531,441464,436336,433237,430059,429343,433337,437177,439611,441535,443838,447489,453975,459995,467313,471293,479320,486215,488187,492064,498839,512255,528068,542039,554506,564846,574821,585892,595757,603497,615538,623256,633248,637394,643191,649555,653483,655874,658024,667854,678252,690328,704641,721744,734715,741619,748848,757848,766284,777068,787288,792020,796473,808327,814022,816892,812555,816490,815926,816082,818636,828086,837138,847676,852562,850290,846521,840513,845756,854808,866558,878450,891060,900267,905586,907026,911102,910418,914745,925478,936010,942063,950450,960205,970986,975152,974732,972663,969143,977390,979854,984376,982449,990350,994202,999745,996899,998962,1005890,1014841,1023673,1026032,1029604,1027827,1027896,1020731
268414,1046,Potrero Hill,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,290842,289891,288988,288149,287265,286682,285896,287772,290706,293416,293265,294278,296181,300433,303330,305762,308814,313492,319037,321206,322361,324148,330979,336356,341148,342959,348013,352900,358234,360988,363969,367560,370180,374193,377451,381587,384434,387941,392248,396542,400511,404717,408882,411954,418847,423630,430536,437152,447725,458191,465989,474866,484427,497663,513118,532039,548505,567556,585849,602519,612628,619739,627815,637070,641822,641317,632660,623457,613893,603778,593392,585538,581672,578640,576612,572096,573652,578110,586701,595282,602028,607791,609420,609313,610538,616128,621998,627330,625028,622579,622627,623732,624872,624670,629931,637985,648061,655510,661892,669314,682237,694748,706419,714777,726990,742078,757707,770817,779982,792923,803376,813341,818241,825062,832396,840556,849180,858180,862538,866117,868048,863735,861116,857464,861760,863481,862787,861715,860040,857059,854519,853706,856237,864704,872006,884875,889598,896991,902654,909154,911205,908862,911219,909301,903460,891119,885497,877761,874339,859157,845567,830881,824758,818624,811597,800887,793891,783471,775586,763759,755898,755609,758241,756685,746177,744480,742713,753270,758276,768906,766829,769190,767059,768991,761809,762723,764889,764420,759182,747009,740857,733595,734220,733563,733453,727792,727888,726802,730559,732374,736751,741205,741700,749509,755472,762365,763912,769097,780306,794977,808005,818374,825031,834335,850710,857968,870842,881509,903633,925234,937867,949416,955015,963768,973055,987125,999883,1011519,1016330,1020841,1027065,1029643,1038129,1035262,1038321,1040994,1058325,1068217,1071967,1083745,1098888,1123030,1130450,1146536,1164628,1187743,1208967,1223223,1225557,1229783,1243410,1254919,1261184,1248938,1247516,1235307,1218917,1203167,1201903,1213182,1231551,1241419,1242745,1233454,1229085,1235021,1250279,1272806,1291723,1309468,1312202,1313378,1312361,1322083,1329818,1343614,1360921,1385526,1397579,1410511,1434865,1467659,1496221,1508782,1513439,1513328,1522216,1533999,1543647,1541469,1545167,1543758,1540149,1526225,1520638,1525350,1535420,1544405,1548350,1548556,1546960,1548358,1549328
268338,1055,Noe Valley,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,378004,377684,378641,380641,382222,382262,381830,383560,386942,390490,394688,400028,405908,410916,414182,417145,422255,431163,440510,449207,454543,460351,464055,469102,474847,484302,494063,502435,508614,512208,518149,520526,525610,530498,539094,543017,545560,547161,552290,559263,568491,580822,592124,604194,618863,634460,649636,665792,683117,699764,714927,729213,746118,765832,785579,804139,812989,824576,838402,856987,871508,882165,886721,889842,885966,873656,858426,846914,844373,839582,829592,814989,802991,794669,795750,796772,804265,813921,829233,844333,855421,861086,863727,866394,870961,879067,882870,886714,880878,879178,878164,879831,879550,880908,891705,907319,927041,941179,953318,965906,983566,999948,1010362,1017305,1030014,1049130,1064548,1079523,1089708,1109830,1124449,1137870,1147742,1156918,1169123,1182295,1201128,1220105,1234434,1241532,1241878,1231608,1230615,1234083,1241960,1246963,1249402,1247677,1236051,1220001,1209584,1209669,1213360,1227233,1232675,1240962,1244221,1252658,1262965,1278762,1298303,1313356,1324935,1318079,1313060,1296502,1299381,1300431,1310896,1306660,1296262,1285194,1278546,1269731,1259297,1248508,1243593,1231868,1212643,1182377,1156905,1143738,1139453,1119771,1087022,1065069,1054204,1063292,1063375,1073290,1071182,1079945,1080223,1083218,1074733,1083705,1097040,1107927,1103206,1088562,1079404,1069861,1066902,1058634,1047581,1031336,1021908,1011724,1006050,1005115,1012613,1019965,1026711,1040838,1063016,1081737,1098370,1115260,1143116,1176888,1212263,1234120,1246571,1253199,1260195,1248246,1236872,1239264,1265830,1295833,1312076,1310933,1304001,1300537,1310322,1336541,1367804,1413263,1448680,1477070,1494002,1504045,1518131,1539786,1560293,1589594,1627356,1654869,1671788,1688962,1714107,1740096,1740232,1754345,1779086,1804977,1834732,1846791,1842830,1838801,1845320,1850212,1840757,1822811,1829625,1824881,1820730,1811203,1820865,1840227,1867309,1882039,1887461,1883395,1889051,1903311,1926848,1947000,1962418,1982066,1993185,2004213,2011742,2024003,2040104,2064756,2108003,2148839,2168089,2193520,2203234,2216566,2199583,2185104,2167820,2157111,2150379,2141865,2122886,2097321,2094888,2092208,2111610,2113353,2136965,2156838,2178147,2194210,2206974,2219333,2229841,2246254,2252471
268450,1078,Russian Hill,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,458633,457164,456797,454732,454294,451234,449481,448372,451146,454662,456771,460105,467820,475706,481440,482913,486321,494619,504133,511467,514677,518330,525483,532460,535301,539952,546169,560479,570143,580529,587705,599370,610868,619547,627681,632967,636496,639270,644926,653630,660653,667120,672771,678068,681606,691809,702879,718530,731323,743954,756843,769990,787061,802120,820594,838904,858185,868793,883197,905586,937070,957375,963009,956154,947672,941053,931997,921576,913320,908869,900959,879859,860751,850454,855645,864230,876808,888027,898306,911492,923909,938383,948247,958341,958878,962446,961996,966027,963309,963243,968048,969519,964760,956019,955990,967231,988725,1006780,1020653,1029431,1040085,1052800,1066691,1082387,1103028,1122898,1137612,1148137,1155881,1172587,1185895,1201270,1212915,1223320,1228206,1228834,1235175,1249173,1261656,1267008,1263930,1248493,1235945,1221998,1219109,1218632,1220277,1223756,1220730,1213558,1209663,1211612,1215329,1225000,1237604,1259812,1273828,1278078,1281741,1286362,1297530,1304363,1308267,1302434,1295951,1283082,1277027,1267315,1266013,1265957,1260030,1254412,1247845,1241787,1236729,1226880,1223887,1217537,1210020,1196974,1182550,1168159,1160119,1148261,1130909,1118610,1107230,1115635,1121728,1133393,1134522,1134108,1128034,1126309,1117077,1117008,1117856,1122686,1122758,1111298,1094624,1079066,1069128,1066489,1060836,1055411,1055082,1052290,1049702,1042366,1038653,1038390,1040484,1051228,1062614,1070783,1080153,1090987,1107512,1125378,1145792,1165521,1180121,1191963,1213577,1221892,1238129,1252173,1279034,1300928,1314805,1327581,1335563,1337990,1341844,1357371,1370118,1382303,1382654,1385543,1387098,1387346,1393791,1391238,1393213,1403353,1430380,1446584,1450792,1468375,1490107,1521744,1535310,1561453,1586284,1611245,1629369,1641786,1642979,1648718,1664506,1670183,1672063,1654197,1649988,1636542,1631479,1628685,1637446,1645637,1661507,1669551,1674209,1667671,1666126,1676538,1694492,1710737,1706361,1710771,1715453,1729388,1733535,1733896,1732702,1739767,1751921,1763663,1766630,1772245,1800464,1827428,1849640,1848621,1842822,1832751,1837907,1839883,1844881,1838642,1847168,1854476,1856941,1847394,1839011,1843502,1854420,1870819,1875723,1880436,1878447,1882643,1877578
268220,1124,Inner Sunset,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,344904,346102,345381,345249,343756,341748,338489,337345,338050,340710,343329,346785,352564,356128,361825,364588,370271,375960,385337,391582,396701,398862,402154,404615,404248,405814,406721,412928,419049,428598,436110,445640,452419,459794,464209,470188,476310,482611,487356,490639,494289,498056,502864,505871,512272,520517,535692,547990,561003,570100,580124,587714,597421,605659,616496,627276,637426,645396,650809,660098,669499,679910,686075,694112,696541,701618,702339,706265,707903,709735,708533,703517,698960,696573,701900,706570,715667,722511,728927,731647,733830,737667,742099,746506,747386,746916,742132,739827,735425,733224,734435,740481,745947,748187,750054,756786,769774,783589,795754,805734,817075,829449,841727,849375,859232,872019,888216,903171,914855,932985,952345,970136,983106,990163,997624,1002932,1014883,1027870,1036639,1037542,1033874,1021959,1011633,1004168,1004131,1008493,1007801,1009757,1003930,996595,988468,987008,990992,1001922,1009130,1017772,1020499,1025924,1032603,1039255,1046059,1048895,1055958,1054912,1052477,1040840,1040437,1038858,1039221,1025017,1006462,990640,981227,974491,965767,954504,944000,929427,916142,900394,890905,888171,895064,895372,887687,882092,879890,890655,896669,908880,908168,908964,905076,906346,898587,895251,894732,898189,896163,889123,885992,884389,885463,885942,882676,873535,868411,866838,868184,866377,866794,866659,861848,863266,868674,876874,882386,894292,911488,929062,944216,956358,964442,972696,989998,997109,1005396,1010247,1027903,1046026,1058288,1071732,1078413,1085320,1092785,1109486,1126610,1143082,1155377,1168596,1182104,1185921,1192365,1191018,1200779,1210705,1232482,1241691,1241545,1250808,1266874,1293055,1306648,1333771,1362695,1388660,1408898,1424920,1432353,1445358,1468984,1487827,1495928,1487160,1483742,1465786,1441063,1422961,1418186,1425583,1440443,1450703,1454804,1448595,1448457,1455070,1472658,1492351,1512151,1535478,1558734,1577654,1591731,1600660,1611964,1630199,1654546,1676287,1688357,1706216,1739605,1767398,1786424,1785443,1777584,1766524,1762077,1757139,1752462,1748011,1758554,1764139,1762690,1751765,1744404,1750174,1760458,1774556,1781734,1786547,1785407,1783003,1770450
273404,1158,Crocker Amazon,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,245432,245281,244681,243521,241931,240702,239901,239652,239462,239795,240261,241391,242797,244102,245898,248213,251554,254842,257918,260737,264002,267229,271069,274581,277427,279465,280923,282582,284890,287514,290317,292988,295503,297412,298460,298980,300778,304182,308423,312142,314758,317477,320680,324618,329182,334157,339779,345976,352720,357692,363837,370024,378049,385737,394112,401208,407309,414254,422837,432894,440455,448881,453471,459078,462750,466726,468427,470791,475708,478801,479422,476984,477091,475766,476997,477606,482584,488075,494411,500755,503366,507202,510091,514612,517924,524420,531864,538463,538740,539019,542636,548382,553486,555582,560098,566353,576125,583717,590129,597109,606777,616069,622729,627024,636145,648588,662265,673929,682346,693939,703436,714674,724551,735103,744188,752845,762902,775522,784975,793535,799297,800687,800875,798494,800327,802985,806826,810524,810564,806024,801039,797655,796711,799638,804169,812942,815881,817603,816043,814523,809162,800439,792471,780264,769784,754691,745370,732007,721663,704860,689270,676046,668085,663197,656334,648000,638588,627938,618082,606667,598994,595671,597232,592423,585784,581440,582087,590432,596211,606107,606825,611033,610834,613196,606530,604808,602842,602425,598739,590380,584022,576068,572493,569730,566921,561796,561021,561862,563678,561856,559709,559188,559432,563671,568802,571050,571030,572450,579989,587862,596849,605697,614834,622801,635101,638774,646180,653615,673021,692660,705709,718087,723694,729966,733046,741688,747128,763616,776658,790720,793674,792631,791987,784840,785074,787864,802675,809447,811676,806735,805167,808422,811335,819350,830204,849387,866367,878229,876798,880637,891746,903945,907126,899907,896862,889942,878418,865720,856978,857713,863992,868528,866520,864018,862991,871972,883285,897997,920529,939096,957422,963666,974525,979525,985285,989494,1007849,1024025,1036959,1051090,1063449,1077760,1078354,1084147,1080549,1084027,1083382,1086003,1083447,1080957,1088215,1090557,1093528,1090249,1096653,1102774,1111386,1116409,1124223,1129231,1129810,1128519,1119914
268570,1158,Visitacion Valley,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,231306,229917,228510,226169,223813,222325,221067,221446,222291,223641,224460,225842,228047,230514,233015,235129,238674,241939,246184,248562,250726,252515,255645,258741,260751,263144,266580,270594,273490,275723,277172,278472,280270,282630,285304,287274,289989,292861,295226,298008,300831,304945,308374,313694,318719,324062,329399,336274,343629,349663,355864,362707,371961,380552,390928,398467,407185,414956,424472,432895,440210,447392,453467,458105,459064,460203,460247,463417,465940,468642,468580,468491,469077,469750,471872,474720,480348,486212,492107,497306,501249,505990,510953,515955,520384,526225,531943,536978,540176,544132,550752,556684,560661,561698,564997,570067,578509,585977,593637,600467,607045,612272,615481,619893,630079,644633,658504,669970,679589,693280,705345,717623,728704,742097,755040,765935,774766,782247,786433,791885,794221,790841,785579,783198,787431,791070,794238,795887,797937,797419,797855,796751,797475,801766,807058,811720,810046,805696,798522,794521,788507,781236,772815,760571,747188,730031,719619,708870,700342,684452,669684,654680,642416,631938,622661,613260,605081,594688,585215,575515,566880,565987,566713,563362,556796,553113,552371,558418,561020,568505,565896,563254,558024,554736,547485,543750,541753,540732,536743,529127,524164,517572,515774,513436,511530,504683,501235,499471,496942,491144,485791,482784,481567,484587,488139,490982,493219,498571,508029,516757,528680,541268,553352,562745,571922,573645,578172,585883,597974,613698,623930,636908,642468,646167,648196,654949,661571,671245,679597,686465,693410,690305,690289,685113,686911,691242,702989,710937,714619,723766,733715,746569,750749,762451,774136,786184,795233,801645,801392,803285,812533,815251,810953,797868,794579,791547,786565,782765,784134,792413,803664,809832,811450,810043,810598,818513,830688,842485,851834,858436,863201,860810,859783,862396,867109,872737,884098,897239,902402,903775,909728,920108,929776,930587,926812,917630,914870,918667,925763,924708,926792,927813,932029,930564,929120,935807,944042,954869,959895,959610,953120,950204,947283
417516,1281,Golden Gate Heights,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,403817,403568,402940,401508,400727,399935,399670,400008,402400,406033,409688,412967,417470,421364,426658,432060,437152,441190,445562,450712,455386,459020,463117,467715,471594,476696,480904,486192,492155,502067,511440,519105,523416,527479,531845,536984,541339,545685,549703,554763,559596,564092,569432,575415,581507,588180,596021,607052,619035,630169,640862,651799,664381,675535,685887,696247,709767,724870,740280,752941,765844,776190,784833,789176,791730,791974,792070,790405,788459,784534,780091,774960,769865,766693,767622,771264,777929,788196,797953,809798,817153,823594,827248,831087,834233,839208,843052,847858,846477,843816,844618,847881,852334,856055,862929,874037,889520,904103,916235,926076,939397,953749,967085,976535,989842,1005044,1023177,1039239,1051737,1066633,1078233,1089959,1099632,1110476,1121374,1128111,1136077,1146816,1151976,1149533,1141652,1129040,1122235,1116250,1116310,1115068,1111388,1111106,1107534,1099443,1090048,1087619,1090867,1102167,1108485,1118955,1122556,1127023,1127066,1130206,1133582,1135873,1141071,1139537,1139372,1129372,1131935,1130745,1129415,1114578,1099838,1086702,1078504,1072315,1063753,1049317,1032356,1013037,993942,973173,961160,959813,966061,962378,950815,942211,938573,950127,958145,972174,973173,977027,974047,973455,963052,962705,964193,967503,964741,955438,950220,943455,941986,939733,936123,925495,918458,909153,905529,900460,900019,898612,893131,894636,898677,904488,908276,918959,938707,963046,983556,999248,1008697,1020555,1041645,1049518,1057470,1061518,1081183,1101082,1113643,1125494,1131603,1139374,1145524,1159268,1171553,1200721,1228384,1255131,1266129,1267325,1272564,1267876,1273985,1282021,1308843,1321016,1325187,1318891,1320407,1332566,1345826,1371779,1396188,1422433,1439865,1454390,1454912,1466604,1487049,1505882,1509949,1496939,1495523,1481449,1464482,1446276,1443891,1449000,1460603,1462823,1456892,1447293,1443085,1454806,1467367,1485417,1506774,1536476,1565411,1579790,1595362,1606580,1628678,1651808,1686040,1708046,1716651,1728071,1736808,1744272,1735136,1733729,1722993,1716533,1702730,1694584,1679443,1670014,1675701,1678763,1686911,1681561,1684910,1687010,1692533,1696759,1700853,1699620,1696148,1689697,1676238
